"","i","j","空港i","空港j","航空会社","Price_simulation","Price_observed","Frequency_simulation","Frequency_observed","Probability_simulation","Probability_observed","Demand_simulation","Demand_observed"
"108",25,37,"大阪","福岡","ANA",10287.1108044183,10950,968.068122181372,2585,0.0351882540541963,0.0939486472911443,107468.235577397,286928
"109",25,37,"大阪","福岡","JAC",9958.11423745784,10950,293.563476663988,710,0.00509289080413528,0.0123090513913455,15554.1672475647,37593
"110",25,37,"関西","福岡","JAL",11152.5183133693,10950,280.020108920171,1110,0.00410746956550178,0.0143990329046847,12544.5981551816,43976
"111",25,37,"関西","福岡","ANA",10183.9898149749,10950,512.994090589129,1327,0.00786662181573329,0.0203566098489437,24025.4024877001,62171
"112",25,37,"大阪","佐賀","ANA",11389.1916730682,10950,193.191883854783,721,0.00184431211536712,0.00687470654144895,5632.70256567004,20996
"113",25,37,"新大阪","博多","JR",0,7655,1,1,0.934890229676511,0.823812233677156,2855242.64111366,2516000
"114",25,46,"大阪","那覇","JAL",20220.9038909667,17100,412.236042235745,428,0.136432435730571,0.141643147911907,135501.830086453,140677
"115",25,46,"大阪","那覇","ANA",20935.5724472511,17100,330.641218118189,426,0.122126726072551,0.157408684637915,121293.69967401,156335
"116",25,46,"関西","那覇","JAL",19487.5990060333,17100,1772.51572894546,1473,0.263754446766985,0.219305885444618,261955.377685587,217810
"117",25,46,"関西","那覇","ANA",20423.1382976944,17100,1417.5166451889,1565,0.207842866552413,0.229407790539268,206425.170359659,227843
"118",25,46,"神戸","那覇","ANA",20963.9986662166,17100,787.290547910663,1024,0.121764548692205,0.158308824491859,120933.992705575,157229
"119",25,46,"神戸","那覇","JTA",18593.0245752471,17100,1170.49234996525,743,0.148078976185275,0.0939256669744326,147068.929488716,93285
"120",37,8,"福岡","新千歳","JAL",23405.2232236184,25550,284.59914348532,729,0.2012719877893,0.515669211239432,47089.9968071602,120647
"121",37,8,"福岡","新千歳","ANA",22551.4543397567,25550,187.92040751575,372,0.225336569088001,0.445863003393713,52720.1943769668,104315
"122",37,8,"博多","札幌","JR",0,20240,1,1,0.573391443122699,0.0384677853668544,134151.808815873,9000
"123",37,12,"福岡","仙台","JAL",21620.1885010897,21750,792.782895264484,947,0.606628324276834,0.725025610229962,68692.1649278116,82099
"124",37,12,"福岡","仙台","ANA",19848.1235321864,21750,693.686089558147,485,0.393371675723166,0.274974389770038,44543.8350721884,31137
"125",37,18,"福岡","東京","JAL",16532.7275022747,18350,6263.66619600239,6777,0.253123668070423,0.273697562018623,1430066.2062821,1546302
"126",37,18,"福岡","東京","ANA",16521.1876270507,18350,5949.67832474601,6411,0.269392772301293,0.290259756580645,1521981.34145854,1639873
"127",37,18,"福岡","東京","SKY",401005.786571502,10850,1,3628,1.9214790677513e-50,0.106448265864544,1.08557303306187e-43,601398
"128",37,18,"福岡","成田","JAL",17213.9208876793,18350,594.145101161181,790,0.00973797525318508,0.0129407466696309,55016.3856005632,73111
"129",37,18,"福岡","成田","ANA",17515.3581186145,18350,501.701159297944,730,0.00638974879539055,0.009301775642276,36099.9976358493,52552
"130",37,18,"北九州","東京","JAL",16169.0498598498,18350,1501.48062370159,1454,0.0225094515921716,0.0218003729064721,127171.06341455,123165
"131",37,18,"北九州","東京","SFJ",12297.864454586,14800,1467.53804633468,3777,0.0256223550049884,0.0659484069346302,144757.952890453,372587
"132",37,18,"佐賀","東京","ANA",17669.9151034124,18350,961.323796447188,1468,0.0149298474851311,0.0227775974330554,84348.7711607104,128686
"133",37,18,"博多","東京","JR",0,11475,1,1,0.398294181497417,0.196825515950124,2250232.28155724,1112000
"134",37,25,"福岡","大阪","JAL",10155.5677886538,10950,296.352364847966,897,0.00996241608542699,0.0258886874706795,30473.6858791496,79190
"135",37,25,"福岡","大阪","ANA",10258.2078042413,10950,974.861168382707,2581,0.035362980684843,0.0935879811629477,108170.583912542,286273
"136",37,25,"福岡","大阪","JAC",9958.31925638974,10950,290.959029520229,703,0.00519468970358572,0.0125540028736149,15889.8545201587,38401
"137",37,25,"福岡","関西","JAL",10303.7143314831,10950,363.991728664107,1110,0.00554952832246673,0.0150389114916807,16975.2579521022,46002
"138",37,25,"福岡","関西","ANA",10274.403992205,10950,499.547301358179,1328,0.00843279937353816,0.0224256382677889,25794.7948557378,68597
"139",37,25,"佐賀","大阪","ANA",12145.9153215111,10950,153.023941460474,717,0.0016325608700028,0.0076505501223493,4993.78330562112,23402
"140",37,25,"博多","新大阪","JR",0,7655,1,1,0.933865024960137,0.822854228610939,2856567.03957469,2517000
"141",37,46,"福岡","那覇","JAL",16483.204671114,13750,2207.84212123471,1833,0.367203120787046,0.305046592619045,240611.313708195,199883
"142",37,46,"福岡","那覇","ANA",17788.4348335646,13750,2356.72716482351,2907,0.461800740011416,0.569556233155387,302596.78209544,373204
"143",37,46,"福岡","那覇","JTA",15065.329437573,13750,674.424040230363,365,0.0995929150154178,0.0538676604797529,65258.6559355126,35297
"144",37,46,"福岡","那覇","SKY",9401.36870467409,9900,592.678780127839,594,0.07140322418612,0.0715295137458146,46787.2482608519,46870
"145",46,18,"那覇","東京","JAL",25309.2685418439,20400,4158.74842373319,4224,0.493680612147935,0.501080469132098,1266791.85598078,1285780
"146",46,18,"那覇","東京","ANA",25002.7243490564,20400,3910.78409612392,3616,0.453183602977747,0.419176037552392,1162875.92299494,1075612
"147",46,18,"那覇","東京","JTA",22256.4134037403,20400,637.812019726034,257,0.0318118324428271,0.0128140326537452,81629.6392257809,32881
