"","i","j","空港i","空港j","航空会社","Price_simulation","Price_observed","Frequency_simulation","Frequency_observed","Probability_simulation","Probability_observed","Demand_simulation","Demand_observed"
"94",25,37,"大阪","福岡","JAC",9958.57201686174,10950,300.49750302144,710,0.00521318587446489,0.0123090513913455,15921.559700088,37593
"95",25,37,"関西","福岡","JAL",107719.236448159,10950,1,1110,5.2989105263118e-15,0.0143990329046847,1.61833708449457e-08,43976
"96",25,37,"関西","福岡","ANA",10663.118475828,10950,454.277858008282,1327,0.00696622470662096,0.0203566098489437,21275.5050791428,62171
"97",25,37,"大阪","佐賀","ANA",60292.6581922557,10950,1,721,1.47257444091612e-09,0.00687470654144895,0.00449738076455529,20996
"98",25,37,"新大阪","博多","JR",0,7655,1,1,0.955359628554622,0.823812233677156,2917758.1094109,2516000
"99",25,46,"大阪","那覇","JAL",21344.2451929344,17100,432.737919448889,428,0.143217677093913,0.141643147911907,142240.789318455,140677
"100",25,46,"大阪","那覇","ANA",22475.6733882709,17100,305.946620128125,426,0.113005448267658,0.157408684637915,112234.638105024,156335
"101",25,46,"関西","那覇","JAL",21342.4249705422,17100,1491.0859234479,1473,0.221877039734378,0.219305885444618,220363.61644635,217810
"102",25,46,"関西","那覇","ANA",21543.8935948369,17100,1489.17979634462,1565,0.218350450229075,0.229407790539268,216861.081808062,227843
"103",25,46,"神戸","那覇","ANA",22809.8397129487,17100,664.092895503236,1024,0.102710456673521,0.158308824491859,102009.868648551,157229
"104",25,46,"神戸","那覇","JTA",18869.9548275011,17100,1587.53413115711,743,0.200838928001456,0.0939256669744326,199469.005673558,93285
"105",37,8,"福岡","新千歳","JAL",26881.343538166,25550,710.966293712786,729,0.522919599120245,0.53629946390946,117637.038857289,120647
"106",37,8,"福岡","新千歳","ANA",26703.7244444731,25550,382.558347382761,372,0.477080400879754,0.46370053609054,107324.961142711,104315
"107",37,12,"福岡","仙台","JAL",26052.6065354713,21750,736.607537726853,947,0.563643588843893,0.725025610229962,63824.7454263271,82099
"108",37,12,"福岡","仙台","ANA",23695.1769718243,21750,769.486953914616,485,0.436356411156107,0.274974389770038,49411.2545736729,31137
"109",37,18,"福岡","東京","JAL",16802.8669062307,18350,5985.55437068705,6777,0.241884773283451,0.273697562018623,1366570.11461541,1546302
"110",37,18,"福岡","東京","ANA",16722.0489313783,18350,5806.00058892319,6411,0.262887253606224,0.290259756580645,1485227.28163049,1639873
"111",37,18,"福岡","東京","SKY",9341.90200715006,10850,327.396977577108,3628,0.0096023088935595,0.106448265864544,54249.9148959119,601398
"112",37,18,"福岡","成田","JAL",17850.8098746763,18350,508.104059417268,790,0.00832777169579988,0.0129407466696309,47049.1952276965,73111
"113",37,18,"福岡","成田","ANA",18146.0046740975,18350,429.858902086213,730,0.00547475394642673,0.009301775642276,30930.5750275245,52552
"114",37,18,"北九州","東京","JAL",16365.7942334401,18350,1467.04881257689,1454,0.0219932669851191,0.0218003729064721,124254.788660886,123165
"115",37,18,"北九州","東京","SFJ",12301.1710695663,14800,1520.35486944456,3777,0.0265445058107797,0.0659484069346302,149967.804322011,372587
"116",37,18,"佐賀","東京","ANA",18678.5238443554,18350,734.616688843673,1468,0.0114089708015155,0.0227775974330554,64456.9657040814,128686
"117",37,18,"博多","東京","JR",0,11475,1,1,0.411876394977124,0.196825515950124,2326967.35991599,1112000
"118",37,25,"福岡","大阪","JAL",12249.5574973297,10950,160.493606769311,897,0.00539528034644518,0.0258886874706795,16503.434216929,79190
"119",37,25,"福岡","大阪","ANA",11196.0433781878,10950,749.184428864937,2581,0.0271765820063265,0.0935879811629477,83129.495518782,286273
"120",37,25,"福岡","大阪","JAC",9959.08956023932,10950,296.941834963945,703,0.00530150480359576,0.0125540028736149,16216.587491051,38401
"121",37,25,"福岡","関西","JAL",11916.9042000104,10950,228.008155666895,1110,0.0034762815140629,0.0150389114916807,10633.475853514,46002
"122",37,25,"福岡","関西","ANA",11013.5756322337,10950,407.699733919544,1328,0.00688233136570044,0.0224256382677889,21052.1225329433,68597
"123",37,25,"佐賀","大阪","ANA",34020.2166523027,10950,1,717,2.50649974205231e-06,0.0076505501223493,7.66704433347285,23402
"124",37,25,"博多","新大阪","JR",0,7655,1,1,0.951765513464127,0.822854228610939,2911322.21734245,2517000
"125",37,46,"福岡","那覇","JAL",17629.1046563008,13750,2012.75987579434,1833,0.33475749949607,0.305046592619045,219351.190574798,199883
"126",37,46,"福岡","那覇","ANA",18705.8201270744,13750,2302.37203834469,2907,0.451149851777092,0.569556233155387,295617.744976346,373204
"127",37,46,"福岡","那覇","JTA",15177.3819732981,13750,840.764329159881,365,0.124156562321553,0.0538676604797529,81354.084087447,35297
"128",37,46,"福岡","那覇","SKY",9479.38294771089,9900,746.509847247454,594,0.0899360864052848,0.0715295137458146,58930.9803614085,46870
"129",46,18,"那覇","東京","JAL",25668.2574828678,20400,4107.80241902595,4224,0.487632865992667,0.501080469132098,1251273.24863017,1285780
"130",46,18,"那覇","東京","ANA",25314.8167087009,20400,3918.10536876692,3616,0.454031995687032,0.419176037552392,1165052.91141286,1075612
"131",46,18,"那覇","東京","JTA",22267.7385851737,20400,699.916227780025,257,0.0349093730966653,0.0128140326537452,89577.9750066395,32881
"132",46,18,"那覇","東京","SKY",12946.4022851843,12350,379.918037934009,1086,0.0234257652236362,0.0669294606617654,60110.8649503288,171742
"133",46,25,"那覇","大阪","JAL",21938.7462756479,17100,333.153318458052,427,0.105969745890703,0.13580072467425,104993.764531049,134550
"134",46,25,"那覇","大阪","ANA",22664.6586282278,17100,266.881178835478,426,0.0919342569488562,0.146764702913836,91087.5424423572,145413
"135",46,25,"那覇","関西","JAL",20238.859766661,17100,1918.88136659896,1471,0.298574062987323,0.228724553134368,295824.19586721,226618
"136",46,25,"那覇","関西","ANA",21384.2876616939,17100,1433.00385178833,1552,0.22444248302372,0.243171610533009,222375.367755071,240932
"137",46,25,"那覇","神戸","ANA",22782.4253790486,17100,619.749175212864,1025,0.0928172686127304,0.153550197317292,91962.4215688072,152136
"138",46,25,"那覇","神戸","JTA",18789.008321778,17100,1501.206016997,741,0.186262182536668,0.0919882114272449,184546.707835505,91141
"139",46,37,"那覇","福岡","JAL",17616.597572644,13750,2015.27307031493,1828,0.353157623641748,0.320591559133799,231562.275403281,210209
"140",46,37,"那覇","福岡","ANA",18643.2942561056,13750,2348.78667714905,2909,0.456827121165863,0.565893080734675,299537.431904366,371051
"141",46,37,"那覇","福岡","JTA",15068.8382593951,13750,874.366008445641,367,0.100182094155577,0.042057920575393,65688.4974989646,27577
"142",46,37,"那覇","福岡","SKY",9479.91724431025,9900,742.821771506617,591,0.0898331610368126,0.0714574395561324,58902.7951933887,46854
