"","i","j","空港i","空港j","航空会社","Price_simulation","Price_observed","Frequency_simulation","Frequency_observed","Probability_simulation","Probability_observed","Demand_simulation","Demand_observed"
"103",25,37,"大阪","福岡","JAL",10609.1046035237,10950,299.260809296723,896,0.00978961332061567,0.0282997183452769,29898.3993048124,86430
"104",25,37,"大阪","福岡","ANA",11204.6838741837,10950,748.793782404173,2585,0.0272178633359689,0.0939486472911443,83125.9131072027,286928
"105",25,37,"大阪","福岡","JAC",9958.56149153322,10950,299.730212152397,710,0.00519987451620107,0.0123090513913455,15880.9055606826,37593
"106",25,37,"関西","福岡","JAL",167990.127545942,10950,6.87442899460632e-19,1110,1.00837429084774e-23,0.0143990329046847,3.07966987143234e-17,43976
"107",25,37,"関西","福岡","ANA",11964.5634368899,10950,305.571041379328,1327,0.00468584699993403,0.0203566098489437,14311.0172074165,62171
"108",25,37,"大阪","佐賀","ANA",69646.1694377238,10950,4.32693239759696e-06,721,4.13071899503869e-11,0.00687470654144895,0.000126156040984337,20996
"109",25,37,"新大阪","博多","JR",0,7655,1,1,0.953106801785973,0.823812233677156,2910877.76469373,2516000
"110",25,46,"大阪","那覇","JAL",20436.2677931319,17100,465.995795567136,428,0.154224606573997,0.141643147911907,153172.640532556,140677
"111",25,46,"大阪","那覇","ANA",22099.5093482309,17100,280.470094832382,426,0.103595355225472,0.157408684637915,102888.731307479,156335
"112",25,46,"関西","那覇","JAL",20205.5974066682,17100,1720.86207047684,1473,0.256068262723368,0.219305885444618,254321.621103332,217810
"113",25,46,"関西","那覇","ANA",21122.99406119,17100,1383.78716521726,1565,0.202897293723748,0.229407790539268,201513.331283258,227843
"114",25,46,"神戸","那覇","ANA",21889.3854240466,17100,717.837569840379,1024,0.111022757681883,0.158308824491859,110265.471451735,157229
"115",25,46,"神戸","那覇","JTA",18714.9597739075,17100,1361.09190477437,743,0.172191724071532,0.0939256669744326,171017.20432164,93285
"116",37,8,"福岡","新千歳","JAL",246793.511347236,25550,6.77932232852759e-28,729,4.79441949198106e-31,0.515669211239432,1.12171197318287e-25,120647
"117",37,8,"福岡","新千歳","ANA",22680.8847306277,25550,100.50748679828,372,0.12051917374053,0.445863003393713,28196.906926682,104315
"118",37,8,"博多","札幌","JR",0,21975,1,1,0.87948082625947,0.0384677853668544,205765.093073318,9000
"119",37,12,"福岡","仙台","JAL",23160.5408340949,21750,713.228107861496,947,0.545753918864273,0.725025610229962,61798.9907565148,82099
"120",37,12,"福岡","仙台","ANA",20563.8312232547,21750,801.034256319738,485,0.454246081135727,0.274974389770038,51437.0092434852,31137
"121",37,18,"福岡","東京","JAL",16432.8588393636,18350,6319.77320317416,6777,0.255391032105376,0.273697562018623,1442876.07391891,1546302
"122",37,18,"福岡","東京","ANA",16476.2231386456,18350,5904.02601036182,6411,0.267325701971999,0.290259756580645,1510303.06796295,1639873
"123",37,18,"福岡","東京","SKY",9339.73693877484,10850,309.251916218421,3628,0.00907012779235289,0.106448265864544,51243.2651651335,601398
"124",37,18,"福岡","成田","JAL",17813.8579184226,18350,485.024572383929,790,0.00794950134879606,0.0129407466696309,44912.0910832581,73111
"125",37,18,"福岡","成田","ANA",18031.3731439617,18350,420.096764860766,730,0.00535042175500021,0.009301775642276,30228.1386782591,52552
"126",37,18,"北九州","東京","JAL",15507.5496738868,18350,1795.67973628814,1454,0.0269199385333223,0.0218003729064721,152088.876813309,123165
"127",37,18,"北九州","東京","SFJ",12295.7180183989,14800,1437.523541553,3777,0.0250983193258209,0.0659484069346302,141797.322138788,372587
"128",37,18,"佐賀","東京","ANA",18225.1894823827,18350,795.449473028453,1468,0.0123537348792708,0.0227775974330554,69794.5747503095,128686
"129",37,18,"博多","東京","JR",0,11475,1,1,0.390541222288061,0.196825515950124,2206430.58948908,1112000
"130",37,25,"福岡","大阪","JAL",10776.229388399,10950,251.251973881789,897,0.00844628558094799,0.0258886874706795,25836.0473435665,79190
"131",37,25,"福岡","大阪","ANA",11289.5584454198,10950,729.880258772903,2581,0.0264763253787761,0.0935879811629477,80987.50502975,286273
"132",37,25,"福岡","大阪","JAC",9959.15930854736,10950,297.590648858662,703,0.00531308851991482,0.0125540028736149,16252.0205154692,38401
"133",37,25,"福岡","関西","JAL",146753.152106292,10950,4.28874607048122e-16,1110,6.5387523703778e-21,0.0150389114916807,2.00011607694157e-14,46002
"134",37,25,"福岡","関西","ANA",11439.8859265422,10950,359.129899946048,1328,0.0060624296979485,0.0224256382677889,18544.1540180153,68597
"135",37,25,"佐賀","大阪","ANA",71658.7741006786,10950,2.34776016559908e-06,717,2.50474621286524e-11,0.0076505501223493,7.66168052441603e-05,23402
"136",37,25,"博多","新大阪","JR",0,7655,1,1,0.953701870797365,0.822854228610939,2917245.27301658,2517000
"137",37,46,"福岡","那覇","JAL",17055.6609317886,13750,2559.12128381554,1833,0.425627046812611,0.305046592619045,278893.824932151,199883
"138",37,46,"福岡","那覇","ANA",18985.5047284126,13750,2261.07934584013,2907,0.443058547768595,0.569556233155387,290315.885659563,373204
"139",37,46,"福岡","那覇","JTA",15212.120827753,13750,889.235864110223,365,0.131314405418794,0.0538676604797529,86044.2894082865,35297
"140",37,46,"福岡","那覇","SKY",304553.087249399,9900,1.28634967449132e-36,594,1.54973515619429e-40,0.0715295137458146,1.01547016003693e-34,46870
"141",46,18,"那覇","東京","JAL",25460.6553268709,20400,4122.67504292345,4224,0.48939837939282,0.501080469132098,1255803.58249767,1285780
"142",46,18,"那覇","東京","ANA",25108.4037679519,20400,3930.87583588258,3616,0.455511843757632,0.419176037552392,1168850.22375974,1075612
"143",46,18,"那覇","東京","JTA",22260.5883283765,20400,661.093248067442,257,0.0329730186734945,0.0128140326537452,84609.260511467,32881
"144",46,18,"那覇","東京","SKY",12940.6894620518,12350,358.688618770466,1086,0.0221167581760537,0.0669294606617654,56751.9332311265,171742
"145",46,25,"那覇","大阪","JAL",284944.580404919,17100,8.83292654696961e-33,427,2.80958624691433e-36,0.13580072467425,2.78370995758024e-30,134550
"146",46,25,"那覇","大阪","ANA",22196.1937691266,17100,307.660356395451,426,0.105981719584926,0.146764702913836,105005.627947548,145413
"147",46,25,"那覇","関西","JAL",19420.6491544638,17100,2459.13232156696,1471,0.382636019846843,0.228724553134368,379111.942104054,226618
"148",46,25,"那覇","関西","ANA",21424.1275871185,17100,1416.36575421335,1552,0.221836561254661,0.243171610533009,219793.446525505,240932
"149",46,25,"那覇","神戸","ANA",22431.9743914495,17100,689.373471304881,1025,0.103244611239085,0.153550197317292,102293.728369573,152136
"150",46,25,"那覇","神戸","JTA",18789.5788752937,17100,1501.51958160078,741,0.186301088074486,0.0919882114272449,184585.25505332,91141
"151",46,37,"那覇","福岡","JAL",16657.5169232738,13750,2208.90084136634,1828,0.387089066731432,0.320591559133799,253810.817254199,210209
"152",46,37,"那覇","福岡","ANA",18008.3375416014,13750,2333.85649281656,2909,0.453923275876956,0.565893080734675,297633.406683037,371051
"153",46,37,"那覇","福岡","JTA",14998.0198588006,13750,732.416325008724,367,0.0839179480038851,0.042057920575393,55024.2432446154,27577
