i,j,207ゾーンi,207ゾーンj,47ゾーンi,47ゾーンj,207ゾーン名i,207ゾーン名j,最寄りi,最寄りj
27,25,155,152,20,20,魚沼,長岡,新潟,新潟
27,26,155,154,20,20,魚沼,三条・燕,新潟,新潟
27,27,155,155,20,20,魚沼,魚沼,新潟,新潟
27,28,155,201,20,18,魚沼,長野,新潟,羽田
27,29,155,203,20,24,魚沼,上田,新潟,名古屋
27,30,155,211,20,24,魚沼,岐阜,新潟,名古屋
27,31,155,221,20,18,魚沼,中部,新潟,羽田
27,32,155,222,20,24,魚沼,西部,新潟,名古屋
27,33,155,223,20,18,魚沼,東部,新潟,羽田
27,34,155,231,20,24,魚沼,名古屋,新潟,名古屋
27,35,155,232,20,24,魚沼,東三河,新潟,名古屋
27,36,155,233,20,24,魚沼,豊田,新潟,名古屋
27,37,155,252,20,25,魚沼,東北部,新潟,関西国際
27,38,155,261,20,25,魚沼,京都,新潟,関西国際
27,39,155,271,20,25,魚沼,大阪,新潟,関西国際
27,40,155,281,20,25,魚沼,神戸,新潟,関西国際
27,41,155,283,20,25,魚沼,播磨,新潟,関西国際
27,42,155,331,20,30,魚沼,県南,新潟,岡山
27,43,155,341,20,31,魚沼,広島,新潟,広島
27,44,155,342,20,31,魚沼,備後,新潟,広島
27,45,155,351,20,32,魚沼,山口,新潟,山口宇部
27,46,155,352,20,32,魚沼,下関,新潟,山口宇部
27,47,155,353,20,32,魚沼,宇部,新潟,山口宇部
27,48,155,354,20,32,魚沼,岩国,新潟,山口宇部
27,49,155,355,20,32,魚沼,徳山,新潟,山口宇部
27,50,155,401,20,37,魚沼,福岡,新潟,福岡
27,51,155,402,20,37,魚沼,北九州,新潟,福岡
27,52,155,432,20,41,魚沼,八代・芦北,新潟,熊本
27,53,155,461,20,44,魚沼,鹿児島,新潟,鹿児島
27,54,155,462,20,44,魚沼,川北薩・串木野,新潟,鹿児島
28,1,201,22,18,10,長野,南部,羽田,三沢
28,2,201,31,18,11,長野,盛岡,羽田,花巻
28,3,201,32,18,11,長野,北上中部,羽田,花巻
28,4,201,33,18,11,長野,両磐,羽田,花巻
28,5,201,41,18,12,長野,仙台,羽田,仙台
28,6,201,43,18,12,長野,古川,羽田,仙台
28,7,201,51,18,13,長野,秋田臨海,羽田,秋田
28,8,201,61,18,15,長野,山形,羽田,山形
28,9,201,63,18,12,長野,米沢,羽田,仙台
28,10,201,64,18,12,長野,新庄,羽田,仙台
28,11,201,71,18,12,長野,福島,羽田,仙台
28,12,201,73,18,17,長野,郡山,羽田,福島
28,13,201,76,18,17,長野,白河,羽田,福島
28,14,201,91,18,18,長野,宇都宮,羽田,羽田
28,15,201,93,18,18,長野,栃木・小山,羽田,羽田
28,16,201,95,18,18,長野,那須,羽田,羽田
28,17,201,101,18,18,長野,前橋・高崎,羽田,羽田
28,18,201,104,18,18,長野,沼田・利根,羽田,羽田
28,19,201,111,18,18,長野,浦和,羽田,羽田
28,20,201,113,18,18,長野,児玉・大里,羽田,羽田
28,21,201,131,18,18,長野,23区,羽田,羽田
28,22,201,141,18,18,長野,横浜,羽田,羽田
28,23,201,144,18,18,長野,小田原,羽田,羽田
28,24,201,151,18,20,長野,新潟,羽田,新潟
28,25,201,152,18,20,長野,長岡,羽田,新潟
28,26,201,154,18,20,長野,三条・燕,羽田,新潟
28,27,201,155,18,20,長野,魚沼,羽田,新潟
28,28,201,201,18,18,長野,長野,羽田,羽田
28,29,201,203,18,24,長野,上田,羽田,名古屋
28,30,201,211,18,24,長野,岐阜,羽田,名古屋
28,31,201,221,18,18,長野,中部,羽田,羽田
28,32,201,222,18,24,長野,西部,羽田,名古屋
28,33,201,223,18,18,長野,東部,羽田,羽田
28,34,201,231,18,24,長野,名古屋,羽田,名古屋
28,35,201,232,18,24,長野,東三河,羽田,名古屋
28,36,201,233,18,24,長野,豊田,羽田,名古屋
28,37,201,252,18,25,長野,東北部,羽田,関西国際
28,38,201,261,18,25,長野,京都,羽田,関西国際
28,39,201,271,18,25,長野,大阪,羽田,関西国際
28,40,201,281,18,25,長野,神戸,羽田,関西国際
28,41,201,283,18,25,長野,播磨,羽田,関西国際
28,42,201,331,18,30,長野,県南,羽田,岡山
28,43,201,341,18,31,長野,広島,羽田,広島
28,44,201,342,18,31,長野,備後,羽田,広島
28,45,201,351,18,32,長野,山口,羽田,山口宇部
28,46,201,352,18,32,長野,下関,羽田,山口宇部
28,47,201,353,18,32,長野,宇部,羽田,山口宇部
28,48,201,354,18,32,長野,岩国,羽田,山口宇部
28,49,201,355,18,32,長野,徳山,羽田,山口宇部
28,50,201,401,18,37,長野,福岡,羽田,福岡
28,51,201,402,18,37,長野,北九州,羽田,福岡
28,52,201,432,18,41,長野,八代・芦北,羽田,熊本
28,53,201,461,18,44,長野,鹿児島,羽田,鹿児島
28,54,201,462,18,44,長野,川北薩・串木野,羽田,鹿児島
29,1,203,22,24,10,上田,南部,名古屋,三沢
29,2,203,31,24,11,上田,盛岡,名古屋,花巻
29,3,203,32,24,11,上田,北上中部,名古屋,花巻
29,4,203,33,24,11,上田,両磐,名古屋,花巻
29,5,203,41,24,12,上田,仙台,名古屋,仙台
29,6,203,43,24,12,上田,古川,名古屋,仙台
29,7,203,51,24,13,上田,秋田臨海,名古屋,秋田
29,8,203,61,24,15,上田,山形,名古屋,山形
29,9,203,63,24,12,上田,米沢,名古屋,仙台
29,10,203,64,24,12,上田,新庄,名古屋,仙台
29,11,203,71,24,12,上田,福島,名古屋,仙台
29,12,203,73,24,17,上田,郡山,名古屋,福島
29,13,203,76,24,17,上田,白河,名古屋,福島
29,14,203,91,24,18,上田,宇都宮,名古屋,羽田
29,15,203,93,24,18,上田,栃木・小山,名古屋,羽田
29,16,203,95,24,18,上田,那須,名古屋,羽田
29,17,203,101,24,18,上田,前橋・高崎,名古屋,羽田
29,18,203,104,24,18,上田,沼田・利根,名古屋,羽田
29,19,203,111,24,18,上田,浦和,名古屋,羽田
29,20,203,113,24,18,上田,児玉・大里,名古屋,羽田
29,21,203,131,24,18,上田,23区,名古屋,羽田
29,22,203,141,24,18,上田,横浜,名古屋,羽田
29,23,203,144,24,18,上田,小田原,名古屋,羽田
29,24,203,151,24,20,上田,新潟,名古屋,新潟
29,25,203,152,24,20,上田,長岡,名古屋,新潟
29,26,203,154,24,20,上田,三条・燕,名古屋,新潟
29,27,203,155,24,20,上田,魚沼,名古屋,新潟
29,28,203,201,24,18,上田,長野,名古屋,羽田
29,29,203,203,24,24,上田,上田,名古屋,名古屋
29,30,203,211,24,24,上田,岐阜,名古屋,名古屋
29,31,203,221,24,18,上田,中部,名古屋,羽田
29,32,203,222,24,24,上田,西部,名古屋,名古屋
29,33,203,223,24,18,上田,東部,名古屋,羽田
29,34,203,231,24,24,上田,名古屋,名古屋,名古屋
29,35,203,232,24,24,上田,東三河,名古屋,名古屋
29,36,203,233,24,24,上田,豊田,名古屋,名古屋
29,37,203,252,24,25,上田,東北部,名古屋,関西国際
29,38,203,261,24,25,上田,京都,名古屋,関西国際
29,39,203,271,24,25,上田,大阪,名古屋,関西国際
29,40,203,281,24,25,上田,神戸,名古屋,関西国際
29,41,203,283,24,25,上田,播磨,名古屋,関西国際
29,42,203,331,24,30,上田,県南,名古屋,岡山
29,43,203,341,24,31,上田,広島,名古屋,広島
29,44,203,342,24,31,上田,備後,名古屋,広島
29,45,203,351,24,32,上田,山口,名古屋,山口宇部
29,46,203,352,24,32,上田,下関,名古屋,山口宇部
29,47,203,353,24,32,上田,宇部,名古屋,山口宇部
29,48,203,354,24,32,上田,岩国,名古屋,山口宇部
29,49,203,355,24,32,上田,徳山,名古屋,山口宇部
29,50,203,401,24,37,上田,福岡,名古屋,福岡
29,51,203,402,24,37,上田,北九州,名古屋,福岡
29,52,203,432,24,41,上田,八代・芦北,名古屋,熊本
29,53,203,461,24,44,上田,鹿児島,名古屋,鹿児島
29,54,203,462,24,44,上田,川北薩・串木野,名古屋,鹿児島
30,1,211,22,24,10,岐阜,南部,名古屋,三沢
30,2,211,31,24,11,岐阜,盛岡,名古屋,花巻
30,3,211,32,24,11,岐阜,北上中部,名古屋,花巻
30,4,211,33,24,11,岐阜,両磐,名古屋,花巻
30,5,211,41,24,12,岐阜,仙台,名古屋,仙台
30,6,211,43,24,12,岐阜,古川,名古屋,仙台
30,7,211,51,24,13,岐阜,秋田臨海,名古屋,秋田
30,8,211,61,24,15,岐阜,山形,名古屋,山形
30,9,211,63,24,12,岐阜,米沢,名古屋,仙台
30,10,211,64,24,12,岐阜,新庄,名古屋,仙台
30,11,211,71,24,12,岐阜,福島,名古屋,仙台
30,12,211,73,24,17,岐阜,郡山,名古屋,福島
30,13,211,76,24,17,岐阜,白河,名古屋,福島
30,14,211,91,24,18,岐阜,宇都宮,名古屋,羽田
30,15,211,93,24,18,岐阜,栃木・小山,名古屋,羽田
30,16,211,95,24,18,岐阜,那須,名古屋,羽田
30,17,211,101,24,18,岐阜,前橋・高崎,名古屋,羽田
30,18,211,104,24,18,岐阜,沼田・利根,名古屋,羽田
30,19,211,111,24,18,岐阜,浦和,名古屋,羽田
30,20,211,113,24,18,岐阜,児玉・大里,名古屋,羽田
30,21,211,131,24,18,岐阜,23区,名古屋,羽田
30,22,211,141,24,18,岐阜,横浜,名古屋,羽田
30,23,211,144,24,18,岐阜,小田原,名古屋,羽田
30,24,211,151,24,20,岐阜,新潟,名古屋,新潟
30,25,211,152,24,20,岐阜,長岡,名古屋,新潟
30,26,211,154,24,20,岐阜,三条・燕,名古屋,新潟
30,27,211,155,24,20,岐阜,魚沼,名古屋,新潟
30,28,211,201,24,18,岐阜,長野,名古屋,羽田
30,29,211,203,24,24,岐阜,上田,名古屋,名古屋
30,30,211,211,24,24,岐阜,岐阜,名古屋,名古屋
30,31,211,221,24,18,岐阜,中部,名古屋,羽田
30,32,211,222,24,24,岐阜,西部,名古屋,名古屋
30,33,211,223,24,18,岐阜,東部,名古屋,羽田
30,34,211,231,24,24,岐阜,名古屋,名古屋,名古屋
30,35,211,232,24,24,岐阜,東三河,名古屋,名古屋
30,36,211,233,24,24,岐阜,豊田,名古屋,名古屋
30,37,211,252,24,25,岐阜,東北部,名古屋,関西国際
30,38,211,261,24,25,岐阜,京都,名古屋,関西国際
30,39,211,271,24,25,岐阜,大阪,名古屋,関西国際
30,40,211,281,24,25,岐阜,神戸,名古屋,関西国際
30,41,211,283,24,25,岐阜,播磨,名古屋,関西国際
30,42,211,331,24,30,岐阜,県南,名古屋,岡山
30,43,211,341,24,31,岐阜,広島,名古屋,広島
30,44,211,342,24,31,岐阜,備後,名古屋,広島
30,45,211,351,24,32,岐阜,山口,名古屋,山口宇部
30,46,211,352,24,32,岐阜,下関,名古屋,山口宇部
30,47,211,353,24,32,岐阜,宇部,名古屋,山口宇部
30,48,211,354,24,32,岐阜,岩国,名古屋,山口宇部
30,49,211,355,24,32,岐阜,徳山,名古屋,山口宇部
30,50,211,401,24,37,岐阜,福岡,名古屋,福岡
30,51,211,402,24,37,岐阜,北九州,名古屋,福岡
30,52,211,432,24,41,岐阜,八代・芦北,名古屋,熊本
30,53,211,461,24,44,岐阜,鹿児島,名古屋,鹿児島
30,54,211,462,24,44,岐阜,川北薩・串木野,名古屋,鹿児島
31,1,221,22,18,10,中部,南部,羽田,三沢
31,2,221,31,18,11,中部,盛岡,羽田,花巻
31,3,221,32,18,11,中部,北上中部,羽田,花巻
31,4,221,33,18,11,中部,両磐,羽田,花巻
31,5,221,41,18,12,中部,仙台,羽田,仙台
31,6,221,43,18,12,中部,古川,羽田,仙台
31,7,221,51,18,13,中部,秋田臨海,羽田,秋田
31,8,221,61,18,15,中部,山形,羽田,山形
31,9,221,63,18,12,中部,米沢,羽田,仙台
31,10,221,64,18,12,中部,新庄,羽田,仙台
31,11,221,71,18,12,中部,福島,羽田,仙台
31,12,221,73,18,17,中部,郡山,羽田,福島
31,13,221,76,18,17,中部,白河,羽田,福島
31,14,221,91,18,18,中部,宇都宮,羽田,羽田
31,15,221,93,18,18,中部,栃木・小山,羽田,羽田
31,16,221,95,18,18,中部,那須,羽田,羽田
31,17,221,101,18,18,中部,前橋・高崎,羽田,羽田
31,18,221,104,18,18,中部,沼田・利根,羽田,羽田
31,19,221,111,18,18,中部,浦和,羽田,羽田
31,20,221,113,18,18,中部,児玉・大里,羽田,羽田
31,21,221,131,18,18,中部,23区,羽田,羽田
31,22,221,141,18,18,中部,横浜,羽田,羽田
31,23,221,144,18,18,中部,小田原,羽田,羽田
31,24,221,151,18,20,中部,新潟,羽田,新潟
31,25,221,152,18,20,中部,長岡,羽田,新潟
31,26,221,154,18,20,中部,三条・燕,羽田,新潟
31,27,221,155,18,20,中部,魚沼,羽田,新潟
31,28,221,201,18,18,中部,長野,羽田,羽田
31,29,221,203,18,24,中部,上田,羽田,名古屋
31,30,221,211,18,24,中部,岐阜,羽田,名古屋
31,31,221,221,18,18,中部,中部,羽田,羽田
31,32,221,222,18,24,中部,西部,羽田,名古屋
31,33,221,223,18,18,中部,東部,羽田,羽田
31,34,221,231,18,24,中部,名古屋,羽田,名古屋
31,35,221,232,18,24,中部,東三河,羽田,名古屋
31,36,221,233,18,24,中部,豊田,羽田,名古屋
31,37,221,252,18,25,中部,東北部,羽田,関西国際
31,38,221,261,18,25,中部,京都,羽田,関西国際
31,39,221,271,18,25,中部,大阪,羽田,関西国際
31,40,221,281,18,25,中部,神戸,羽田,関西国際
31,41,221,283,18,25,中部,播磨,羽田,関西国際
31,42,221,331,18,30,中部,県南,羽田,岡山
31,43,221,341,18,31,中部,広島,羽田,広島
31,44,221,342,18,31,中部,備後,羽田,広島
31,45,221,351,18,32,中部,山口,羽田,山口宇部
31,46,221,352,18,32,中部,下関,羽田,山口宇部
31,47,221,353,18,32,中部,宇部,羽田,山口宇部
31,48,221,354,18,32,中部,岩国,羽田,山口宇部
31,49,221,355,18,32,中部,徳山,羽田,山口宇部
31,50,221,401,18,37,中部,福岡,羽田,福岡
31,51,221,402,18,37,中部,北九州,羽田,福岡
31,52,221,432,18,41,中部,八代・芦北,羽田,熊本
31,53,221,461,18,44,中部,鹿児島,羽田,鹿児島
31,54,221,462,18,44,中部,川北薩・串木野,羽田,鹿児島
32,1,222,22,24,10,西部,南部,名古屋,三沢
32,2,222,31,24,11,西部,盛岡,名古屋,花巻
32,3,222,32,24,11,西部,北上中部,名古屋,花巻
32,4,222,33,24,11,西部,両磐,名古屋,花巻
32,5,222,41,24,12,西部,仙台,名古屋,仙台
32,6,222,43,24,12,西部,古川,名古屋,仙台
32,7,222,51,24,13,西部,秋田臨海,名古屋,秋田
32,8,222,61,24,15,西部,山形,名古屋,山形
32,9,222,63,24,12,西部,米沢,名古屋,仙台
32,10,222,64,24,12,西部,新庄,名古屋,仙台
32,11,222,71,24,12,西部,福島,名古屋,仙台
32,12,222,73,24,17,西部,郡山,名古屋,福島
32,13,222,76,24,17,西部,白河,名古屋,福島
32,14,222,91,24,18,西部,宇都宮,名古屋,羽田
32,15,222,93,24,18,西部,栃木・小山,名古屋,羽田
32,16,222,95,24,18,西部,那須,名古屋,羽田
32,17,222,101,24,18,西部,前橋・高崎,名古屋,羽田
32,18,222,104,24,18,西部,沼田・利根,名古屋,羽田
32,19,222,111,24,18,西部,浦和,名古屋,羽田
32,20,222,113,24,18,西部,児玉・大里,名古屋,羽田
32,21,222,131,24,18,西部,23区,名古屋,羽田
32,22,222,141,24,18,西部,横浜,名古屋,羽田
32,23,222,144,24,18,西部,小田原,名古屋,羽田
32,24,222,151,24,20,西部,新潟,名古屋,新潟
32,25,222,152,24,20,西部,長岡,名古屋,新潟
32,26,222,154,24,20,西部,三条・燕,名古屋,新潟
32,27,222,155,24,20,西部,魚沼,名古屋,新潟
32,28,222,201,24,18,西部,長野,名古屋,羽田
32,29,222,203,24,24,西部,上田,名古屋,名古屋
32,30,222,211,24,24,西部,岐阜,名古屋,名古屋
32,31,222,221,24,18,西部,中部,名古屋,羽田
32,32,222,222,24,24,西部,西部,名古屋,名古屋
32,33,222,223,24,18,西部,東部,名古屋,羽田
32,34,222,231,24,24,西部,名古屋,名古屋,名古屋
32,35,222,232,24,24,西部,東三河,名古屋,名古屋
32,36,222,233,24,24,西部,豊田,名古屋,名古屋
32,37,222,252,24,25,西部,東北部,名古屋,関西国際
32,38,222,261,24,25,西部,京都,名古屋,関西国際
32,39,222,271,24,25,西部,大阪,名古屋,関西国際
32,40,222,281,24,25,西部,神戸,名古屋,関西国際
32,41,222,283,24,25,西部,播磨,名古屋,関西国際
32,42,222,331,24,30,西部,県南,名古屋,岡山
32,43,222,341,24,31,西部,広島,名古屋,広島
32,44,222,342,24,31,西部,備後,名古屋,広島
32,45,222,351,24,32,西部,山口,名古屋,山口宇部
32,46,222,352,24,32,西部,下関,名古屋,山口宇部
32,47,222,353,24,32,西部,宇部,名古屋,山口宇部
32,48,222,354,24,32,西部,岩国,名古屋,山口宇部
32,49,222,355,24,32,西部,徳山,名古屋,山口宇部
32,50,222,401,24,37,西部,福岡,名古屋,福岡
32,51,222,402,24,37,西部,北九州,名古屋,福岡
32,52,222,432,24,41,西部,八代・芦北,名古屋,熊本
32,53,222,461,24,44,西部,鹿児島,名古屋,鹿児島
32,54,222,462,24,44,西部,川北薩・串木野,名古屋,鹿児島
33,1,223,22,18,10,東部,南部,羽田,三沢
33,2,223,31,18,11,東部,盛岡,羽田,花巻
33,3,223,32,18,11,東部,北上中部,羽田,花巻
33,4,223,33,18,11,東部,両磐,羽田,花巻
33,5,223,41,18,12,東部,仙台,羽田,仙台
33,6,223,43,18,12,東部,古川,羽田,仙台
33,7,223,51,18,13,東部,秋田臨海,羽田,秋田
33,8,223,61,18,15,東部,山形,羽田,山形
33,9,223,63,18,12,東部,米沢,羽田,仙台
33,10,223,64,18,12,東部,新庄,羽田,仙台
33,11,223,71,18,12,東部,福島,羽田,仙台
33,12,223,73,18,17,東部,郡山,羽田,福島
33,13,223,76,18,17,東部,白河,羽田,福島
33,14,223,91,18,18,東部,宇都宮,羽田,羽田
33,15,223,93,18,18,東部,栃木・小山,羽田,羽田
33,16,223,95,18,18,東部,那須,羽田,羽田
33,17,223,101,18,18,東部,前橋・高崎,羽田,羽田
33,18,223,104,18,18,東部,沼田・利根,羽田,羽田
33,19,223,111,18,18,東部,浦和,羽田,羽田
33,20,223,113,18,18,東部,児玉・大里,羽田,羽田
33,21,223,131,18,18,東部,23区,羽田,羽田
33,22,223,141,18,18,東部,横浜,羽田,羽田
33,23,223,144,18,18,東部,小田原,羽田,羽田
33,24,223,151,18,20,東部,新潟,羽田,新潟
33,25,223,152,18,20,東部,長岡,羽田,新潟
33,26,223,154,18,20,東部,三条・燕,羽田,新潟
33,27,223,155,18,20,東部,魚沼,羽田,新潟
33,28,223,201,18,18,東部,長野,羽田,羽田
33,29,223,203,18,24,東部,上田,羽田,名古屋
33,30,223,211,18,24,東部,岐阜,羽田,名古屋
33,31,223,221,18,18,東部,中部,羽田,羽田
33,32,223,222,18,24,東部,西部,羽田,名古屋
33,33,223,223,18,18,東部,東部,羽田,羽田
33,34,223,231,18,24,東部,名古屋,羽田,名古屋
33,35,223,232,18,24,東部,東三河,羽田,名古屋
33,36,223,233,18,24,東部,豊田,羽田,名古屋
33,37,223,252,18,25,東部,東北部,羽田,関西国際
33,38,223,261,18,25,東部,京都,羽田,関西国際
33,39,223,271,18,25,東部,大阪,羽田,関西国際
33,40,223,281,18,25,東部,神戸,羽田,関西国際
33,41,223,283,18,25,東部,播磨,羽田,関西国際
33,42,223,331,18,30,東部,県南,羽田,岡山
33,43,223,341,18,31,東部,広島,羽田,広島
33,44,223,342,18,31,東部,備後,羽田,広島
33,45,223,351,18,32,東部,山口,羽田,山口宇部
33,46,223,352,18,32,東部,下関,羽田,山口宇部
33,47,223,353,18,32,東部,宇部,羽田,山口宇部
33,48,223,354,18,32,東部,岩国,羽田,山口宇部
33,49,223,355,18,32,東部,徳山,羽田,山口宇部
33,50,223,401,18,37,東部,福岡,羽田,福岡
33,51,223,402,18,37,東部,北九州,羽田,福岡
33,52,223,432,18,41,東部,八代・芦北,羽田,熊本
33,53,223,461,18,44,東部,鹿児島,羽田,鹿児島
33,54,223,462,18,44,東部,川北薩・串木野,羽田,鹿児島
34,1,231,22,24,10,名古屋,南部,名古屋,三沢
34,2,231,31,24,11,名古屋,盛岡,名古屋,花巻
34,3,231,32,24,11,名古屋,北上中部,名古屋,花巻
34,4,231,33,24,11,名古屋,両磐,名古屋,花巻
34,5,231,41,24,12,名古屋,仙台,名古屋,仙台
34,6,231,43,24,12,名古屋,古川,名古屋,仙台
34,7,231,51,24,13,名古屋,秋田臨海,名古屋,秋田
34,8,231,61,24,15,名古屋,山形,名古屋,山形
34,9,231,63,24,12,名古屋,米沢,名古屋,仙台
34,10,231,64,24,12,名古屋,新庄,名古屋,仙台
34,11,231,71,24,12,名古屋,福島,名古屋,仙台
34,12,231,73,24,17,名古屋,郡山,名古屋,福島
34,13,231,76,24,17,名古屋,白河,名古屋,福島
34,14,231,91,24,18,名古屋,宇都宮,名古屋,羽田
34,15,231,93,24,18,名古屋,栃木・小山,名古屋,羽田
34,16,231,95,24,18,名古屋,那須,名古屋,羽田
34,17,231,101,24,18,名古屋,前橋・高崎,名古屋,羽田
34,18,231,104,24,18,名古屋,沼田・利根,名古屋,羽田
34,19,231,111,24,18,名古屋,浦和,名古屋,羽田
34,20,231,113,24,18,名古屋,児玉・大里,名古屋,羽田
34,21,231,131,24,18,名古屋,23区,名古屋,羽田
34,22,231,141,24,18,名古屋,横浜,名古屋,羽田
34,23,231,144,24,18,名古屋,小田原,名古屋,羽田
34,24,231,151,24,20,名古屋,新潟,名古屋,新潟
34,25,231,152,24,20,名古屋,長岡,名古屋,新潟
34,26,231,154,24,20,名古屋,三条・燕,名古屋,新潟
34,27,231,155,24,20,名古屋,魚沼,名古屋,新潟
34,28,231,201,24,18,名古屋,長野,名古屋,羽田
34,29,231,203,24,24,名古屋,上田,名古屋,名古屋
34,30,231,211,24,24,名古屋,岐阜,名古屋,名古屋
34,31,231,221,24,18,名古屋,中部,名古屋,羽田
34,32,231,222,24,24,名古屋,西部,名古屋,名古屋
34,33,231,223,24,18,名古屋,東部,名古屋,羽田
34,34,231,231,24,24,名古屋,名古屋,名古屋,名古屋
34,35,231,232,24,24,名古屋,東三河,名古屋,名古屋
34,36,231,233,24,24,名古屋,豊田,名古屋,名古屋
34,37,231,252,24,25,名古屋,東北部,名古屋,関西国際
34,38,231,261,24,25,名古屋,京都,名古屋,関西国際
34,39,231,271,24,25,名古屋,大阪,名古屋,関西国際
34,40,231,281,24,25,名古屋,神戸,名古屋,関西国際
34,41,231,283,24,25,名古屋,播磨,名古屋,関西国際
34,42,231,331,24,30,名古屋,県南,名古屋,岡山
34,43,231,341,24,31,名古屋,広島,名古屋,広島
34,44,231,342,24,31,名古屋,備後,名古屋,広島
34,45,231,351,24,32,名古屋,山口,名古屋,山口宇部
34,46,231,352,24,32,名古屋,下関,名古屋,山口宇部
34,47,231,353,24,32,名古屋,宇部,名古屋,山口宇部
34,48,231,354,24,32,名古屋,岩国,名古屋,山口宇部
34,49,231,355,24,32,名古屋,徳山,名古屋,山口宇部
34,50,231,401,24,37,名古屋,福岡,名古屋,福岡
34,51,231,402,24,37,名古屋,北九州,名古屋,福岡
34,52,231,432,24,41,名古屋,八代・芦北,名古屋,熊本
34,53,231,461,24,44,名古屋,鹿児島,名古屋,鹿児島
34,54,231,462,24,44,名古屋,川北薩・串木野,名古屋,鹿児島
35,1,232,22,24,10,東三河,南部,名古屋,三沢
35,2,232,31,24,11,東三河,盛岡,名古屋,花巻
35,3,232,32,24,11,東三河,北上中部,名古屋,花巻
35,4,232,33,24,11,東三河,両磐,名古屋,花巻
35,5,232,41,24,12,東三河,仙台,名古屋,仙台
35,6,232,43,24,12,東三河,古川,名古屋,仙台
35,7,232,51,24,13,東三河,秋田臨海,名古屋,秋田
35,8,232,61,24,15,東三河,山形,名古屋,山形
35,9,232,63,24,12,東三河,米沢,名古屋,仙台
35,10,232,64,24,12,東三河,新庄,名古屋,仙台
35,11,232,71,24,12,東三河,福島,名古屋,仙台
35,12,232,73,24,17,東三河,郡山,名古屋,福島
35,13,232,76,24,17,東三河,白河,名古屋,福島
35,14,232,91,24,18,東三河,宇都宮,名古屋,羽田
35,15,232,93,24,18,東三河,栃木・小山,名古屋,羽田
35,16,232,95,24,18,東三河,那須,名古屋,羽田
35,17,232,101,24,18,東三河,前橋・高崎,名古屋,羽田
35,18,232,104,24,18,東三河,沼田・利根,名古屋,羽田
35,19,232,111,24,18,東三河,浦和,名古屋,羽田
35,20,232,113,24,18,東三河,児玉・大里,名古屋,羽田
35,21,232,131,24,18,東三河,23区,名古屋,羽田
35,22,232,141,24,18,東三河,横浜,名古屋,羽田
35,23,232,144,24,18,東三河,小田原,名古屋,羽田
35,24,232,151,24,20,東三河,新潟,名古屋,新潟
35,25,232,152,24,20,東三河,長岡,名古屋,新潟
35,26,232,154,24,20,東三河,三条・燕,名古屋,新潟
35,27,232,155,24,20,東三河,魚沼,名古屋,新潟
35,28,232,201,24,18,東三河,長野,名古屋,羽田
35,29,232,203,24,24,東三河,上田,名古屋,名古屋
35,30,232,211,24,24,東三河,岐阜,名古屋,名古屋
35,31,232,221,24,18,東三河,中部,名古屋,羽田
35,32,232,222,24,24,東三河,西部,名古屋,名古屋
35,33,232,223,24,18,東三河,東部,名古屋,羽田
35,34,232,231,24,24,東三河,名古屋,名古屋,名古屋
35,35,232,232,24,24,東三河,東三河,名古屋,名古屋
35,36,232,233,24,24,東三河,豊田,名古屋,名古屋
35,37,232,252,24,25,東三河,東北部,名古屋,関西国際
35,38,232,261,24,25,東三河,京都,名古屋,関西国際
35,39,232,271,24,25,東三河,大阪,名古屋,関西国際
35,40,232,281,24,25,東三河,神戸,名古屋,関西国際
35,41,232,283,24,25,東三河,播磨,名古屋,関西国際
35,42,232,331,24,30,東三河,県南,名古屋,岡山
35,43,232,341,24,31,東三河,広島,名古屋,広島
35,44,232,342,24,31,東三河,備後,名古屋,広島
35,45,232,351,24,32,東三河,山口,名古屋,山口宇部
35,46,232,352,24,32,東三河,下関,名古屋,山口宇部
35,47,232,353,24,32,東三河,宇部,名古屋,山口宇部
35,48,232,354,24,32,東三河,岩国,名古屋,山口宇部
35,49,232,355,24,32,東三河,徳山,名古屋,山口宇部
35,50,232,401,24,37,東三河,福岡,名古屋,福岡
35,51,232,402,24,37,東三河,北九州,名古屋,福岡
35,52,232,432,24,41,東三河,八代・芦北,名古屋,熊本
35,53,232,461,24,44,東三河,鹿児島,名古屋,鹿児島
35,54,232,462,24,44,東三河,川北薩・串木野,名古屋,鹿児島
36,1,233,22,24,10,豊田,南部,名古屋,三沢
36,2,233,31,24,11,豊田,盛岡,名古屋,花巻
36,3,233,32,24,11,豊田,北上中部,名古屋,花巻
36,4,233,33,24,11,豊田,両磐,名古屋,花巻
36,5,233,41,24,12,豊田,仙台,名古屋,仙台
36,6,233,43,24,12,豊田,古川,名古屋,仙台
36,7,233,51,24,13,豊田,秋田臨海,名古屋,秋田
36,8,233,61,24,15,豊田,山形,名古屋,山形
36,9,233,63,24,12,豊田,米沢,名古屋,仙台
36,10,233,64,24,12,豊田,新庄,名古屋,仙台
36,11,233,71,24,12,豊田,福島,名古屋,仙台
36,12,233,73,24,17,豊田,郡山,名古屋,福島
36,13,233,76,24,17,豊田,白河,名古屋,福島
36,14,233,91,24,18,豊田,宇都宮,名古屋,羽田
36,15,233,93,24,18,豊田,栃木・小山,名古屋,羽田
36,16,233,95,24,18,豊田,那須,名古屋,羽田
36,17,233,101,24,18,豊田,前橋・高崎,名古屋,羽田
36,18,233,104,24,18,豊田,沼田・利根,名古屋,羽田
