i,j,207ゾーンi,207ゾーンj,47ゾーンi,47ゾーンj,207ゾーン名i,207ゾーン名j,最寄りi,最寄りj
9,48,63,354,12,32,米沢,岩国,仙台,山口宇部
9,49,63,355,12,32,米沢,徳山,仙台,山口宇部
9,50,63,401,12,37,米沢,福岡,仙台,福岡
9,51,63,402,12,37,米沢,北九州,仙台,福岡
9,52,63,432,12,41,米沢,八代・芦北,仙台,熊本
9,53,63,461,12,44,米沢,鹿児島,仙台,鹿児島
9,54,63,462,12,44,米沢,川北薩・串木野,仙台,鹿児島
10,1,64,22,12,10,新庄,南部,仙台,三沢
10,2,64,31,12,11,新庄,盛岡,仙台,花巻
10,3,64,32,12,11,新庄,北上中部,仙台,花巻
10,4,64,33,12,11,新庄,両磐,仙台,花巻
10,5,64,41,12,12,新庄,仙台,仙台,仙台
10,6,64,43,12,12,新庄,古川,仙台,仙台
10,7,64,51,12,13,新庄,秋田臨海,仙台,秋田
10,8,64,61,12,15,新庄,山形,仙台,山形
10,9,64,63,12,12,新庄,米沢,仙台,仙台
10,10,64,64,12,12,新庄,新庄,仙台,仙台
10,11,64,71,12,12,新庄,福島,仙台,仙台
10,12,64,73,12,17,新庄,郡山,仙台,福島
10,13,64,76,12,17,新庄,白河,仙台,福島
10,14,64,91,12,18,新庄,宇都宮,仙台,羽田
10,15,64,93,12,18,新庄,栃木・小山,仙台,羽田
10,16,64,95,12,18,新庄,那須,仙台,羽田
10,17,64,101,12,18,新庄,前橋・高崎,仙台,羽田
10,18,64,104,12,18,新庄,沼田・利根,仙台,羽田
10,19,64,111,12,18,新庄,浦和,仙台,羽田
10,20,64,113,12,18,新庄,児玉・大里,仙台,羽田
10,21,64,131,12,18,新庄,23区,仙台,羽田
10,22,64,141,12,18,新庄,横浜,仙台,羽田
10,23,64,144,12,18,新庄,小田原,仙台,羽田
10,24,64,151,12,20,新庄,新潟,仙台,新潟
10,25,64,152,12,20,新庄,長岡,仙台,新潟
10,26,64,154,12,20,新庄,三条・燕,仙台,新潟
10,27,64,155,12,20,新庄,魚沼,仙台,新潟
10,28,64,201,12,18,新庄,長野,仙台,羽田
10,29,64,203,12,24,新庄,上田,仙台,名古屋
10,30,64,211,12,24,新庄,岐阜,仙台,名古屋
10,31,64,221,12,18,新庄,中部,仙台,羽田
10,32,64,222,12,24,新庄,西部,仙台,名古屋
10,33,64,223,12,18,新庄,東部,仙台,羽田
10,34,64,231,12,24,新庄,名古屋,仙台,名古屋
10,35,64,232,12,24,新庄,東三河,仙台,名古屋
10,36,64,233,12,24,新庄,豊田,仙台,名古屋
10,37,64,252,12,25,新庄,東北部,仙台,関西国際
10,38,64,261,12,25,新庄,京都,仙台,関西国際
10,39,64,271,12,25,新庄,大阪,仙台,関西国際
10,40,64,281,12,25,新庄,神戸,仙台,関西国際
10,41,64,283,12,25,新庄,播磨,仙台,関西国際
10,42,64,331,12,30,新庄,県南,仙台,岡山
10,43,64,341,12,31,新庄,広島,仙台,広島
10,44,64,342,12,31,新庄,備後,仙台,広島
10,45,64,351,12,32,新庄,山口,仙台,山口宇部
10,46,64,352,12,32,新庄,下関,仙台,山口宇部
10,47,64,353,12,32,新庄,宇部,仙台,山口宇部
10,48,64,354,12,32,新庄,岩国,仙台,山口宇部
10,49,64,355,12,32,新庄,徳山,仙台,山口宇部
10,50,64,401,12,37,新庄,福岡,仙台,福岡
10,51,64,402,12,37,新庄,北九州,仙台,福岡
10,52,64,432,12,41,新庄,八代・芦北,仙台,熊本
10,53,64,461,12,44,新庄,鹿児島,仙台,鹿児島
10,54,64,462,12,44,新庄,川北薩・串木野,仙台,鹿児島
11,1,71,22,12,10,福島,南部,仙台,三沢
11,2,71,31,12,11,福島,盛岡,仙台,花巻
11,3,71,32,12,11,福島,北上中部,仙台,花巻
11,4,71,33,12,11,福島,両磐,仙台,花巻
11,5,71,41,12,12,福島,仙台,仙台,仙台
11,6,71,43,12,12,福島,古川,仙台,仙台
11,7,71,51,12,13,福島,秋田臨海,仙台,秋田
11,8,71,61,12,15,福島,山形,仙台,山形
11,9,71,63,12,12,福島,米沢,仙台,仙台
11,10,71,64,12,12,福島,新庄,仙台,仙台
11,11,71,71,12,12,福島,福島,仙台,仙台
11,12,71,73,12,17,福島,郡山,仙台,福島
11,13,71,76,12,17,福島,白河,仙台,福島
11,14,71,91,12,18,福島,宇都宮,仙台,羽田
11,15,71,93,12,18,福島,栃木・小山,仙台,羽田
11,16,71,95,12,18,福島,那須,仙台,羽田
11,17,71,101,12,18,福島,前橋・高崎,仙台,羽田
11,18,71,104,12,18,福島,沼田・利根,仙台,羽田
11,19,71,111,12,18,福島,浦和,仙台,羽田
11,20,71,113,12,18,福島,児玉・大里,仙台,羽田
11,21,71,131,12,18,福島,23区,仙台,羽田
11,22,71,141,12,18,福島,横浜,仙台,羽田
11,23,71,144,12,18,福島,小田原,仙台,羽田
11,24,71,151,12,20,福島,新潟,仙台,新潟
11,25,71,152,12,20,福島,長岡,仙台,新潟
11,26,71,154,12,20,福島,三条・燕,仙台,新潟
11,27,71,155,12,20,福島,魚沼,仙台,新潟
11,28,71,201,12,18,福島,長野,仙台,羽田
11,29,71,203,12,24,福島,上田,仙台,名古屋
11,30,71,211,12,24,福島,岐阜,仙台,名古屋
11,31,71,221,12,18,福島,中部,仙台,羽田
11,32,71,222,12,24,福島,西部,仙台,名古屋
11,33,71,223,12,18,福島,東部,仙台,羽田
11,34,71,231,12,24,福島,名古屋,仙台,名古屋
11,35,71,232,12,24,福島,東三河,仙台,名古屋
11,36,71,233,12,24,福島,豊田,仙台,名古屋
11,37,71,252,12,25,福島,東北部,仙台,関西国際
11,38,71,261,12,25,福島,京都,仙台,関西国際
11,39,71,271,12,25,福島,大阪,仙台,関西国際
11,40,71,281,12,25,福島,神戸,仙台,関西国際
11,41,71,283,12,25,福島,播磨,仙台,関西国際
11,42,71,331,12,30,福島,県南,仙台,岡山
11,43,71,341,12,31,福島,広島,仙台,広島
11,44,71,342,12,31,福島,備後,仙台,広島
11,45,71,351,12,32,福島,山口,仙台,山口宇部
11,46,71,352,12,32,福島,下関,仙台,山口宇部
11,47,71,353,12,32,福島,宇部,仙台,山口宇部
11,48,71,354,12,32,福島,岩国,仙台,山口宇部
11,49,71,355,12,32,福島,徳山,仙台,山口宇部
11,50,71,401,12,37,福島,福岡,仙台,福岡
11,51,71,402,12,37,福島,北九州,仙台,福岡
11,52,71,432,12,41,福島,八代・芦北,仙台,熊本
11,53,71,461,12,44,福島,鹿児島,仙台,鹿児島
11,54,71,462,12,44,福島,川北薩・串木野,仙台,鹿児島
12,1,73,22,17,10,郡山,南部,福島,三沢
12,2,73,31,17,11,郡山,盛岡,福島,花巻
12,3,73,32,17,11,郡山,北上中部,福島,花巻
12,4,73,33,17,11,郡山,両磐,福島,花巻
12,5,73,41,17,12,郡山,仙台,福島,仙台
12,6,73,43,17,12,郡山,古川,福島,仙台
12,7,73,51,17,13,郡山,秋田臨海,福島,秋田
12,8,73,61,17,15,郡山,山形,福島,山形
12,9,73,63,17,12,郡山,米沢,福島,仙台
12,10,73,64,17,12,郡山,新庄,福島,仙台
12,11,73,71,17,12,郡山,福島,福島,仙台
12,12,73,73,17,17,郡山,郡山,福島,福島
12,13,73,76,17,17,郡山,白河,福島,福島
12,14,73,91,17,18,郡山,宇都宮,福島,羽田
12,15,73,93,17,18,郡山,栃木・小山,福島,羽田
12,16,73,95,17,18,郡山,那須,福島,羽田
12,17,73,101,17,18,郡山,前橋・高崎,福島,羽田
12,18,73,104,17,18,郡山,沼田・利根,福島,羽田
12,19,73,111,17,18,郡山,浦和,福島,羽田
12,20,73,113,17,18,郡山,児玉・大里,福島,羽田
12,21,73,131,17,18,郡山,23区,福島,羽田
12,22,73,141,17,18,郡山,横浜,福島,羽田
12,23,73,144,17,18,郡山,小田原,福島,羽田
12,24,73,151,17,20,郡山,新潟,福島,新潟
12,25,73,152,17,20,郡山,長岡,福島,新潟
12,26,73,154,17,20,郡山,三条・燕,福島,新潟
12,27,73,155,17,20,郡山,魚沼,福島,新潟
12,28,73,201,17,18,郡山,長野,福島,羽田
12,29,73,203,17,24,郡山,上田,福島,名古屋
12,30,73,211,17,24,郡山,岐阜,福島,名古屋
12,31,73,221,17,18,郡山,中部,福島,羽田
12,32,73,222,17,24,郡山,西部,福島,名古屋
12,33,73,223,17,18,郡山,東部,福島,羽田
12,34,73,231,17,24,郡山,名古屋,福島,名古屋
12,35,73,232,17,24,郡山,東三河,福島,名古屋
12,36,73,233,17,24,郡山,豊田,福島,名古屋
12,37,73,252,17,25,郡山,東北部,福島,関西国際
12,38,73,261,17,25,郡山,京都,福島,関西国際
12,39,73,271,17,25,郡山,大阪,福島,関西国際
12,40,73,281,17,25,郡山,神戸,福島,関西国際
12,41,73,283,17,25,郡山,播磨,福島,関西国際
12,42,73,331,17,30,郡山,県南,福島,岡山
12,43,73,341,17,31,郡山,広島,福島,広島
12,44,73,342,17,31,郡山,備後,福島,広島
12,45,73,351,17,32,郡山,山口,福島,山口宇部
12,46,73,352,17,32,郡山,下関,福島,山口宇部
12,47,73,353,17,32,郡山,宇部,福島,山口宇部
12,48,73,354,17,32,郡山,岩国,福島,山口宇部
12,49,73,355,17,32,郡山,徳山,福島,山口宇部
12,50,73,401,17,37,郡山,福岡,福島,福岡
12,51,73,402,17,37,郡山,北九州,福島,福岡
12,52,73,432,17,41,郡山,八代・芦北,福島,熊本
12,53,73,461,17,44,郡山,鹿児島,福島,鹿児島
12,54,73,462,17,44,郡山,川北薩・串木野,福島,鹿児島
13,1,76,22,17,10,白河,南部,福島,三沢
13,2,76,31,17,11,白河,盛岡,福島,花巻
13,3,76,32,17,11,白河,北上中部,福島,花巻
13,4,76,33,17,11,白河,両磐,福島,花巻
13,5,76,41,17,12,白河,仙台,福島,仙台
13,6,76,43,17,12,白河,古川,福島,仙台
13,7,76,51,17,13,白河,秋田臨海,福島,秋田
13,8,76,61,17,15,白河,山形,福島,山形
13,9,76,63,17,12,白河,米沢,福島,仙台
13,10,76,64,17,12,白河,新庄,福島,仙台
13,11,76,71,17,12,白河,福島,福島,仙台
13,12,76,73,17,17,白河,郡山,福島,福島
13,13,76,76,17,17,白河,白河,福島,福島
13,14,76,91,17,18,白河,宇都宮,福島,羽田
13,15,76,93,17,18,白河,栃木・小山,福島,羽田
13,16,76,95,17,18,白河,那須,福島,羽田
13,17,76,101,17,18,白河,前橋・高崎,福島,羽田
13,18,76,104,17,18,白河,沼田・利根,福島,羽田
13,19,76,111,17,18,白河,浦和,福島,羽田
13,20,76,113,17,18,白河,児玉・大里,福島,羽田
13,21,76,131,17,18,白河,23区,福島,羽田
13,22,76,141,17,18,白河,横浜,福島,羽田
13,23,76,144,17,18,白河,小田原,福島,羽田
13,24,76,151,17,20,白河,新潟,福島,新潟
13,25,76,152,17,20,白河,長岡,福島,新潟
13,26,76,154,17,20,白河,三条・燕,福島,新潟
13,27,76,155,17,20,白河,魚沼,福島,新潟
13,28,76,201,17,18,白河,長野,福島,羽田
13,29,76,203,17,24,白河,上田,福島,名古屋
13,30,76,211,17,24,白河,岐阜,福島,名古屋
13,31,76,221,17,18,白河,中部,福島,羽田
13,32,76,222,17,24,白河,西部,福島,名古屋
13,33,76,223,17,18,白河,東部,福島,羽田
13,34,76,231,17,24,白河,名古屋,福島,名古屋
13,35,76,232,17,24,白河,東三河,福島,名古屋
13,36,76,233,17,24,白河,豊田,福島,名古屋
13,37,76,252,17,25,白河,東北部,福島,関西国際
13,38,76,261,17,25,白河,京都,福島,関西国際
13,39,76,271,17,25,白河,大阪,福島,関西国際
13,40,76,281,17,25,白河,神戸,福島,関西国際
13,41,76,283,17,25,白河,播磨,福島,関西国際
13,42,76,331,17,30,白河,県南,福島,岡山
13,43,76,341,17,31,白河,広島,福島,広島
13,44,76,342,17,31,白河,備後,福島,広島
13,45,76,351,17,32,白河,山口,福島,山口宇部
13,46,76,352,17,32,白河,下関,福島,山口宇部
13,47,76,353,17,32,白河,宇部,福島,山口宇部
13,48,76,354,17,32,白河,岩国,福島,山口宇部
13,49,76,355,17,32,白河,徳山,福島,山口宇部
13,50,76,401,17,37,白河,福岡,福島,福岡
13,51,76,402,17,37,白河,北九州,福島,福岡
13,52,76,432,17,41,白河,八代・芦北,福島,熊本
13,53,76,461,17,44,白河,鹿児島,福島,鹿児島
13,54,76,462,17,44,白河,川北薩・串木野,福島,鹿児島
14,1,91,22,18,10,宇都宮,南部,羽田,三沢
14,2,91,31,18,11,宇都宮,盛岡,羽田,花巻
14,3,91,32,18,11,宇都宮,北上中部,羽田,花巻
14,4,91,33,18,11,宇都宮,両磐,羽田,花巻
14,5,91,41,18,12,宇都宮,仙台,羽田,仙台
14,6,91,43,18,12,宇都宮,古川,羽田,仙台
14,7,91,51,18,13,宇都宮,秋田臨海,羽田,秋田
14,8,91,61,18,15,宇都宮,山形,羽田,山形
14,9,91,63,18,12,宇都宮,米沢,羽田,仙台
14,10,91,64,18,12,宇都宮,新庄,羽田,仙台
14,11,91,71,18,12,宇都宮,福島,羽田,仙台
14,12,91,73,18,17,宇都宮,郡山,羽田,福島
14,13,91,76,18,17,宇都宮,白河,羽田,福島
14,14,91,91,18,18,宇都宮,宇都宮,羽田,羽田
14,15,91,93,18,18,宇都宮,栃木・小山,羽田,羽田
14,16,91,95,18,18,宇都宮,那須,羽田,羽田
14,17,91,101,18,18,宇都宮,前橋・高崎,羽田,羽田
14,18,91,104,18,18,宇都宮,沼田・利根,羽田,羽田
14,19,91,111,18,18,宇都宮,浦和,羽田,羽田
14,20,91,113,18,18,宇都宮,児玉・大里,羽田,羽田
14,21,91,131,18,18,宇都宮,23区,羽田,羽田
14,22,91,141,18,18,宇都宮,横浜,羽田,羽田
14,23,91,144,18,18,宇都宮,小田原,羽田,羽田
14,24,91,151,18,20,宇都宮,新潟,羽田,新潟
14,25,91,152,18,20,宇都宮,長岡,羽田,新潟
14,26,91,154,18,20,宇都宮,三条・燕,羽田,新潟
14,27,91,155,18,20,宇都宮,魚沼,羽田,新潟
14,28,91,201,18,18,宇都宮,長野,羽田,羽田
14,29,91,203,18,24,宇都宮,上田,羽田,名古屋
14,30,91,211,18,24,宇都宮,岐阜,羽田,名古屋
14,31,91,221,18,18,宇都宮,中部,羽田,羽田
14,32,91,222,18,24,宇都宮,西部,羽田,名古屋
14,33,91,223,18,18,宇都宮,東部,羽田,羽田
14,34,91,231,18,24,宇都宮,名古屋,羽田,名古屋
14,35,91,232,18,24,宇都宮,東三河,羽田,名古屋
14,36,91,233,18,24,宇都宮,豊田,羽田,名古屋
14,37,91,252,18,25,宇都宮,東北部,羽田,関西国際
14,38,91,261,18,25,宇都宮,京都,羽田,関西国際
14,39,91,271,18,25,宇都宮,大阪,羽田,関西国際
14,40,91,281,18,25,宇都宮,神戸,羽田,関西国際
14,41,91,283,18,25,宇都宮,播磨,羽田,関西国際
14,42,91,331,18,30,宇都宮,県南,羽田,岡山
14,43,91,341,18,31,宇都宮,広島,羽田,広島
14,44,91,342,18,31,宇都宮,備後,羽田,広島
14,45,91,351,18,32,宇都宮,山口,羽田,山口宇部
14,46,91,352,18,32,宇都宮,下関,羽田,山口宇部
14,47,91,353,18,32,宇都宮,宇部,羽田,山口宇部
14,48,91,354,18,32,宇都宮,岩国,羽田,山口宇部
14,49,91,355,18,32,宇都宮,徳山,羽田,山口宇部
14,50,91,401,18,37,宇都宮,福岡,羽田,福岡
14,51,91,402,18,37,宇都宮,北九州,羽田,福岡
14,52,91,432,18,41,宇都宮,八代・芦北,羽田,熊本
14,53,91,461,18,44,宇都宮,鹿児島,羽田,鹿児島
14,54,91,462,18,44,宇都宮,川北薩・串木野,羽田,鹿児島
15,1,93,22,18,10,栃木・小山,南部,羽田,三沢
15,2,93,31,18,11,栃木・小山,盛岡,羽田,花巻
15,3,93,32,18,11,栃木・小山,北上中部,羽田,花巻
15,4,93,33,18,11,栃木・小山,両磐,羽田,花巻
15,5,93,41,18,12,栃木・小山,仙台,羽田,仙台
15,6,93,43,18,12,栃木・小山,古川,羽田,仙台
15,7,93,51,18,13,栃木・小山,秋田臨海,羽田,秋田
15,8,93,61,18,15,栃木・小山,山形,羽田,山形
15,9,93,63,18,12,栃木・小山,米沢,羽田,仙台
15,10,93,64,18,12,栃木・小山,新庄,羽田,仙台
15,11,93,71,18,12,栃木・小山,福島,羽田,仙台
15,12,93,73,18,17,栃木・小山,郡山,羽田,福島
15,13,93,76,18,17,栃木・小山,白河,羽田,福島
15,14,93,91,18,18,栃木・小山,宇都宮,羽田,羽田
15,15,93,93,18,18,栃木・小山,栃木・小山,羽田,羽田
15,16,93,95,18,18,栃木・小山,那須,羽田,羽田
15,17,93,101,18,18,栃木・小山,前橋・高崎,羽田,羽田
15,18,93,104,18,18,栃木・小山,沼田・利根,羽田,羽田
15,19,93,111,18,18,栃木・小山,浦和,羽田,羽田
15,20,93,113,18,18,栃木・小山,児玉・大里,羽田,羽田
15,21,93,131,18,18,栃木・小山,23区,羽田,羽田
15,22,93,141,18,18,栃木・小山,横浜,羽田,羽田
15,23,93,144,18,18,栃木・小山,小田原,羽田,羽田
15,24,93,151,18,20,栃木・小山,新潟,羽田,新潟
15,25,93,152,18,20,栃木・小山,長岡,羽田,新潟
15,26,93,154,18,20,栃木・小山,三条・燕,羽田,新潟
15,27,93,155,18,20,栃木・小山,魚沼,羽田,新潟
15,28,93,201,18,18,栃木・小山,長野,羽田,羽田
15,29,93,203,18,24,栃木・小山,上田,羽田,名古屋
15,30,93,211,18,24,栃木・小山,岐阜,羽田,名古屋
15,31,93,221,18,18,栃木・小山,中部,羽田,羽田
15,32,93,222,18,24,栃木・小山,西部,羽田,名古屋
15,33,93,223,18,18,栃木・小山,東部,羽田,羽田
15,34,93,231,18,24,栃木・小山,名古屋,羽田,名古屋
15,35,93,232,18,24,栃木・小山,東三河,羽田,名古屋
15,36,93,233,18,24,栃木・小山,豊田,羽田,名古屋
15,37,93,252,18,25,栃木・小山,東北部,羽田,関西国際
15,38,93,261,18,25,栃木・小山,京都,羽田,関西国際
15,39,93,271,18,25,栃木・小山,大阪,羽田,関西国際
15,40,93,281,18,25,栃木・小山,神戸,羽田,関西国際
15,41,93,283,18,25,栃木・小山,播磨,羽田,関西国際
15,42,93,331,18,30,栃木・小山,県南,羽田,岡山
15,43,93,341,18,31,栃木・小山,広島,羽田,広島
15,44,93,342,18,31,栃木・小山,備後,羽田,広島
15,45,93,351,18,32,栃木・小山,山口,羽田,山口宇部
15,46,93,352,18,32,栃木・小山,下関,羽田,山口宇部
15,47,93,353,18,32,栃木・小山,宇部,羽田,山口宇部
15,48,93,354,18,32,栃木・小山,岩国,羽田,山口宇部
15,49,93,355,18,32,栃木・小山,徳山,羽田,山口宇部
15,50,93,401,18,37,栃木・小山,福岡,羽田,福岡
15,51,93,402,18,37,栃木・小山,北九州,羽田,福岡
15,52,93,432,18,41,栃木・小山,八代・芦北,羽田,熊本
15,53,93,461,18,44,栃木・小山,鹿児島,羽田,鹿児島
15,54,93,462,18,44,栃木・小山,川北薩・串木野,羽田,鹿児島
16,1,95,22,18,10,那須,南部,羽田,三沢
16,2,95,31,18,11,那須,盛岡,羽田,花巻
16,3,95,32,18,11,那須,北上中部,羽田,花巻
16,4,95,33,18,11,那須,両磐,羽田,花巻
16,5,95,41,18,12,那須,仙台,羽田,仙台
16,6,95,43,18,12,那須,古川,羽田,仙台
16,7,95,51,18,13,那須,秋田臨海,羽田,秋田
16,8,95,61,18,15,那須,山形,羽田,山形
16,9,95,63,18,12,那須,米沢,羽田,仙台
16,10,95,64,18,12,那須,新庄,羽田,仙台
16,11,95,71,18,12,那須,福島,羽田,仙台
16,12,95,73,18,17,那須,郡山,羽田,福島
16,13,95,76,18,17,那須,白河,羽田,福島
16,14,95,91,18,18,那須,宇都宮,羽田,羽田
16,15,95,93,18,18,那須,栃木・小山,羽田,羽田
16,16,95,95,18,18,那須,那須,羽田,羽田
16,17,95,101,18,18,那須,前橋・高崎,羽田,羽田
16,18,95,104,18,18,那須,沼田・利根,羽田,羽田
16,19,95,111,18,18,那須,浦和,羽田,羽田
16,20,95,113,18,18,那須,児玉・大里,羽田,羽田
16,21,95,131,18,18,那須,23区,羽田,羽田
16,22,95,141,18,18,那須,横浜,羽田,羽田
16,23,95,144,18,18,那須,小田原,羽田,羽田
16,24,95,151,18,20,那須,新潟,羽田,新潟
16,25,95,152,18,20,那須,長岡,羽田,新潟
16,26,95,154,18,20,那須,三条・燕,羽田,新潟
16,27,95,155,18,20,那須,魚沼,羽田,新潟
16,28,95,201,18,18,那須,長野,羽田,羽田
16,29,95,203,18,24,那須,上田,羽田,名古屋
16,30,95,211,18,24,那須,岐阜,羽田,名古屋
16,31,95,221,18,18,那須,中部,羽田,羽田
16,32,95,222,18,24,那須,西部,羽田,名古屋
16,33,95,223,18,18,那須,東部,羽田,羽田
16,34,95,231,18,24,那須,名古屋,羽田,名古屋
16,35,95,232,18,24,那須,東三河,羽田,名古屋
16,36,95,233,18,24,那須,豊田,羽田,名古屋
16,37,95,252,18,25,那須,東北部,羽田,関西国際
16,38,95,261,18,25,那須,京都,羽田,関西国際
16,39,95,271,18,25,那須,大阪,羽田,関西国際
16,40,95,281,18,25,那須,神戸,羽田,関西国際
16,41,95,283,18,25,那須,播磨,羽田,関西国際
16,42,95,331,18,30,那須,県南,羽田,岡山
16,43,95,341,18,31,那須,広島,羽田,広島
16,44,95,342,18,31,那須,備後,羽田,広島
16,45,95,351,18,32,那須,山口,羽田,山口宇部
16,46,95,352,18,32,那須,下関,羽田,山口宇部
16,47,95,353,18,32,那須,宇部,羽田,山口宇部
16,48,95,354,18,32,那須,岩国,羽田,山口宇部
16,49,95,355,18,32,那須,徳山,羽田,山口宇部
16,50,95,401,18,37,那須,福岡,羽田,福岡
16,51,95,402,18,37,那須,北九州,羽田,福岡
16,52,95,432,18,41,那須,八代・芦北,羽田,熊本
16,53,95,461,18,44,那須,鹿児島,羽田,鹿児島
16,54,95,462,18,44,那須,川北薩・串木野,羽田,鹿児島
17,1,101,22,18,10,前橋・高崎,南部,羽田,三沢
17,2,101,31,18,11,前橋・高崎,盛岡,羽田,花巻
17,3,101,32,18,11,前橋・高崎,北上中部,羽田,花巻
17,4,101,33,18,11,前橋・高崎,両磐,羽田,花巻
17,5,101,41,18,12,前橋・高崎,仙台,羽田,仙台
17,6,101,43,18,12,前橋・高崎,古川,羽田,仙台
17,7,101,51,18,13,前橋・高崎,秋田臨海,羽田,秋田
17,8,101,61,18,15,前橋・高崎,山形,羽田,山形
17,9,101,63,18,12,前橋・高崎,米沢,羽田,仙台
17,10,101,64,18,12,前橋・高崎,新庄,羽田,仙台
17,11,101,71,18,12,前橋・高崎,福島,羽田,仙台
17,12,101,73,18,17,前橋・高崎,郡山,羽田,福島
17,13,101,76,18,17,前橋・高崎,白河,羽田,福島
17,14,101,91,18,18,前橋・高崎,宇都宮,羽田,羽田
17,15,101,93,18,18,前橋・高崎,栃木・小山,羽田,羽田
17,16,101,95,18,18,前橋・高崎,那須,羽田,羽田
17,17,101,101,18,18,前橋・高崎,前橋・高崎,羽田,羽田
17,18,101,104,18,18,前橋・高崎,沼田・利根,羽田,羽田
17,19,101,111,18,18,前橋・高崎,浦和,羽田,羽田
17,20,101,113,18,18,前橋・高崎,児玉・大里,羽田,羽田
17,21,101,131,18,18,前橋・高崎,23区,羽田,羽田
17,22,101,141,18,18,前橋・高崎,横浜,羽田,羽田
17,23,101,144,18,18,前橋・高崎,小田原,羽田,羽田
17,24,101,151,18,20,前橋・高崎,新潟,羽田,新潟
17,25,101,152,18,20,前橋・高崎,長岡,羽田,新潟
17,26,101,154,18,20,前橋・高崎,三条・燕,羽田,新潟
17,27,101,155,18,20,前橋・高崎,魚沼,羽田,新潟
17,28,101,201,18,18,前橋・高崎,長野,羽田,羽田
17,29,101,203,18,24,前橋・高崎,上田,羽田,名古屋
17,30,101,211,18,24,前橋・高崎,岐阜,羽田,名古屋
17,31,101,221,18,18,前橋・高崎,中部,羽田,羽田
17,32,101,222,18,24,前橋・高崎,西部,羽田,名古屋
17,33,101,223,18,18,前橋・高崎,東部,羽田,羽田
17,34,101,231,18,24,前橋・高崎,名古屋,羽田,名古屋
17,35,101,232,18,24,前橋・高崎,東三河,羽田,名古屋
17,36,101,233,18,24,前橋・高崎,豊田,羽田,名古屋
17,37,101,252,18,25,前橋・高崎,東北部,羽田,関西国際
17,38,101,261,18,25,前橋・高崎,京都,羽田,関西国際
17,39,101,271,18,25,前橋・高崎,大阪,羽田,関西国際
17,40,101,281,18,25,前橋・高崎,神戸,羽田,関西国際
17,41,101,283,18,25,前橋・高崎,播磨,羽田,関西国際
17,42,101,331,18,30,前橋・高崎,県南,羽田,岡山
17,43,101,341,18,31,前橋・高崎,広島,羽田,広島
17,44,101,342,18,31,前橋・高崎,備後,羽田,広島
17,45,101,351,18,32,前橋・高崎,山口,羽田,山口宇部
17,46,101,352,18,32,前橋・高崎,下関,羽田,山口宇部
17,47,101,353,18,32,前橋・高崎,宇部,羽田,山口宇部
17,48,101,354,18,32,前橋・高崎,岩国,羽田,山口宇部
17,49,101,355,18,32,前橋・高崎,徳山,羽田,山口宇部
17,50,101,401,18,37,前橋・高崎,福岡,羽田,福岡
17,51,101,402,18,37,前橋・高崎,北九州,羽田,福岡
17,52,101,432,18,41,前橋・高崎,八代・芦北,羽田,熊本
17,53,101,461,18,44,前橋・高崎,鹿児島,羽田,鹿児島
17,54,101,462,18,44,前橋・高崎,川北薩・串木野,羽田,鹿児島
18,1,104,22,18,10,沼田・利根,南部,羽田,三沢
18,2,104,31,18,11,沼田・利根,盛岡,羽田,花巻
18,3,104,32,18,11,沼田・利根,北上中部,羽田,花巻
18,4,104,33,18,11,沼田・利根,両磐,羽田,花巻
18,5,104,41,18,12,沼田・利根,仙台,羽田,仙台
18,6,104,43,18,12,沼田・利根,古川,羽田,仙台
18,7,104,51,18,13,沼田・利根,秋田臨海,羽田,秋田
18,8,104,61,18,15,沼田・利根,山形,羽田,山形
18,9,104,63,18,12,沼田・利根,米沢,羽田,仙台
18,10,104,64,18,12,沼田・利根,新庄,羽田,仙台
18,11,104,71,18,12,沼田・利根,福島,羽田,仙台
18,12,104,73,18,17,沼田・利根,郡山,羽田,福島
18,13,104,76,18,17,沼田・利根,白河,羽田,福島
18,14,104,91,18,18,沼田・利根,宇都宮,羽田,羽田
18,15,104,93,18,18,沼田・利根,栃木・小山,羽田,羽田
18,16,104,95,18,18,沼田・利根,那須,羽田,羽田
18,17,104,101,18,18,沼田・利根,前橋・高崎,羽田,羽田
18,18,104,104,18,18,沼田・利根,沼田・利根,羽田,羽田
18,19,104,111,18,18,沼田・利根,浦和,羽田,羽田
18,20,104,113,18,18,沼田・利根,児玉・大里,羽田,羽田
18,21,104,131,18,18,沼田・利根,23区,羽田,羽田
18,22,104,141,18,18,沼田・利根,横浜,羽田,羽田
18,23,104,144,18,18,沼田・利根,小田原,羽田,羽田
18,24,104,151,18,20,沼田・利根,新潟,羽田,新潟
18,25,104,152,18,20,沼田・利根,長岡,羽田,新潟
18,26,104,154,18,20,沼田・利根,三条・燕,羽田,新潟
18,27,104,155,18,20,沼田・利根,魚沼,羽田,新潟
18,28,104,201,18,18,沼田・利根,長野,羽田,羽田
18,29,104,203,18,24,沼田・利根,上田,羽田,名古屋
18,30,104,211,18,24,沼田・利根,岐阜,羽田,名古屋
18,31,104,221,18,18,沼田・利根,中部,羽田,羽田
18,32,104,222,18,24,沼田・利根,西部,羽田,名古屋
18,33,104,223,18,18,沼田・利根,東部,羽田,羽田
18,34,104,231,18,24,沼田・利根,名古屋,羽田,名古屋
18,35,104,232,18,24,沼田・利根,東三河,羽田,名古屋
