"第4表  国内定期航空路線別, 区間別, 月別運航及び運送実績",,,,,,,,,,,,,,,,,,,,,
（平成２１年）,,,,,,,,,,,,,,,,,,,,,
空港i,空港j,航空会社,運航回数,運航キロメートル,運航時間,旅客数,座席数,,人キロメートル,座席キロメートル,座席利用率,貨物,超過手荷物,郵便物,旅客,貨物,超過手荷物,郵便物,計,"利用可能
トンキロメートル",重量利用率(%)
大阪,福島,JAL,30,"19,860",32:20:00,"1,499","4,350",145,"992,338","2,879,700",34.5,"11,027",9,"6,003","74,425","7,300",6,"3,974","85,705","313,788",27.3
福島,大阪,JAL,30,"19,860",39:57:00,"1,715","4,350",145,"1,135,330","2,879,700",39.4,"9,493",10,"1,281","85,150","6,284",7,848,"92,289","313,788",29.4
大阪,福島,IBX,"1,590","1,052,580","1,620:33","48,854","79,650",50,"32,341,348","52,728,300",61.3,0,0,0,"2,425,601",0,0,0,"2,425,601","4,562,697",53.2
福島,大阪,IBX,"1,593","1,054,566","1,877:47","48,850","79,650",50,"32,338,700","52,728,300",61.3,0,0,0,"2,425,401",0,0,0,"2,425,401","4,562,697",53.2
大阪,新潟,JAL,808,"493,688",830:52:00,"59,651","127,834",158,"36,446,761","78,106,574",46.7,"25,789",358,"22,487","2,733,506","15,757",219,"13,742","2,763,224","8,009,414",34.5
新潟,大阪,JAL,807,"493,077",938:02:00,"57,429","127,656",158,"35,089,119","77,997,816",45,"25,594",344,"7,879","2,631,685","15,639",209,"4,814","2,652,347","8,001,411",33.1
大阪,新潟,ANA,"1,440","879,840","1,568:26","87,699","161,576",112,"53,584,089","98,722,936",54.3,"70,583","1,264","95,840","4,018,809","43,127",772,"58,558","4,121,266","11,456,120",36
新潟,大阪,ANA,"1,442","881,062","1,770:22","88,568","162,037",112,"54,115,048","99,004,607",54.7,"81,212",930,0,"4,058,628","49,622",569,0,"4,108,819","11,496,765",35.7
大阪,新潟,JAC,"1,256","767,416","1,403:11","48,262","92,944",74,"29,488,082","56,788,784",51.9,"40,038",371,508,"2,211,607","24,462",229,310,"2,236,608","5,444,048",41.1
新潟,大阪,JAC,"1,256","767,416","1,590:30","50,015","92,944",74,"30,559,165","56,788,784",53.8,"11,530",387,"13,183","2,291,937","7,046",238,"8,055","2,307,276","5,444,049",42.4
大阪,新潟,ジェイ・エア,0,0,0:00,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
新潟,大阪,ジェイ・エア,0,0,0:00,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪,松本,JAC,354,"136,290",288:04:00,"10,538","26,196",74,"4,057,130","10,085,460",40.2,"2,550",80,"3,404","304,285",982,30,"1,310","306,607","966,843",31.7
松本,大阪,JAC,350,"134,750",311:15:00,"9,871","25,900",74,"3,800,335","9,971,500",38.1,780,77,0,"285,026",302,29,0,"285,357","955,920",29.9
大阪,但馬,JAC,654,"114,450",382:04:00,"13,352","22,791",35,"2,336,600","3,988,425",58.6,277,102,0,"175,246",49,19,0,"175,314","395,539",44.3
但馬,大阪,JAC,656,"114,800",357:20:00,"14,476","21,803",33,"2,533,300","3,815,525",66.4,734,111,0,"189,998",128,20,0,"190,146","396,749",47.9
大阪,隠岐,JAL,45,"16,470",38:42:00,"5,258","6,802",151,"1,924,428","2,489,532",77.3,28,32,0,"144,332",11,12,0,"144,355","261,104",55.3
隠岐,大阪,JAL,45,"16,470",33:12:00,"4,956","6,802",151,"1,813,896","2,489,532",72.9,25,30,0,"136,042",9,11,0,"136,062","261,104",52.1
大阪,隠岐,JAC,329,"120,414",270:02:00,"11,342","21,610",66,"4,151,172","7,909,260",52.5,630,87,0,"311,338",230,32,0,"311,600","758,348",41.1
隠岐,大阪,JAC,328,"120,048",248:01:00,"11,052","21,536",66,"4,045,032","7,882,176",51.3,324,85,0,"303,377",119,31,0,"303,527","755,752",40.2
大阪,出雲,JAC,"2,780","1,006,360","2,391:59","55,042","114,178",41,"19,925,204","41,332,436",48.2,"23,322",424,0,"1,494,393","8,442",154,0,"1,502,989","3,966,571",37.9
出雲,大阪,JAC,"2,775","1,004,550","2,239:51","54,102","113,922",41,"19,584,924","41,239,764",47.5,"22,509",416,6,"1,468,869","8,148",150,2,"1,477,169","3,957,682",37.3
大阪,石見,ANA,363,"173,151",371:58:00,"11,336","26,859",74,"5,407,272","12,811,743",42.2,772,301,0,"405,546",368,145,0,"406,059","1,164,611",34.9
石見,大阪,ANA,361,"172,197",333:34:00,"9,027","26,712",74,"4,305,879","12,741,624",33.8,910,315,"3,167","322,941",433,151,"1,511","325,036","1,158,195",28.1
大阪,松山,ANA,"2,585","977,130","2,211:36","183,894","290,240",112,"69,511,932","109,710,720",63.4,"59,994","2,855",2,"5,213,395","22,680","1,079",1,"5,237,155","14,012,839",37.4
松山,大阪,ANA,"2,580","975,240","2,144:55","169,096","289,856",112,"63,918,288","109,565,568",58.3,"199,237","1,943",10,"4,793,871","75,312",733,3,"4,869,919","14,000,128",34.8
大阪,松山,JAC,"2,589","978,642","2,282:00","76,820","166,202",64,"29,037,960","62,824,356",46.2,"14,203",592,0,"2,177,847","5,368",224,0,"2,183,439","6,023,878",36.2
松山,大阪,JAC,"2,589","978,642","2,131:36","84,547","166,240",64,"31,958,766","62,838,720",50.9,"14,108",651,0,"2,396,906","5,333",248,0,"2,402,487","6,025,252",39.9
大阪,高知,ANA,"2,426","727,800","1,704:03","127,815","221,140",91,"38,344,500","66,342,000",57.8,"24,729","2,902",0,"2,875,841","7,419",872,0,"2,884,132","6,955,292",41.5
高知,大阪,ANA,"2,424","727,200","1,730:28","129,628","221,186",91,"38,888,400","66,355,800",58.6,"93,862","2,572",9,"2,916,633","28,159",772,2,"2,945,566","6,960,351",42.3
大阪,佐賀,ANA,721,"475,860",963:18:00,"20,996","53,354",74,"13,857,360","35,213,640",39.4,"2,287",679,0,"1,039,306","1,508",448,0,"1,041,262","3,200,636",32.5
佐賀,大阪,ANA,717,"473,220",832:23:00,"23,402","53,058",74,"15,445,320","35,018,280",44.1,"25,679",699,0,"1,158,403","16,948",462,0,"1,175,813","3,182,880",36.9
大阪,長崎,JAL,"1,032","694,536","1,343:47","88,816","157,920",153,"59,773,168","106,280,160",56.2,"204,821",532,"45,523","4,482,989","137,844",359,"30,638","4,651,830","11,070,581",42
長崎,大阪,JAL,"1,031","693,863","1,164:35","92,925","157,457",153,"62,538,525","105,968,561",59,"145,660",559,"37,199","4,690,390","98,029",377,"25,034","4,813,830","11,046,218",43.6
大阪,長崎,ANA,"1,121","754,433","1,435:18","122,531","178,106",159,"82,463,363","119,865,338",68.8,"167,111","2,027","23,708","6,184,752","112,464","1,364","15,957","6,314,537","15,238,701",41.4
長崎,大阪,ANA,"1,121","754,433","1,275:47","114,701","178,155",159,"77,193,773","119,898,315",64.4,"381,233","1,476","7,218","5,789,533","256,570",993,"4,859","6,051,955","15,243,190",39.7
大阪,長崎,ジェイ・エア,60,"40,380",80:00:00,"2,413","3,000",50,"1,623,949","2,019,000",80.4,0,0,0,"121,796",0,0,0,"121,796","183,546",66.4
長崎,大阪,ジェイ・エア,60,"40,380",65:00:00,"2,528","3,000",50,"1,701,344","2,019,000",84.3,0,0,0,"127,601",0,0,0,"127,601","183,546",69.5
大阪,熊本,ANA,"1,480","919,080","1,704:43","175,343","279,243",189,"108,888,003","173,409,903",62.8,"1,295,848","2,762","63,820","8,166,600","804,723","1,717","39,632","9,012,672","25,746,009",35
熊本,大阪,ANA,"1,474","915,354","1,574:26","176,539","278,035",189,"109,630,719","172,659,735",63.5,"2,310,914","2,358","17,844","8,222,303","1,435,077","1,464","11,082","9,669,926","25,633,978",37.7
大阪,熊本,JEX,"1,239","769,419","1,409:18","104,722","193,695",156,"65,032,362","120,284,595",54.1,"314,085",807,612,"4,877,428","195,048",501,381,"5,073,358","12,583,075",40.3
熊本,大阪,JEX,"1,235","766,935","1,324:17","109,430","193,035",156,"67,956,030","119,874,735",56.7,"215,437",843,"43,346","5,096,702","133,787",524,"26,919","5,257,932","12,540,847",41.9
大阪,熊本,ジェイ・エア,215,"133,515",250:41:00,"8,120","10,750",50,"5,042,520","6,675,750",75.5,1,0,0,"378,189",1,0,0,"378,190","606,884",62.3
熊本,大阪,ジェイ・エア,212,"131,652",229:40:00,"6,963","10,600",50,"4,324,023","6,582,600",65.7,0,0,0,"324,302",0,0,0,"324,302","598,416",54.2
大阪,大分,ANA,"1,092","504,504","1,063:31","78,695","175,560",161,"36,357,090","81,108,720",44.8,"203,254","1,011",52,"2,726,781","93,903",468,24,"2,821,176","10,430,626",27
大分,大阪,ANA,"1,092","504,504","1,005:31","78,189","175,628",161,"36,123,318","81,140,136",44.5,"579,198","1,054",19,"2,709,250","267,588",485,9,"2,977,332","10,447,067",28.5
大阪,大分,JAC,"1,446","668,052","1,465:46","53,924","107,004",74,"24,912,888","49,435,848",50.4,"100,188",415,"31,016","1,868,467","46,288",191,"14,330","1,929,276","4,739,162",40.7
大分,大阪,JAC,"1,442","666,204","1,351:57","52,645","106,708",74,"24,321,990","49,299,096",49.3,"86,053",405,"36,030","1,824,148","39,758",187,"16,646","1,880,739","4,726,052",39.8
大阪,宮崎,JAL,184,"104,512",203:46:00,"17,645","28,652",156,"10,022,360","16,274,336",61.6,"21,577",105,0,"751,677","12,255",60,0,"763,992","1,687,756",45.3
宮崎,大阪,JAL,184,"104,512",197:46:00,"17,137","28,652",156,"9,733,816","16,274,336",59.8,"26,522",103,"6,664","730,037","15,064",59,"3,786","748,946","1,687,756",44.4
大阪,宮崎,ANA,"1,538","873,584","1,655:37","170,007","303,637",197,"96,563,976","172,465,816",56,"708,216","4,781","51,045","7,242,298","402,267","2,716","28,992","7,676,273","26,415,050",29.1
宮崎,大阪,ANA,"1,537","873,016","1,651:19","178,677","302,760",197,"101,488,536","171,967,680",59,"1,304,328","3,887","12,729","7,611,640","740,857","2,209","7,230","8,361,936","26,300,090",31.8
大阪,宮崎,JAC,"1,472","836,096","1,727:29","57,767","108,928",74,"32,811,656","61,871,104",53,"11,025",446,1,"2,460,875","6,261",252,1,"2,467,389","5,931,264",41.6
宮崎,大阪,JAC,"1,467","833,256","1,622:34","60,124","108,558",74,"34,150,432","61,660,944",55.4,"39,174",462,"2,041","2,561,284","22,252",265,"1,159","2,584,960","5,911,116",43.7
大阪,宮崎,JEX,512,"290,816",568:57:00,"44,737","75,671",148,"25,410,616","42,981,128",59.1,"103,430",344,0,"1,905,797","58,749",194,0,"1,964,740","4,634,938",42.4
宮崎,大阪,JEX,513,"291,384",549:33:00,"40,377","75,816",148,"22,934,136","43,063,488",53.3,"55,254",310,"19,272","1,720,059","31,384",177,"10,946","1,762,566","4,643,912",38
大阪,鹿児島,JAL,17,"11,135",18:59,"1,322","2,550",150,"865,910","1,670,250",51.8,251,8,0,"64,943",164,5,0,"65,112","175,933",37
鹿児島,大阪,JAL,17,"11,135",20:27,913,"2,550",150,"598,015","1,670,250",35.8,4,5,0,"44,851",3,3,0,"44,857","175,933",25.5
大阪,鹿児島,ANA,"1,872","1,226,160","2,245:52","273,803","457,116",244,"179,340,965","299,410,980",59.9,"1,478,075","5,688","164,311","13,450,575","968,139","3,724","107,623","14,530,061","51,936,792",28
鹿児島,大阪,ANA,"1,865","1,221,575","2,184:23","265,397","456,535",245,"173,835,035","299,030,425",58.1,"2,829,323","4,672","44,503","13,037,628","1,853,205","3,060","29,149","14,923,042","51,906,932",28.7
大阪,鹿児島,JAC,692,"453,260",926:47:00,"19,343","51,170",74,"12,669,665","33,516,350",37.8,"3,050",148,0,"950,225","1,998",96,0,"952,319","3,213,042",29.6
鹿児島,大阪,JAC,703,"460,465",866:31:00,"26,583","51,984",74,"17,411,865","34,049,520",51.1,"37,079",206,0,"1,305,891","24,285",136,0,"1,330,312","3,264,155",40.8
大阪,鹿児島,JEX,"1,839","1,204,545","2,238:05","179,067","288,524",157,"117,288,885","188,983,220",62.1,"127,659","1,377",0,"8,796,668","83,618",903,0,"8,881,189","19,535,048",45.5
鹿児島,大阪,JEX,"1,834","1,201,270","2,137:45","179,453","287,654",157,"117,541,715","188,413,370",62.4,"845,675","1,383","8,305","8,815,628","553,918",907,"5,438","9,375,891","19,476,688",48.1
大阪,種子島,JAC,240,"166,080",345:50:00,"6,201","17,760",74,"4,291,092","12,289,920",34.9,"7,714",48,0,"321,832","5,337",32,0,"327,201","1,178,168",27.8
種子島,大阪,JAC,238,"164,696",297:31:00,"5,862","17,612",74,"4,056,504","12,187,504",33.3,"12,044",46,0,"304,238","8,335",32,0,"312,605","1,168,350",26.8
大阪,屋久島,JAC,119,"78,897",178:07:00,"4,674","8,806",74,"3,098,862","5,838,378",53.1,68,36,0,"232,415",46,24,0,"232,485","559,696",41.5
屋久島,大阪,JAC,118,"78,234",152:15:00,"4,232","8,732",74,"2,805,816","5,789,316",48.5,239,32,0,"210,437",158,21,0,"210,616","554,993",37.9
大阪,奄美,JAL,10,"9,890",16:33,507,"1,539",154,"501,423","1,522,071",32.9,36,3,0,"37,607",36,3,0,"37,646","158,042",23.8
奄美,大阪,JAL,10,"9,890",14:26,"1,048","1,539",154,"1,036,472","1,522,071",68.1,"1,069",6,0,"77,735","1,057",6,0,"78,798","158,042",49.9
大阪,奄美,JEX,422,"417,358",698:38:00,"43,206","68,786",163,"42,730,734","68,029,354",62.8,"34,091",333,0,"3,204,804","33,715",332,0,"3,238,851","6,844,673",47.3
奄美,大阪,JEX,422,"417,358",615:59:00,"40,527","68,786",163,"40,081,203","68,029,354",58.9,"254,413",312,80,"3,006,088","251,614",311,80,"3,258,093","6,844,673",47.6
関西,稚内,ANA,122,"195,688",266:07:00,"9,351","14,832",122,"14,999,004","23,790,528",63,61,69,0,"1,124,926",98,110,0,"1,125,134","2,785,121",40.4
稚内,関西,ANA,122,"195,688",307:46:00,"7,874","14,832",122,"12,629,896","23,790,528",53.1,10,90,0,"947,242",16,144,0,"947,402","2,785,121",34
関西,釧路,JAL,46,"68,540",89:03:00,"2,951","6,900",150,"4,396,990","10,281,000",42.8,67,17,0,"329,775",100,25,0,"329,900","1,082,932",30.5
釧路,関西,JAL,46,"68,540",105:07:00,"4,483","6,900",150,"6,679,670","10,281,000",65,797,27,0,"500,975","1,188",40,0,"502,203","1,082,932",46.4
関西,函館,ANA,364,"435,708",583:57:00,"38,638","44,900",123,"46,249,686","53,745,300",86.1,"33,968","1,156","4,437","3,468,726","40,660","1,386","5,312","3,516,084","6,208,283",56.6
函館,関西,ANA,363,"434,511",730:53:00,"36,851","44,774",123,"44,110,647","53,594,478",82.3,"55,076","1,144","12,789","3,308,298","65,926","1,369","15,307","3,390,900","6,191,710",54.8
関西,旭川,JAL,273,"398,853",527:50:00,"30,976","43,730",160,"45,255,936","63,889,530",70.8,"106,941",186,0,"3,394,196","156,241",271,0,"3,550,708","6,489,322",54.7
旭川,関西,JAL,273,"398,853",640:29:00,"29,303","43,732",160,"42,811,683","63,892,452",67,"34,422",177,"60,987","3,210,876","50,290",260,"89,101","3,350,527","6,489,468",51.6
関西,帯広,JAL,46,"66,654",88:55:00,"4,571","6,900",150,"6,623,379","9,998,100",66.2,"1,948",27,0,"496,753","2,822",39,0,"499,614","1,053,133",47.4
帯広,関西,JAL,46,"66,654",102:57:00,"3,553","6,900",150,"5,148,297","9,998,100",51.5,"3,681",21,0,"386,123","5,334",30,0,"391,487","1,053,133",37.2
関西,女満別,JAL,88,"139,832",175:56:00,"8,266","13,213",150,"13,134,674","20,995,457",62.6,36,49,0,"985,101",57,78,0,"985,236","2,210,299",44.6
女満別,関西,JAL,87,"138,243",220:42:00,"7,163","13,050",150,"11,382,007","20,736,450",54.9,"18,977",44,27,"853,651","30,155",70,43,"883,919","2,184,239",40.5
関西,女満別,ANA,122,"193,858",248:11:00,"10,751","14,732",121,"17,083,339","23,409,148",73,507,130,0,"1,281,250",805,207,0,"1,282,262","2,738,118",46.8
女満別,関西,ANA,122,"193,858",299:35:00,"11,448","14,729",121,"18,190,872","23,404,381",77.7,"13,133",203,0,"1,364,315","20,868",324,0,"1,385,507","2,738,118",50.6
関西,花巻,JAL,31,"31,589",43:52:00,"2,424","5,053",163,"2,470,056","5,149,007",48,94,15,991,"185,254",96,15,"1,010","186,375","518,060",36
花巻,関西,JAL,30,"30,570",56:23:00,"1,764","4,890",163,"1,797,516","4,982,910",36.1,778,11,472,"134,814",793,11,481,"136,099","501,348",27.1
関西,秋田,JAL,31,"29,171",42:44:00,"1,267","4,650",150,"1,192,247","4,375,650",27.2,40,8,"1,218","89,419",38,8,"1,146","90,611","460,902",19.7
秋田,関西,JAL,31,"29,171",55:34:00,"1,187","4,650",150,"1,116,967","4,375,650",25.5,12,7,340,"83,773",11,7,320,"84,111","460,902",18.2
関西,福島,JAL,30,"16,830",33:56:00,"1,406","4,350",145,"788,766","2,440,350",32.3,616,8,"2,217","59,157",346,4,"1,244","60,751","265,914",22.8
福島,関西,JAL,30,"16,830",48:33:00,"1,128","4,350",145,"632,808","2,440,350",25.9,28,7,0,"47,461",16,4,0,"47,481","265,914",17.9
関西,松山,ANA,696,"245,688",570:52:00,"23,780","80,226",115,"8,394,340","28,319,778",29.6,"9,342",918,0,"629,575","3,297",324,0,"633,196","3,208,450",19.7
松山,関西,ANA,698,"246,394",520:44:00,"28,698","80,334",115,"10,130,394","28,357,902",35.7,"19,056",833,0,"759,779","6,728",295,0,"766,802","3,210,580",23.9
関西,高知,ANA,690,"187,680",470:57:00,"16,751","51,048",74,"4,556,272","13,885,056",32.8,"2,179","1,113",0,"341,720",592,301,0,"342,613","1,262,335",27.1
高知,関西,ANA,695,"189,040",408:28:00,"16,817","51,613",74,"4,574,224","14,038,736",32.6,377,980,0,"343,067",101,267,0,"343,435","1,283,000",26.8
関西,福江,ANA,14,"10,038",18:09,962,"1,680",120,"689,754","1,204,560",57.3,20,140,0,"51,732",14,100,0,"51,846","140,482",36.9
福江,関西,ANA,14,"10,038",17:06,950,"1,680",120,"681,150","1,204,560",56.5,0,130,0,"51,086",0,93,0,"51,179","140,482",36.4
関西,佐賀,ANA,0,0,0:00,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
佐賀,関西,ANA,281,"175,344",297:17:00,0,0,0,0,0,0,"2,337,075",0,"51,703",0,"1,458,336",0,"32,263","1,490,599","12,153,298",12.3
関西,鹿児島,ANA,390,"238,680",474:57:00,"25,723","47,529",122,"15,742,476","29,087,748",54.1,"4,031",637,0,"1,180,685","2,468",391,0,"1,183,544","3,351,287",35.3
鹿児島,関西,ANA,388,"237,456",437:10:00,"23,470","47,275",122,"14,363,640","28,932,300",49.6,"20,610",793,"9,618","1,077,274","12,613",487,"5,887","1,096,261","3,334,249",32.9
関西,石垣,ANA,5,"8,250",13:58,428,630,126,"706,200","1,039,500",67.9,0,0,0,"52,965",0,0,0,"52,965","114,221",46.4
石垣,関西,ANA,5,"8,250",10:51,361,630,126,"595,650","1,039,500",57.3,0,10,0,"44,674",0,17,0,"44,691","114,221",39.1
関西,石垣,JTA,367,"605,550",981:40:00,"34,814","54,958",150,"57,443,100","90,680,700",63.3,"206,776",0,0,"4,308,235","341,180",0,0,"4,649,415","6,865,728",67.7
石垣,関西,JTA,366,"626,769",938:00:00,"41,052","54,470",149,"60,574,086","93,279,075",64.9,"447,796",0,690,"4,543,059","545,249",0,128,"5,088,436","7,364,312",69.1
新千歳,稚内,ANA,333,"118,881",290:30:00,"10,106","42,320",127,"3,607,842","15,108,240",23.9,"2,236",60,0,"270,589",797,23,0,"271,409","1,657,400",16.4
稚内,新千歳,ANA,333,"118,881",293:22:00,"14,165","42,320",127,"5,056,905","15,108,240",33.5,701,93,"1,797","379,268",251,34,641,"380,194","1,657,400",22.9
新千歳,釧路,HAC,"1,604","442,704","1,110:54","30,791","57,744",36,"8,498,316","15,937,344",53.3,"40,381",0,"5,692","637,374","11,143",0,"1,570","650,087","1,769,931",36.7
釧路,新千歳,HAC,"1,588","438,288","1,246:13","32,825","57,168",36,"9,059,700","15,778,368",57.4,"10,096",0,30,"679,479","2,787",0,8,"682,274","1,752,277",38.9
新千歳,函館,ANA,0,0,0:00,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0
函館,新千歳,ANA,1,160,0:50,31,56,56,"4,960","8,960",55.4,0,0,0,372,0,0,0,372,762,48.8
新千歳,函館,HAC,74,"11,840",46:29:00,531,"2,664",36,"84,960","426,240",19.9,23,0,0,"6,372",4,0,0,"6,376","47,336",13.5
函館,新千歳,HAC,66,"10,560",40:17:00,557,"2,376",36,"89,120","380,160",23.4,65,0,0,"6,684",10,0,0,"6,694","42,219",15.9
新千歳,旭川,SKY,91,"20,384",55:53:00,"3,881","16,107",177,"869,344","3,607,968",24.1,0,145,0,"65,201",0,33,0,"65,234","379,788",17.2
旭川,新千歳,SKY,87,"19,488",56:55:00,"3,045","15,399",177,"682,080","3,449,376",19.8,0,89,0,"51,156",0,21,0,"51,177","363,094",14.1
新千歳,利尻,ANA,330,"121,440",287:43:00,"14,567","41,895",127,"5,360,656","15,417,360",34.8,617,591,0,"402,048",227,216,0,"402,491","1,690,032",23.8
利尻,新千歳,ANA,328,"120,704",294:25:00,"13,051","41,643",127,"4,802,768","15,324,624",31.3,"1,336",558,0,"360,207",491,203,0,"360,901","1,679,842",21.5
新千歳,女満別,JAL,"1,070","378,780",807:28:00,"66,789","168,368",157,"23,643,306","59,602,272",39.7,"59,189",401,8,"1,773,250","20,952",142,1,"1,794,345","6,189,476",29
女満別,新千歳,JAL,"1,071","379,134",831:55:00,"65,876","168,531",157,"23,320,104","59,659,974",39.1,"22,683",396,"20,251","1,749,009","8,031",139,"7,169","1,764,348","6,195,282",28.5
新千歳,青森,JAL,673,"206,611",502:14:00,"48,021","101,223",150,"14,742,447","31,075,461",47.4,"197,299",288,"57,459","1,105,684","60,570",89,"17,638","1,183,981","3,268,323",36.2
青森,新千歳,JAL,671,"205,997",521:17:00,"46,746","100,760",150,"14,351,022","30,933,320",46.4,"46,962",280,"2,871","1,076,327","14,418",86,880,"1,091,711","3,255,398",33.5
新千歳,花巻,JAL,721,"336,707",672:14:00,"51,023","99,606",138,"23,827,741","46,516,002",51.2,"97,022",306,"60,028","1,787,080","45,310",143,"28,034","1,860,567","4,786,282",38.9
花巻,新千歳,JAL,719,"335,773",673:37:00,"50,823","99,443",138,"23,734,341","46,439,881",51.1,"9,861",306,"2,086","1,780,076","4,604",141,975,"1,785,796","4,778,063",37.4
新千歳,秋田,JAL,774,"342,882",737:43:00,"41,934","98,158",127,"18,576,762","43,483,994",42.7,"65,798",252,"41,860","1,393,258","29,148",112,"18,544","1,441,062","4,348,044",33.1
秋田,新千歳,JAL,775,"343,325",719:47:00,"40,399","98,260",127,"17,896,757","43,529,180",41.1,"25,850",243,"6,608","1,342,258","11,451",106,"2,928","1,356,743","4,351,811",31.2
新千歳,山形,ジェイ・エア,359,"222,580",421:20:00,"9,107","17,950",50,"5,646,340","11,129,000",50.7,0,0,0,"423,479",0,0,0,"423,479","999,106",42.4
山形,新千歳,ジェイ・エア,361,"223,820",396:05:00,"9,044","18,050",50,"5,607,280","11,191,000",50.1,0,0,0,"420,549",0,0,0,"420,549","1,004,743",41.9
新千歳,松本,JAC,193,"171,577",339:39:00,"9,378","14,282",74,"8,337,042","12,696,698",65.7,295,55,0,"625,277",261,48,0,"625,586","1,217,168",51.4
松本,新千歳,JAC,197,"175,133",318:02:00,"9,566","14,578",74,"8,504,174","12,959,842",65.6,338,57,0,"637,814",298,50,0,"638,162","1,242,394",51.4
新千歳,出雲,JAL,26,"33,670",53:27:00,"2,469","4,238",163,"3,197,355","5,488,210",58.3,0,14,0,"239,802",0,18,0,"239,820","552,188",43.4
出雲,新千歳,JAL,26,"33,670",48:32:00,"2,362","4,238",163,"3,058,790","5,488,210",55.7,9,14,0,"229,409",12,18,0,"229,439","552,188",41.6
新千歳,徳島,JAL,36,"49,176",72:49:00,"3,385","5,868",163,"4,623,910","8,015,688",57.7,37,20,0,"346,794",51,27,0,"346,872","806,486",43
徳島,新千歳,JAL,35,"47,810",68:38:00,"3,362","5,705",163,"4,592,492","7,793,030",58.9,249,20,0,"344,437",340,27,0,"344,804","784,084",44
丘珠,稚内,ANA,344,"112,488",302:42:00,"10,088","19,262",56,"3,298,776","6,298,674",52.4,0,284,3,"247,409",0,94,1,"247,504","554,394",44.6
稚内,丘珠,ANA,345,"112,815",287:21:00,"7,304","19,320",56,"2,388,408","6,317,640",37.8,0,353,0,"179,131",0,117,0,"179,248","555,954",32.2
丘珠,釧路,ANA,900,"253,800",687:12:00,"20,838","50,378",56,"5,876,316","14,206,596",41.4,0,363,0,"440,723",0,104,0,"440,827","1,248,313",35.3
釧路,丘珠,ANA,892,"251,544",748:03:00,"19,171","49,924",56,"5,406,222","14,078,568",38.4,0,449,0,"405,468",0,128,0,"405,596","1,237,024",32.8
丘珠,釧路,HAC,643,"181,326",454:46:00,"12,286","23,148",36,"3,464,652","6,527,736",53.1,"7,342",0,0,"259,849","2,070",0,0,"261,919","724,942",36.1
釧路,丘珠,HAC,646,"182,172",514:38:00,"11,431","23,256",36,"3,223,542","6,558,192",49.2,912,0,0,"241,766",257,0,0,"242,023","728,324",33.2
丘珠,函館,ANA,"1,508","387,556","1,044:33","42,740","84,427",56,"10,984,180","21,697,739",50.6,0,602,"2,121","823,814",0,154,545,"824,513","1,908,096",43.2
函館,丘珠,ANA,"1,506","387,042","1,011:47","44,683","84,306",56,"11,483,531","21,666,642",53,0,568,"2,690","861,266",0,147,692,"862,105","1,905,575",45.2
丘珠,函館,HAC,777,"199,689",503:02:00,"16,219","27,972",36,"4,168,283","7,188,804",58,"24,301",0,0,"312,621","6,246",0,0,"318,867","798,357",39.9
函館,丘珠,HAC,787,"202,259",485:30:00,"15,301","28,332",36,"3,932,357","7,281,324",54,"2,098",0,0,"294,928",539,0,0,"295,467","808,631",36.5
丘珠,中標津,ANA,"1,064","409,640",934:23:00,"40,502","59,550",56,"15,593,270","22,926,750",68,0,"1,322",0,"1,169,497",0,509,0,"1,170,006","2,018,046",58
中標津,丘珠,ANA,"1,063","409,255","1,059:42","39,436","59,495",56,"15,182,860","22,905,575",66.3,0,"1,323",750,"1,138,716",0,511,289,"1,139,516","2,016,002",56.5
丘珠,女満別,ANA,709,"236,097",561:07:00,"19,906","39,704",56,"6,628,698","13,221,432",50.1,0,216,0,"497,152",0,72,0,"497,224","1,163,186",42.7
女満別,丘珠,ANA,709,"236,097",613:34:00,"20,432","39,700",56,"6,803,856","13,220,100",51.5,0,331,0,"510,288",0,110,0,"510,398","1,163,367",43.9
函館,釧路,HAC,368,"149,776",373:31:00,"5,617","13,248",36,"2,286,119","5,391,936",42.4,236,0,3,"171,460",97,0,1,"171,558","598,806",28.7
釧路,函館,HAC,370,"150,590",428:07:00,"6,023","13,320",36,"2,451,361","5,421,240",45.2,526,0,2,"183,851",216,0,0,"184,067","602,060",30.6
函館,旭川,HAC,371,"104,622",306:32:00,"5,673","13,356",36,"1,599,786","3,766,392",42.5,375,0,0,"119,986",106,0,0,"120,092","418,280",28.7
旭川,函館,HAC,369,"104,058",325:32:00,"5,936","13,284",36,"1,673,952","3,746,088",44.7,"1,136",0,0,"125,547",321,0,0,"125,868","416,026",30.3
函館,奥尻,HAC,339,"59,664",167:27:00,"5,125","12,204",36,"902,000","2,147,904",42,"2,623",0,"18,040","67,650",462,0,"3,176","71,288","238,535",29.9
奥尻,函館,HAC,338,"59,488",152:34:00,"5,074","12,168",36,"893,024","2,141,568",41.7,"19,869",0,"1,755","66,976","3,496",0,309,"70,781","237,832",29.8
