"","prob","out.share","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","distance"
"1607",NA,NA,388,25280,1,304,16.281488,1,0,1016.2
"1608",NA,NA,100,17300,2920,655,183.408778,0,2,NA
"1609",NA,NA,303,25920,1,474,17.087451,1,0,1063.3
"1610",NA,NA,100,17300,2920,655,148.115672,0,2,NA
"1611",0,0,342,28940,1,396,11.550486,1,0,1255.5
"1612",1,0,107.826086956522,16697.1014492754,25185,805,96.495067,0,2.33333333333333,0.999
"1613",1,0,325,27640,1,430,10.541300333,1,0,1188.3
"1614",0,0,107.826086956522,16697.1014492754,25185,805,137.592745,0,2.33333333333333,0.001
"1615",NA,NA,442,31320,1,196,12.293338667,1,0,1406.8
"1616",NA,NA,110,17325,5840,660,131.2447375,0,3,NA
"1617",0,0,487,33040,1,106,11.711391167,1,0,1544.4
"1618",1,0,110,18756.25,5840,630,117.66859417,0,3,0.999
"1619",NA,NA,475,32620,1,130,10.630801167,1,0,1498.3
"1620",NA,NA,110,18756.25,5840,630,127.67275917,0,3,NA
"1621",0.933333333333333,0.0666666666666667,70,15120,1,940,11.901879,1,0,474.1
"1622",0,0.0666666666666667,80,14750,1095,585,170.589915,0,1,0.001
"1623",0.4,0.6,70,12520,1,940,8.432029,1,0,377.5
"1624",0,0.6,0,NA,NA,NA,179.283336,0,NA,0.001
"1625",0.25,0.75,70,11880,1,940,12.113583,1,0,342.2
"1626",0,0.75,0,NA,NA,NA,151.998458,0,NA,0.001
"1627",0,1,70,10160,1,940,8.291817,1,0,287.3
"1628",0,1,0,NA,NA,NA,202.039748,0,NA,0.001
"1629",0.0683229813664596,0.93167701863354,70,6700,1,940,8.225796,1,0,194
"1630",0,0.93167701863354,60,9050,1460,270,163.357047,0,2,0.001
"1631",0,1,70,8860,1,940,11.971344,1,0,258.4
"1632",0,1,60,9050,1460,270,214.143781,0,2,0.001
"1633",0,1,165,16420,1,750,9.21887,1,0,504.8
"1634",0,1,70,12300,2555,660,163.395587,0,2,0.001
"1635",0,1,140,7340,1,800,8.225944,1,0,202.1
"1636",0,1,60,9100,365,80,165.435348,0,1,0.001
"1637",0.037037037037037,0.962962962962963,106,5180,1,868,8.662339,1,0,155.1
"1638",0,0.962962962962963,60,9050,1460,270,223.358519,0,2,0.001
"1639",0,1,188,9500,1,704,7.347331,1,0,263.6
"1640",0,1,60,9050,1460,270,236.572294,0,2,0.001
"1641",0.0141843971631206,0.985815602836879,70,3880,1,940,8.888029833,1,0,115
"1642",0,0.985815602836879,60,9050,1460,270,200.0461775,0,2,0.001
"1643",0.0105124835742444,0.989487516425756,27,2280,1,1026,9.895614,1,0,68.9
"1644",0,0.989487516425756,0,NA,NA,NA,169.9343475,0,NA,0.001
"1645",NA,NA,15,1000,1,1050,9.459315667,1,0,27.6
"1646",NA,NA,0,NA,NA,NA,171.6200325,0,NA,NA
"1647",NA,NA,14,1680,1,1052,9.056245667,1,0,48.3
"1648",NA,NA,0,NA,NA,NA,245.05440833,0,NA,NA
"1649",NA,NA,28,2640,1,1024,16.348438259,1,0,77.2
"1650",NA,NA,0,NA,NA,NA,235.34872981,0,NA,NA
"1651",NA,NA,0,NA,1,1080,13.814672,1,0,0
"1652",NA,NA,0,NA,NA,NA,296.132132,0,NA,NA
"1653",0.0294117647058824,0.970588235294118,68,1940,1,944,15.783172,1,0,52.8
"1654",0,0.970588235294118,0,NA,NA,NA,261.782373,0,NA,0.001
"1655",0,1,93,400,1,894,15.438003,1,0,6.2
"1656",0,1,0,NA,NA,NA,286.857737,0,NA,0.001
"1657",0.984375,0.015625,44,4540,1,992,12.309533,1,0,127.5
"1658",0,0.015625,0,NA,NA,NA,184.946641,0,NA,0.001
"1659",0.105263157894737,0.894736842105263,58,3320,1,964,7.616698,1,0,93.1
"1660",0,0.894736842105263,0,NA,NA,NA,223.486213,0,NA,0.001
"1661",0.412258606213266,0.587741393786734,70,5180,1,940,NA,1,0,157.8
"1662",0,0.587741393786734,0,NA,NA,NA,NA,0,NA,0.001
"1663",0.368932038834951,0.631067961165048,89,6700,1,902,12.7697515,1,0,186.6
"1664",0,0.631067961165048,0,NA,NA,NA,168.249236,0,NA,0.001
"1665",0.4,0.6,110,8860,1,860,8.176914,1,0,241.7
"1666",0,0.6,0,NA,NA,NA,208.07773517,0,NA,0.001
"1667",0,1,139,6040,1,802,9.013620667,1,0,176.1
"1668",0,1,0,NA,NA,NA,160.18014517,0,NA,0.001
"1669",0.222222222222222,0.777777777777778,116,3880,1,848,7.198279,1,0,112.8
"1670",0,0.777777777777778,0,NA,NA,NA,206.91462859,0,NA,0.001
"1671",0,1,127,4540,1,826,8.661546,1,0,136
"1672",0,1,0,NA,NA,NA,185.953178,0,NA,0.001
"1673",0,1,106,2640,1,868,22.341473,1,0,71.1
"1674",0,1,0,NA,NA,NA,245.295071,0,NA,0.001
"1675",0,1,130,2280,1,820,7.987364,1,0,64.6
"1676",0,1,0,NA,NA,NA,336.297067,0,NA,0.001
"1677",0,1,118,1160,1,844,7.44074,1,0,31.4
"1678",0,1,0,NA,NA,NA,363.317947,0,NA,0.001
"1679",1,0,250,17500,1,580,21.128006,1,0,554.1
"1680",0,0,0,NA,NA,NA,210.872772,0,NA,0.001
"1681",0.75,0.25,138,11240,1,804,8.281278,1,0,338
"1682",0,0.25,0,NA,NA,NA,267.6627613,0,NA,0.001
"1683",0.666666666666667,0.333333333333333,164,13600,1,752,8.682782167,1,0,414.9
"1684",0,0.333333333333333,0,NA,NA,NA,220.017163,0,NA,0.001
"1685",0.714285714285714,0.285714285714286,132,9500,1,816,12.4402705,1,0,278.5
"1686",0,0.285714285714286,0,NA,NA,NA,230.30050633,0,NA,0.001
"1687",0.8,0.2,169,16840,1,742,9.848196333,1,0,523.8
"1688",0,0.2,0,NA,NA,NA,179.445143,0,NA,0.001
"1689",NA,NA,207,14680,1,666,8.402599667,1,0,451.4
"1690",NA,NA,0,NA,NA,NA,198.58355522,0,NA,NA
"1691",0.857142857142857,0.142857142857143,226,15760,1,628,17.2157,1,0,494.1
"1692",0,0.142857142857143,0,NA,NA,NA,182.9994,0,NA,0.001
"1693",NA,NA,269,19220,1,542,12.339694,1,0,603.7
"1694",NA,NA,72.6111111085,11550,21900,870,278.268239,0,2.71428571428571,NA
"1695",1,0,205,19660,1,670,9.423467,1,0,671.4
"1696",0,0,72.6111111085,11550,21900,870,226.508492,0,2.71428571428571,0.001
"1697",1,0,220,20300,1,640,8.012457,1,0,710.4
"1698",0,0,72.6111111085,11550,21900,870,183.943555,0,2.71428571428571,0.001
"1699",1,0,233,20960,1,614,8.633743,1,0,747.3
"1700",0,0,72.6111111085,11550,21900,870,176.310327,0,2.71428571428571,0.001
"1701",1,0,250,22240,1,580,8.336583667,1,0,802.1
"1702",0,0,72.6111111085,11550,21900,870,212.84735967,0,2.71428571428571,0.001
"1703",NA,NA,265,23320,1,550,8.096706167,1,0,890.7
"1704",NA,NA,80,15050,3285,635,167.75018467,0,2,NA
"1705",1,0,306,25920,1,468,9.0121595,1,0,1052
"1706",0,0,87.5,15400,5840,735,193.18958217,0,3,0.001
"1707",NA,NA,283,23980,1,514,7.474601167,1,0,949
"1708",NA,NA,87.5,15400,5840,735,191.0665055,0,3,NA
"1709",NA,NA,334,27640,1,412,17.80293274,1,0,1184.8
"1710",NA,NA,100,17300,2920,655,182.67777948,0,2,NA
"1711",NA,NA,477,28940,1,126,12.381042,1,0,1246.5
"1712",NA,NA,100,17300,2920,655,179.239291,0,2,NA
"1713",NA,NA,466,28300,1,148,20.489733,1,0,1219.9
"1714",NA,NA,100,17300,2920,655,151.676959,0,2,NA
"1715",1,0,416,26360,1,248,13.391997,1,0,1093.4
"1716",0,0,100,17300,2920,655,239.011475,0,2,0.001
"1717",1,0,331,27000,1,418,14.19796,1,0,1140.5
"1718",0,0,100,17300,2920,655,203.718369,0,2,0.001
"1719",0.8,0,370,30020,1,340,8.660995,1,0,1332.7
"1720",0.2,0,107.826086956522,16697.1014492754,25185,805,152.097764,0,2.33333333333333,0.2
"1721",0.5,0,353,28940,1,374,7.651809333,1,0,1265.5
"1722",0.5,0,107.826086956522,16697.1014492754,25185,805,193.195442,0,2.33333333333333,0.5
"1723",NA,NA,470,32620,1,140,9.403847667,1,0,1484
"1724",NA,NA,110,17325,5840,660,186.8474345,0,3,NA
"1725",1,0,515,34340,1,50,8.821900167,1,0,1621.6
"1726",0,0,110,18756.25,5840,630,173.27129117,0,3,0.001
"1727",NA,NA,503,33700,1,74,7.741310167,1,0,1575.5
"1728",NA,NA,110,18756.25,5840,630,183.27545617,0,3,NA
"1729",0.916666666666667,0.0833333333333334,209,19660,1,662,13.870379,1,0,676.3
"1730",0,0.0833333333333334,80,14750,1095,585,136.240156,0,1,0.001
"1731",0.863636363636364,0.136363636363636,173,17920,1,734,10.400529,1,0,579.7
"1732",0,0.136363636363636,0,NA,NA,NA,144.933577,0,NA,0.001
"1733",0.666666666666667,0.333333333333333,173,17500,1,734,14.082083,1,0,544.4
"1734",0,0.333333333333333,0,NA,NA,NA,117.648699,0,NA,0.001
"1735",0,1,135,15760,1,810,10.260317,1,0,489.5
"1736",0,1,0,NA,NA,NA,167.689989,0,NA,0.001
"1737",0.373333333333333,0.626666666666667,99,12960,1,882,10.194296,1,0,396.2
"1738",0,0.626666666666667,60,9050,1460,270,129.007288,0,2,0.001
"1739",0,1,123,15120,1,834,13.939844,1,0,460.6
"1740",0,1,60,9050,1460,270,179.794022,0,2,0.001
"1741",0.478260869565217,0.347826086956522,226,20300,1,628,11.18737,1,0,707
"1742",0.173913043478261,0.347826086956522,70,12300,2555,660,129.045828,0,2,0.173913043478261
"1743",0.333333333333333,0.666666666666667,161,13600,1,758,10.194444,1,0,404.3
"1744",0,0.666666666666667,60,9100,365,80,131.085589,0,1,0.001
"1745",0.545454545454545,0.454545454545455,127,11880,1,826,10.630839,1,0,357.3
"1746",0,0.454545454545455,60,9050,1460,270,189.00876,0,2,0.001
"1747",0,1,209,15120,1,662,9.315831,1,0,465.8
"1748",0,1,60,9050,1460,270,202.222535,0,2,0.001
"1749",0.379310344827586,0.620689655172414,91,10800,1,898,10.856529833,1,0,317.2
"1750",0,0.620689655172414,60,9050,1460,270,165.6964185,0,2,0.001
"1751",0.161290322580645,0.838709677419355,76,9500,1,928,11.864114,1,0,271.1
"1752",0,0.838709677419355,0,NA,NA,NA,135.5845885,0,NA,0.001
"1753",0.157894736842105,0.842105263157895,83,8000,1,914,11.427815667,1,0,229.8
"1754",0,0.842105263157895,0,NA,NA,NA,137.2702735,0,NA,0.001
"1755",0.039344262295082,0.960655737704918,49,5180,1,982,11.024745667,1,0,153.9
"1756",0,0.960655737704918,0,NA,NA,NA,210.70464933,0,NA,0.001
"1757",0.0150943396226415,0.984905660377358,40,4540,1,1000,18.316938259,1,0,125
"1758",0,0.984905660377358,0,NA,NA,NA,200.99897081,0,NA,0.001
"1759",0.028169014084507,0.971830985915493,68,7340,1,944,15.783172,1,0,202.2
"1760",0,0.971830985915493,0,NA,NA,NA,261.782373,0,NA,0.001
"1761",NA,NA,0,NA,1,1080,17.751672,1,0,0
"1762",NA,NA,0,NA,NA,NA,227.432614,0,NA,NA
"1763",NA,NA,16,1680,1,1048,17.406503,1,0,46.6
"1764",NA,NA,0,NA,NA,NA,252.507978,0,NA,NA
"1765",0.997245179063361,0.00275482093663915,24,2640,1,1032,14.278033,1,0,74.7
"1766",0,0.00275482093663915,0,NA,NA,NA,150.596882,0,NA,0.001
"1767",1,0,10,1520,1,1060,9.585198,1,0,40.3
"1768",0,0,0,NA,NA,NA,189.136454,0,NA,0.001
"1769",0,1,49,3880,1,982,NA,1,0,105
"1770",0,1,0,NA,NA,NA,NA,0,NA,0.001
"1771",0.268072289156627,0.731927710843373,68,4540,1,944,14.7382515,1,0,133.8
"1772",0,0.731927710843373,0,NA,NA,NA,133.899477,0,NA,0.001
"1773",0.0526315789473684,0.947368421052632,89,6700,1,902,10.145414,1,0,188.9
"1774",0,0.947368421052632,0,NA,NA,NA,173.72797617,0,NA,0.001
"1775",0.147239263803681,0.852760736196319,71,8000,1,938,10.982120667,1,0,228.9
"1776",0,0.852760736196319,0,NA,NA,NA,125.83038617,0,NA,0.001
"1777",0.0316742081447964,0.968325791855204,48,6040,1,984,9.166779,1,0,165.6
"1778",0,0.968325791855204,0,NA,NA,NA,172.56486959,0,NA,0.001
"1779",0.0526315789473684,0.947368421052632,59,6700,1,962,10.630046,1,0,188.8
"1780",0,0.947368421052632,0,NA,NA,NA,151.603419,0,NA,0.001
"1781",0.151111111111111,0.848888888888889,38,4540,1,1004,24.309973,1,0,123.9
"1782",0,0.848888888888889,0,NA,NA,NA,210.945312,0,NA,0.001
"1783",0.102040816326531,0.897959183673469,54,3880,1,972,9.955864,1,0,117.4
"1784",0,0.897959183673469,0,NA,NA,NA,301.947308,0,NA,0.001
"1785",1,0,42,2980,1,996,9.40924,1,0,84.2
"1786",0,0,0,NA,NA,NA,328.968188,0,NA,0.001
"1787",0.625,0.375,229,16420,1,622,23.096506,1,0,501.3
"1788",0,0.375,0,NA,NA,NA,176.523013,0,NA,0.001
"1789",0.714285714285714,0.285714285714286,117,10160,1,846,10.249778,1,0,285.2
"1790",0,0.285714285714286,0,NA,NA,NA,233.3130023,0,NA,0.001
"1791",0.5,0.5,143,12520,1,794,10.651282167,1,0,362.1
"1792",0,0.5,0,NA,NA,NA,185.667404,0,NA,0.001
"1793",0.378378378378378,0.621621621621622,111,8000,1,858,14.4087705,1,0,225.7
"1794",0,0.621621621621622,0,NA,NA,NA,195.95074733,0,NA,0.001
"1795",0.775,0.225,148,15120,1,784,11.816696333,1,0,471
"1796",0,0.225,0,NA,NA,NA,145.095384,0,NA,0.001
"1797",0.727272727272727,0.272727272727273,186,12960,1,708,10.371099667,1,0,398.6
"1798",0,0.272727272727273,0,NA,NA,NA,164.23379622,0,NA,0.001
"1799",0.282608695652174,0.717391304347826,205,14680,1,670,19.1842,1,0,441.3
"1800",0,0.717391304347826,0,NA,NA,NA,148.649641,0,NA,0.001
"1801",0.333333333333333,0.666666666666667,248,17500,1,584,14.308194,1,0,550.9
"1802",0,0.666666666666667,72.6111111085,11550,21900,870,243.91848,0,2.71428571428571,0.001
"1803",0.555555555555556,0.444444444444444,184,19220,1,712,11.391967,1,0,618.6
"1804",0,0.444444444444444,72.6111111085,11550,21900,870,192.158733,0,2.71428571428571,0.001
"1805",0.767857142857143,0.196428571428571,199,19660,1,682,9.980957,1,0,657.6
"1806",0.0357142857142857,0.196428571428571,72.6111111085,11550,21900,870,149.593796,0,2.71428571428571,0.0357142857142857
"1807",0.666666666666667,0.296296296296296,212,20300,1,656,10.602243,1,0,694.5
"1808",0.037037037037037,0.296296296296296,72.6111111085,11550,21900,870,141.960568,0,2.71428571428571,0.037037037037037
"1809",0.909090909090909,0.0909090909090909,229,20960,1,622,10.305083667,1,0,749.3
"1810",0,0.0909090909090909,72.6111111085,11550,21900,870,178.49760067,0,2.71428571428571,0.001
"1811",0.727272727272727,0.0909090909090908,244,22240,1,592,10.065206167,1,0,837.9
"1812",0.181818181818182,0.0909090909090908,80,15050,3285,635,133.40042567,0,2,0.181818181818182
"1813",0.476190476190476,0.380952380952381,285,24620,1,510,10.9806595,1,0,999.2
"1814",0.142857142857143,0.380952380952381,87.5,15400,5840,735,158.83982317,0,3,0.142857142857143
"1815",0,0,262,23320,1,556,9.443101167,1,0,896.2
"1816",1,0,87.5,15400,5840,735,156.7167465,0,3,0.999
"1817",0.75,0.25,313,27000,1,454,19.77143274,1,0,1132
"1818",0,0.25,100,17300,2920,655,148.32802048,0,2,0.001
"1819",1,0,456,27640,1,168,14.349542,1,0,1193.7
"1820",0,0,100,17300,2920,655,144.889532,0,2,0.001
"1821",0,0,445,27640,1,190,22.458233,1,0,1167.1
"1822",1,0,100,17300,2920,655,117.3272,0,2,0.999
"1823",NA,NA,395,25920,1,290,15.360497,1,0,1040.6
"1824",NA,NA,100,17300,2920,655,204.661716,0,2,NA
"1825",1,0,310,26360,1,460,16.16646,1,0,1087.7
"1826",0,0,100,17300,2920,655,169.36861,0,2,0.001
"1827",0.318181818181818,0.0909090909090908,349,28940,1,382,10.629495,1,0,1279.9
"1828",0.590909090909091,0.0909090909090908,107.826086956522,16697.1014492754,25185,805,117.748005,0,2.33333333333333,0.590909090909091
"1829",0.363636363636364,0.454545454545455,332,28300,1,416,9.620309333,1,0,1212.7
"1830",0.181818181818182,0.454545454545455,107.826086956522,16697.1014492754,25185,805,158.845683,0,2.33333333333333,0.181818181818182
"1831",NA,NA,449,31320,1,182,11.372347667,1,0,1431.2
"1832",NA,NA,110,17325,5840,660,152.4976755,0,3,NA
"1833",0.285714285714286,0.285714285714286,494,33700,1,92,10.790400167,1,0,1568.8
"1834",0.428571428571429,0.285714285714286,110,18756.25,5840,630,138.92153217,0,3,0.428571428571429
"1835",NA,NA,482,33040,1,116,9.709810167,1,0,1522.7
"1836",NA,NA,110,18756.25,5840,630,148.92569717,0,3,NA
"1837",NA,NA,234,20960,1,612,13.52521,1,0,722.9
"1838",NA,NA,80,14750,1095,585,161.31552,0,1,NA
"1839",NA,NA,198,19220,1,684,10.05536,1,0,626.3
"1840",NA,NA,0,NA,NA,NA,170.008941,0,NA,NA
"1841",NA,NA,198,18580,1,684,13.736914,1,0,591
"1842",NA,NA,0,NA,NA,NA,142.724063,0,NA,NA
"1843",NA,NA,160,16840,1,760,9.915148,1,0,536.1
"1844",NA,NA,0,NA,NA,NA,192.765353,0,NA,NA
"1845",0.5,0.5,124,14680,1,832,9.849127,1,0,442.8
"1846",0,0.5,60,9050,1460,270,154.082652,0,2,0.001
"1847",NA,NA,148,16420,1,784,13.594675,1,0,507.2
"1848",NA,NA,60,9050,1460,270,204.869386,0,2,NA
"1849",NA,NA,251,20960,1,578,10.842201,1,0,753.6
"1850",NA,NA,70,12300,2555,660,154.121192,0,2,NA
"1851",0,1,186,14680,1,708,9.849275,1,0,450.9
"1852",0,1,60,9100,365,80,156.160953,0,1,0.001
"1853",NA,NA,152,13600,1,776,10.28567,1,0,403.9
"1854",NA,NA,60,9050,1460,270,214.084124,0,2,NA
"1855",NA,NA,234,16420,1,612,8.970662,1,0,512.4
"1856",NA,NA,60,9050,1460,270,227.297899,0,2,NA
"1857",0,1,116,12520,1,848,10.511360833,1,0,363.8
"1858",0,1,60,9050,1460,270,190.7717825,0,2,0.001
"1859",0.625,0.375,101,10800,1,878,11.518945,1,0,317.7
"1860",0,0.375,0,NA,NA,NA,160.6599525,0,NA,0.001
"1861",NA,NA,108,9500,1,864,11.082646667,1,0,276.4
"1862",NA,NA,0,NA,NA,NA,162.3456375,0,NA,NA
"1863",0,1,74,7340,1,932,10.679576667,1,0,200.5
"1864",0,1,0,NA,NA,NA,235.78001333,0,NA,0.001
"1865",0.027027027027027,0.972972972972973,65,6040,1,950,17.971769259,1,0,171.6
"1866",0,0.972972972972973,0,NA,NA,NA,226.07433481,0,NA,0.001
"1867",0,1,93,8860,1,894,15.438003,1,0,248.8
"1868",0,1,0,NA,NA,NA,286.857737,0,NA,0.001
"1869",NA,NA,16,1680,1,1048,17.406503,1,0,46.6
"1870",NA,NA,0,NA,NA,NA,252.507978,0,NA,NA
"1871",NA,NA,0,NA,1,1080,17.061334,1,0,0
"1872",NA,NA,0,NA,NA,NA,277.583342,0,NA,NA
"1873",0.107042253521127,0.892957746478873,49,4540,1,982,13.932864,1,0,121.3
"1874",0,0.892957746478873,0,NA,NA,NA,175.672246,0,NA,0.001
"1875",0.00934579439252336,0.990654205607477,36,2980,1,1008,9.240029,1,0,86.9
"1876",0,0.990654205607477,0,NA,NA,NA,214.211818,0,NA,0.001
"1877",0.30365296803653,0.69634703196347,74,5180,1,932,NA,1,0,151.6
"1878",0,0.69634703196347,0,NA,NA,NA,NA,0,NA,0.001
"1879",0.169230769230769,0.830769230769231,93,6700,1,894,14.3930825,1,0,180.4
"1880",0,0.830769230769231,0,NA,NA,NA,158.974841,0,NA,0.001
"1881",0.2,0.8,114,8000,1,852,9.800245,1,0,235.5
"1882",0,0.8,0,NA,NA,NA,198.80334017,0,NA,0.001
"1883",0.104477611940299,0.895522388059702,74,6700,1,932,10.636951667,1,0,182.3
"1884",0,0.895522388059702,0,NA,NA,NA,150.90575017,0,NA,0.001
"1885",0,1,74,3880,1,932,8.82161,1,0,119
"1886",0,1,0,NA,NA,NA,197.64023359,0,NA,0.001
"1887",0,1,74,5180,1,932,10.284877,1,0,142.2
"1888",0,1,0,NA,NA,NA,176.678783,0,NA,0.001
"1889",0,1,74,2640,1,932,23.964804,1,0,77.3
"1890",0,1,0,NA,NA,NA,236.020676,0,NA,0.001
"1891",0,1,70,6040,1,940,9.610695,1,0,164
"1892",0,1,0,NA,NA,NA,327.022672,0,NA,0.001
"1893",0.186046511627907,0.813953488372093,58,4540,1,964,9.064071,1,0,130.8
"1894",0,0.813953488372093,0,NA,NA,NA,354.043552,0,NA,0.001
"1895",NA,NA,254,17500,1,572,22.751337,1,0,547.9
"1896",NA,NA,0,NA,NA,NA,201.598377,0,NA,NA
"1897",NA,NA,142,11240,1,796,9.904609,1,0,331.8
"1898",NA,NA,0,NA,NA,NA,258.3883663,0,NA,NA
"1899",1,0,168,13600,1,744,10.306113167,1,0,408.7
"1900",0,0,0,NA,NA,NA,210.742768,0,NA,0.001
"1901",0.375,0.625,136,9500,1,808,14.0636015,1,0,272.3
"1902",0,0.625,0,NA,NA,NA,221.02611133,0,NA,0.001
"1903",1,0,173,16420,1,734,11.471527333,1,0,517.6
"1904",0,0,0,NA,NA,NA,170.170748,0,NA,0.001
"1905",NA,NA,211,14680,1,658,10.025930667,1,0,445.2
"1906",NA,NA,0,NA,NA,NA,189.30916022,0,NA,NA
"1907",0.5,0.5,230,15760,1,620,18.839031,1,0,487.9
"1908",0,0.5,0,NA,NA,NA,173.725005,0,NA,0.001
"1909",NA,NA,273,18580,1,534,13.963025,1,0,597.5
"1910",NA,NA,72.6111111085,11550,21900,870,268.993844,0,2.71428571428571,NA
"1911",1,0,209,19660,1,662,11.046798,1,0,665.2
"1912",0,0,72.6111111085,11550,21900,870,217.234097,0,2.71428571428571,0.001
"1913",1,0,224,20300,1,632,9.635788,1,0,704.2
"1914",0,0,72.6111111085,11550,21900,870,174.66916,0,2.71428571428571,0.001
"1915",1,0,237,20960,1,606,10.257074,1,0,741.1
"1916",0,0,72.6111111085,11550,21900,870,167.035932,0,2.71428571428571,0.001
"1917",NA,NA,254,21600,1,572,9.959914667,1,0,795.9
"1918",NA,NA,72.6111111085,11550,21900,870,203.57296467,0,2.71428571428571,NA
"1919",NA,NA,269,23320,1,542,9.720037167,1,0,884.5
"1920",NA,NA,80,15050,3285,635,158.47578967,0,2,NA
"1921",NA,NA,310,25920,1,460,10.6354905,1,0,1045.8
"1922",NA,NA,87.5,15400,5840,735,183.91518717,0,3,NA
"1923",NA,NA,287,23980,1,506,9.097932167,1,0,942.8
"1924",NA,NA,87.5,15400,5840,735,181.7921105,0,3,NA
"1925",NA,NA,338,27640,1,404,19.42626374,1,0,1178.6
"1926",NA,NA,100,17300,2920,655,173.40338448,0,2,NA
"1927",NA,NA,481,28940,1,118,14.004373,1,0,1240.3
"1928",NA,NA,100,17300,2920,655,169.964896,0,2,NA
"1929",NA,NA,470,28300,1,140,22.113064,1,0,1213.7
"1930",NA,NA,100,17300,2920,655,142.402564,0,2,NA
"1931",NA,NA,420,26360,1,240,15.015328,1,0,1087.2
"1932",NA,NA,100,17300,2920,655,229.73708,0,2,NA
"1933",NA,NA,335,27000,1,410,15.821291,1,0,1134.3
"1934",NA,NA,100,17300,2920,655,194.443974,0,2,NA
"1935",0,0,374,30020,1,332,10.284326,1,0,1326.5
"1936",1,0,107.826086956522,16697.1014492754,25185,805,142.823369,0,2.33333333333333,0.999
"1937",0,0,357,28940,1,366,9.275140333,1,0,1259.3
"1938",1,0,107.826086956522,16697.1014492754,25185,805,183.921047,0,2.33333333333333,0.999
"1939",NA,NA,474,31960,1,132,11.027178667,1,0,1477.8
"1940",NA,NA,110,17325,5840,660,177.5730395,0,3,NA
"1941",NA,NA,519,34340,1,42,10.445231167,1,0,1615.4
"1942",NA,NA,110,18756.25,5840,630,163.99689617,0,3,NA
"1943",NA,NA,507,33700,1,66,9.364641167,1,0,1569.3
"1944",NA,NA,110,18756.25,5840,630,174.00106117,0,3,NA
"1945",0.694915254237288,0.288135593220339,185,19220,1,710,10.39674,1,0,601.6
"1946",0.0169491525423729,0.288135593220339,80,14750,1095,585,59.404424,0,1,0.0169491525423729
"1947",0.73728813559322,0.26271186440678,149,16420,1,782,6.92689,1,0,505
"1948",0,0.26271186440678,0,NA,NA,NA,68.097845,0,NA,0.001
"1949",0.689655172413793,0.310344827586207,149,15120,1,782,10.608444,1,0,469.7
"1950",0,0.310344827586207,0,NA,NA,NA,40.812967,0,NA,0.001
"1951",0.433333333333333,0.566666666666667,111,13600,1,858,6.786678,1,0,414.8
"1952",0,0.566666666666667,0,NA,NA,NA,90.854257,0,NA,0.001
"1953",0.524752475247525,0.475247524752475,75,11240,1,930,6.720657,1,0,321.5
"1954",0,0.475247524752475,60,9050,1460,270,52.171556,0,2,0.001
"1955",0.25,0.75,99,12960,1,882,10.466205,1,0,385.9
"1956",0,0.75,60,9050,1460,270,102.95829,0,2,0.001
"1957",0.69,0.25,244,19220,1,592,7.713731,1,0,632.3
"1958",0.06,0.25,70,12300,2555,660,52.210096,0,2,0.06
"1959",0.40625,0.59375,137,11240,1,806,6.720805,1,0,329.6
"1960",0,0.59375,60,9100,365,80,54.249857,0,1,0.001
"1961",0.617021276595745,0.382978723404255,103,10160,1,874,7.1572,1,0,282.6
"1962",0,0.382978723404255,60,9050,1460,270,112.173028,0,2,0.001
"1963",0.153846153846154,0.846153846153846,185,12960,1,710,5.842192,1,0,391.1
"1964",0,0.846153846153846,60,9050,1460,270,125.386803,0,2,0.001
"1965",0.4,0.6,67,8860,1,946,7.382890833,1,0,242.5
"1966",0,0.6,60,9050,1460,270,88.8606865,0,2,0.001
"1967",0.429333333333333,0.570666666666667,52,6700,1,976,8.390475,1,0,196.4
"1968",0,0.570666666666667,0,NA,NA,NA,58.7488565,0,NA,0.001
"1969",0.410891089108911,0.589108910891089,59,5180,1,962,7.954176667,1,0,155.1
"1970",0,0.589108910891089,0,NA,NA,NA,60.4345415,0,NA,0.001
"1971",1,0,25,2640,1,1030,7.551106667,1,0,79.2
"1972",0,0,0,NA,NA,NA,133.86891733,0,NA,0.001
"1973",1,0,16,1940,1,1048,14.843299259,1,0,50.3
"1974",0,0,0,NA,NA,NA,124.16323881,0,NA,0.001
"1975",0.120343839541547,0.879656160458453,44,4540,1,992,12.309533,1,0,127.5
"1976",0,0.879656160458453,0,NA,NA,NA,184.946641,0,NA,0.001
"1977",1,0,24,2640,1,1032,14.278033,1,0,74.7
"1978",0,0,0,NA,NA,NA,150.596882,0,NA,0.001
"1979",0.100263852242744,0.899736147757256,49,4540,1,982,13.932864,1,0,121.3
"1980",0,0.899736147757256,0,NA,NA,NA,175.672246,0,NA,0.001
"1981",NA,NA,0,NA,1,1080,10.804394,1,0,0
"1982",NA,NA,0,NA,NA,NA,73.76115,0,NA,NA
"1983",NA,NA,14,1160,1,1052,6.111559,1,0,34.4
"1984",NA,NA,0,NA,NA,NA,112.300722,0,NA,NA
"1985",NA,NA,26,1160,1,1028,NA,1,0,30.3
"1986",NA,NA,0,NA,NA,NA,NA,0,NA,NA
"1987",NA,NA,45,1940,1,990,11.2646125,1,0,59.1
"1988",NA,NA,0,NA,NA,NA,57.063745,0,NA,NA
"1989",NA,NA,66,3880,1,948,6.671775,1,0,114.2
