"","47ゾーンi","47ゾーンj","i","j","207ゾーンi","207ゾーンj","207ゾーン名i","207ゾーン名j","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","x","OD1","OD2","一便あたり座席数","一便あたり貨物","一便あたり超過手荷物","路線距離"
"1318",18,32,33,46,223,352,"東部","下関",100,17300,2920,655,113.40766533,0,2,0,5,5,204.434973829857,275.517921664872,1.84950714983346,935
"1319",18,32,16,46,95,352,"那須","下関",100,17300,2920,655,179.239291,0,2,0,0,0,204.434973829857,275.517921664872,1.84950714983346,935
"1320",18,32,18,49,104,355,"沼田・利根","徳山",100,17300,2920,655,194.443974,0,2,0,0,0,204.434973829857,275.517921664872,1.84950714983346,935
"1321",18,32,19,48,111,354,"浦和","岩国",100,17300,2920,655,127.825984,0,2,1,6,7,204.434973829857,275.517921664872,1.84950714983346,935
"1322",18,32,17,48,101,354,"前橋・高崎","岩国",100,17300,2920,655,204.661716,0,2,0,0,0,204.434973829857,275.517921664872,1.84950714983346,935
"1323",18,32,31,47,221,353,"中部","宇部",100,17300,2920,655,123.2075883,0,2,0,2,2,204.434973829857,275.517921664872,1.84950714983346,935
"1324",18,32,31,46,221,352,"中部","下関",100,17300,2920,655,150.7699203,0,2,0,1,1,204.434973829857,275.517921664872,1.84950714983346,935
"1325",18,32,22,49,141,355,"横浜","徳山",100,17300,2920,655,75.835473,0,2,6,37,38,204.434973829857,275.517921664872,1.84950714983346,935
"1326",18,32,14,49,91,355,"宇都宮","徳山",100,17300,2920,655,152.64064533,0,2,0,3,3,204.434973829857,275.517921664872,1.84950714983346,935
"1327",18,32,20,47,113,353,"児玉・大里","宇部",100,17300,2920,655,79.03104,0,2,0,0,0,204.434973829857,275.517921664872,1.84950714983346,935
"1328",18,32,14,45,91,351,"宇都宮","山口",100,17300,2920,655,131.60005581,0,2,0,1,4,204.434973829857,275.517921664872,1.84950714983346,935
"1329",18,32,23,49,144,355,"小田原","徳山",100,17300,2920,655,115.66397217,0,2,0,3,3,204.434973829857,275.517921664872,1.84950714983346,935
"1330",18,32,14,47,91,353,"宇都宮","宇部",100,17300,2920,655,100.59923533,0,2,1,1,1,204.434973829857,275.517921664872,1.84950714983346,935
"1331",18,32,33,47,223,353,"東部","宇部",100,17300,2920,655,85.84533333,0,2,0,1,1,204.434973829857,275.517921664872,1.84950714983346,935
"1332",18,32,16,45,95,351,"那須","山口",100,17300,2920,655,182.67777948,0,2,0,0,0,204.434973829857,275.517921664872,1.84950714983346,935
"1333",18,32,33,45,223,351,"東部","山口",100,17300,2920,655,116.84615381,0,2,1,3,3,204.434973829857,275.517921664872,1.84950714983346,935
"1334",18,32,15,45,93,351,"栃木・小山","山口",100,17300,2920,655,121.89437729,0,2,0,0,0,204.434973829857,275.517921664872,1.84950714983346,935
"1335",18,32,17,46,101,352,"前橋・高崎","下関",100,17300,2920,655,144.889532,0,2,0,1,1,204.434973829857,275.517921664872,1.84950714983346,935
"1336",18,32,20,46,113,352,"児玉・大里","下関",100,17300,2920,655,106.593372,0,2,0,0,0,204.434973829857,275.517921664872,1.84950714983346,935
"1337",18,32,23,48,144,354,"小田原","岩国",100,17300,2920,655,150.95707817,0,2,0,1,1,204.434973829857,275.517921664872,1.84950714983346,935
"1338",18,32,23,46,144,352,"小田原","下関",100,17300,2920,655,91.18489417,0,2,0,0,0,204.434973829857,275.517921664872,1.84950714983346,935
"1339",18,32,17,49,101,355,"前橋・高崎","徳山",100,17300,2920,655,169.36861,0,2,0,1,1,204.434973829857,275.517921664872,1.84950714983346,935
"1340",18,37,23,50,144,401,"小田原","福岡",107.826086956522,16697.1014492754,25185,805,64.04336717,0,2.33333333333333,10,11,11,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1341",18,37,18,50,104,401,"沼田・利根","福岡",107.826086956522,16697.1014492754,25185,805,142.823369,0,2.33333333333333,1,1,1,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1342",18,37,14,51,91,402,"宇都宮","北九州",107.826086956522,16697.1014492754,25185,805,142.11771833,0,2.33333333333333,4,12,12,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1343",18,37,17,51,101,402,"前橋・高崎","北九州",107.826086956522,16697.1014492754,25185,805,158.845683,0,2.33333333333333,4,12,22,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1344",18,37,33,51,223,402,"東部","北九州",107.826086956522,16697.1014492754,25185,805,127.36381633,0,2.33333333333333,4,25,27,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1345",18,37,16,50,95,401,"那須","福岡",107.826086956522,16697.1014492754,25185,805,152.097764,0,2.33333333333333,1,5,5,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1346",18,37,17,50,101,401,"前橋・高崎","福岡",107.826086956522,16697.1014492754,25185,805,117.748005,0,2.33333333333333,13,20,22,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1347",18,37,23,51,144,402,"小田原","北九州",107.826086956522,16697.1014492754,25185,805,105.14104517,0,2.33333333333333,3,6,8,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1348",18,37,31,51,221,402,"中部","北九州",107.826086956522,16697.1014492754,25185,805,164.7260713,0,2.33333333333333,2,14,16,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1349",18,37,20,51,113,402,"児玉・大里","北九州",107.826086956522,16697.1014492754,25185,805,120.549523,0,2.33333333333333,1,8,8,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1350",18,37,14,50,91,401,"宇都宮","福岡",107.826086956522,16697.1014492754,25185,805,101.02004033,0,2.33333333333333,12,20,28,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1351",18,37,15,51,93,402,"栃木・小山","北九州",107.826086956522,16697.1014492754,25185,805,132.41203981,0,2.33333333333333,0,7,7,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1352",18,37,16,51,95,402,"那須","北九州",107.826086956522,16697.1014492754,25185,805,193.195442,0,2.33333333333333,1,2,2,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1353",18,37,31,50,221,401,"中部","福岡",107.826086956522,16697.1014492754,25185,805,123.6283933,0,2.33333333333333,21,37,49,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1354",18,37,15,50,93,401,"栃木・小山","福岡",107.826086956522,16697.1014492754,25185,805,91.31436181,0,2.33333333333333,5,5,5,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1355",18,37,22,51,141,402,"横浜","北九州",107.826086956522,16697.1014492754,25185,805,65.312546,0,2.33333333333333,51,96,98,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1356",18,37,33,50,223,401,"東部","福岡",107.826086956522,16697.1014492754,25185,805,86.26613833,0,2.33333333333333,17,63,66,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1357",18,37,22,50,141,401,"横浜","福岡",107.826086956522,16697.1014492754,25185,805,24.214868,0,2.33333333333333,194,221,439,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1358",18,37,21,50,131,401,"23区","福岡",107.826086956522,16697.1014492754,25185,805,22.795808,0,2.33333333333333,0,144,167,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1359",18,37,18,51,104,402,"沼田・利根","北九州",107.826086956522,16697.1014492754,25185,805,183.921047,0,2.33333333333333,1,1,1,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1360",18,37,21,51,131,402,"23区","北九州",107.826086956522,16697.1014492754,25185,805,63.893486,0,2.33333333333333,316,443,444,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1361",18,37,20,50,113,401,"児玉・大里","福岡",107.826086956522,16697.1014492754,25185,805,79.451845,0,2.33333333333333,4,5,5,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1362",18,37,19,50,111,401,"浦和","福岡",107.826086956522,16697.1014492754,25185,805,40.912273,0,2.33333333333333,103,111,170,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1363",18,37,19,51,111,402,"浦和","北九州",107.826086956522,16697.1014492754,25185,805,82.009951,0,2.33333333333333,23,34,35,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1364",18,37,28,50,201,401,"長野","福岡",107.826086956522,16697.1014492754,25185,805,192.262699,0,2.33333333333333,5,11,23,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1365",18,37,28,51,201,402,"長野","北九州",107.826086956522,16697.1014492754,25185,805,233.360377,0,2.33333333333333,1,7,7,214.256413231515,1909.21164127193,2.0494214844315,1047.875
"1366",18,41,33,52,223,432,"東部","八代・芦北",110,17325,5840,660,121.01580883,0,3,2,2,2,234.18266537057,1233.97254498492,1.7545339497964,1086
"1367",18,41,23,52,144,432,"小田原","八代・芦北",110,17325,5840,660,98.79303767,0,3,0,0,0,234.18266537057,1233.97254498492,1.7545339497964,1086
"1368",18,41,14,52,91,432,"宇都宮","八代・芦北",110,17325,5840,660,135.76971083,0,3,0,0,0,234.18266537057,1233.97254498492,1.7545339497964,1086
"1369",18,41,17,52,101,432,"前橋・高崎","八代・芦北",110,17325,5840,660,152.4976755,0,3,0,0,0,234.18266537057,1233.97254498492,1.7545339497964,1086
"1370",18,41,18,52,104,432,"沼田・利根","八代・芦北",110,17325,5840,660,177.5730395,0,3,0,0,0,234.18266537057,1233.97254498492,1.7545339497964,1086
"1371",18,41,19,52,111,432,"浦和","八代・芦北",110,17325,5840,660,75.6619435,0,3,3,3,3,234.18266537057,1233.97254498492,1.7545339497964,1086
"1372",18,41,20,52,113,432,"児玉・大里","八代・芦北",110,17325,5840,660,114.2015155,0,3,0,0,0,234.18266537057,1233.97254498492,1.7545339497964,1086
"1373",18,41,16,52,95,432,"那須","八代・芦北",110,17325,5840,660,186.8474345,0,3,0,0,0,234.18266537057,1233.97254498492,1.7545339497964,1086
"1374",18,41,21,52,131,432,"23区","八代・芦北",110,17325,5840,660,57.5454785,0,3,27,33,33,234.18266537057,1233.97254498492,1.7545339497964,1086
"1375",18,41,28,52,201,432,"長野","八代・芦北",110,17325,5840,660,227.0123695,0,3,0,0,0,234.18266537057,1233.97254498492,1.7545339497964,1086
"1376",18,41,22,52,141,432,"横浜","八代・芦北",110,17325,5840,660,58.9645385,0,3,3,4,4,234.18266537057,1233.97254498492,1.7545339497964,1086
"1377",18,41,15,52,93,432,"栃木・小山","八代・芦北",110,17325,5840,660,126.06403231,0,3,0,0,0,234.18266537057,1233.97254498492,1.7545339497964,1086
"1378",18,41,31,52,221,432,"中部","八代・芦北",110,17325,5840,660,158.3780638,0,3,0,1,1,234.18266537057,1233.97254498492,1.7545339497964,1086
"1379",18,44,15,54,93,462,"栃木・小山","川北薩・串木野",110,18756.25,5840,630,122.49205398,0,3,0,0,0,277.11190501662,705.212305806604,2.36695294500416,1111
"1380",18,44,23,53,144,461,"小田原","鹿児島",110,18756.25,5840,630,85.21689434,0,3,2,2,3,277.11190501662,705.212305806604,2.36695294500416,1111
"1381",18,44,20,54,113,462,"児玉・大里","川北薩・串木野",110,18756.25,5840,630,110.62953717,0,3,0,0,0,277.11190501662,705.212305806604,2.36695294500416,1111
"1382",18,44,23,54,144,462,"小田原","川北薩・串木野",110,18756.25,5840,630,95.22105934,0,3,0,0,0,277.11190501662,705.212305806604,2.36695294500416,1111
"1383",18,44,31,54,221,462,"中部","川北薩・串木野",110,18756.25,5840,630,154.80608547,0,3,1,4,4,277.11190501662,705.212305806604,2.36695294500416,1111
"1384",18,44,17,53,101,461,"前橋・高崎","鹿児島",110,18756.25,5840,630,138.92153217,0,3,3,5,7,277.11190501662,705.212305806604,2.36695294500416,1111
"1385",18,44,17,54,101,462,"前橋・高崎","川北薩・串木野",110,18756.25,5840,630,148.92569717,0,3,0,0,0,277.11190501662,705.212305806604,2.36695294500416,1111
"1386",18,44,31,53,221,461,"中部","鹿児島",110,18756.25,5840,630,144.80192047,0,3,10,13,26,277.11190501662,705.212305806604,2.36695294500416,1111
"1387",18,44,14,54,91,462,"宇都宮","川北薩・串木野",110,18756.25,5840,630,132.1977325,0,3,0,0,0,277.11190501662,705.212305806604,2.36695294500416,1111
"1388",18,44,16,54,95,462,"那須","川北薩・串木野",110,18756.25,5840,630,183.27545617,0,3,0,0,0,277.11190501662,705.212305806604,2.36695294500416,1111
"1389",18,44,22,54,141,462,"横浜","川北薩・串木野",110,18756.25,5840,630,55.39256017,0,3,5,6,6,277.11190501662,705.212305806604,2.36695294500416,1111
"1390",18,44,22,53,141,461,"横浜","鹿児島",110,18756.25,5840,630,45.38839517,0,3,48,55,103,277.11190501662,705.212305806604,2.36695294500416,1111
"1391",18,44,21,54,131,462,"23区","川北薩・串木野",110,18756.25,5840,630,53.97350017,0,3,27,35,35,277.11190501662,705.212305806604,2.36695294500416,1111
"1392",18,44,14,53,91,461,"宇都宮","鹿児島",110,18756.25,5840,630,122.1935675,0,3,4,4,6,277.11190501662,705.212305806604,2.36695294500416,1111
"1393",18,44,20,53,113,461,"児玉・大里","鹿児島",110,18756.25,5840,630,100.62537217,0,3,2,2,2,277.11190501662,705.212305806604,2.36695294500416,1111
"1394",18,44,21,53,131,461,"23区","鹿児島",110,18756.25,5840,630,43.96933517,0,3,298,304,307,277.11190501662,705.212305806604,2.36695294500416,1111
"1395",18,44,16,53,95,461,"那須","鹿児島",110,18756.25,5840,630,173.27129117,0,3,0,1,1,277.11190501662,705.212305806604,2.36695294500416,1111
"1396",18,44,33,54,223,462,"東部","川北薩・串木野",110,18756.25,5840,630,117.4438305,0,3,1,1,1,277.11190501662,705.212305806604,2.36695294500416,1111
"1397",18,44,28,54,201,462,"長野","川北薩・串木野",110,18756.25,5840,630,223.44039117,0,3,0,0,1,277.11190501662,705.212305806604,2.36695294500416,1111
"1398",18,44,28,53,201,461,"長野","鹿児島",110,18756.25,5840,630,213.43622617,0,3,18,20,23,277.11190501662,705.212305806604,2.36695294500416,1111
"1399",18,44,19,54,111,462,"浦和","川北薩・串木野",110,18756.25,5840,630,72.08996517,0,3,3,3,3,277.11190501662,705.212305806604,2.36695294500416,1111
"1400",18,44,18,54,104,462,"沼田・利根","川北薩・串木野",110,18756.25,5840,630,174.00106117,0,3,0,0,0,277.11190501662,705.212305806604,2.36695294500416,1111
"1401",18,44,33,53,223,461,"東部","鹿児島",110,18756.25,5840,630,107.4396655,0,3,8,8,11,277.11190501662,705.212305806604,2.36695294500416,1111
"1402",18,44,19,53,111,461,"浦和","鹿児島",110,18756.25,5840,630,62.08580017,0,3,49,55,85,277.11190501662,705.212305806604,2.36695294500416,1111
"1403",18,44,15,53,93,461,"栃木・小山","鹿児島",110,18756.25,5840,630,112.48788898,0,3,1,1,1,277.11190501662,705.212305806604,2.36695294500416,1111
"1404",18,44,18,53,104,461,"沼田・利根","鹿児島",110,18756.25,5840,630,163.99689617,0,3,0,0,0,277.11190501662,705.212305806604,2.36695294500416,1111
"1405",20,10,24,1,151,22,"新潟","南部",NA,NA,NA,NA,34.63792817,0,NA,0,0,4,0,0,0,NA
"1406",20,10,25,1,152,22,"長岡","南部",NA,NA,NA,NA,81.37241159,0,NA,0,2,4,0,0,0,NA
"1407",20,10,26,1,154,22,"三条・燕","南部",NA,NA,NA,NA,60.410961,0,NA,0,0,0,0,0,0,NA
"1408",20,10,27,1,155,22,"魚沼","南部",NA,NA,NA,NA,119.752854,0,NA,0,0,0,0,0,0,NA
"1409",20,11,24,2,151,31,"新潟","盛岡",NA,NA,NA,NA,43.33134917,0,NA,0,7,16,0,0,0,NA
"1410",20,11,24,3,151,32,"新潟","北上中部",NA,NA,NA,NA,16.04647117,0,NA,0,0,4,0,0,0,NA
"1411",20,11,24,4,151,33,"新潟","両磐",NA,NA,NA,NA,66.08776117,0,NA,0,2,7,0,0,0,NA
"1412",20,11,25,2,152,31,"長岡","盛岡",NA,NA,NA,NA,90.06583259,0,NA,0,2,4,0,0,0,NA
"1413",20,11,25,3,152,32,"長岡","北上中部",NA,NA,NA,NA,62.78095459,0,NA,0,0,3,0,0,0,NA
"1414",20,11,25,4,152,33,"長岡","両磐",NA,NA,NA,NA,112.82224459,0,NA,0,3,4,0,0,0,NA
"1415",20,11,26,2,154,31,"三条・燕","盛岡",NA,NA,NA,NA,69.104382,0,NA,0,1,2,0,0,0,NA
"1416",20,11,26,3,154,32,"三条・燕","北上中部",NA,NA,NA,NA,41.819504,0,NA,0,0,1,0,0,0,NA
"1417",20,11,26,4,154,33,"三条・燕","両磐",NA,NA,NA,NA,91.860794,0,NA,0,0,0,0,0,0,NA
"1418",20,11,27,2,155,31,"魚沼","盛岡",NA,NA,NA,NA,128.446275,0,NA,0,0,0,0,0,0,NA
"1419",20,11,27,3,155,32,"魚沼","北上中部",NA,NA,NA,NA,101.161397,0,NA,0,0,0,0,0,0,NA
"1420",20,11,27,4,155,33,"魚沼","両磐",NA,NA,NA,NA,151.202687,0,NA,0,1,1,0,0,0,NA
"1421",20,12,24,5,151,41,"新潟","仙台",NA,NA,NA,NA,27.40506017,0,NA,0,14,199,0,0,0,NA
"1422",20,12,24,6,151,43,"新潟","古川",NA,NA,NA,NA,78.19179417,0,NA,0,0,6,0,0,0,NA
"1423",20,12,24,9,151,63,"新潟","米沢",NA,NA,NA,NA,87.40653217,0,NA,0,0,44,0,0,0,NA
"1424",20,12,24,10,151,64,"新潟","新庄",NA,NA,NA,NA,100.62030717,0,NA,0,0,1,0,0,0,NA
"1425",20,12,24,11,151,71,"新潟","福島",NA,NA,NA,NA,64.09419067,0,NA,0,0,81,0,0,0,NA
"1426",20,12,27,5,155,41,"魚沼","仙台",NA,NA,NA,NA,112.519986,0,NA,0,5,11,0,0,0,NA
"1427",20,12,25,5,152,41,"長岡","仙台",NA,NA,NA,NA,74.13954359,0,NA,0,8,53,0,0,0,NA
"1428",20,12,25,6,152,43,"長岡","古川",NA,NA,NA,NA,124.92627759,0,NA,0,2,5,0,0,0,NA
"1429",20,12,25,9,152,63,"長岡","米沢",NA,NA,NA,NA,134.14101559,0,NA,0,0,1,0,0,0,NA
"1430",20,12,25,10,152,64,"長岡","新庄",NA,NA,NA,NA,147.35479059,0,NA,0,0,0,0,0,0,NA
"1431",20,12,25,11,152,71,"長岡","福島",NA,NA,NA,NA,110.82867409,0,NA,0,4,18,0,0,0,NA
"1432",20,12,26,5,154,41,"三条・燕","仙台",NA,NA,NA,NA,53.178093,0,NA,0,0,13,0,0,0,NA
"1433",20,12,26,6,154,43,"三条・燕","古川",NA,NA,NA,NA,103.964827,0,NA,0,0,1,0,0,0,NA
"1434",20,12,26,9,154,63,"三条・燕","米沢",NA,NA,NA,NA,113.179565,0,NA,0,0,6,0,0,0,NA
"1435",20,12,26,10,154,64,"三条・燕","新庄",NA,NA,NA,NA,126.39334,0,NA,0,0,0,0,0,0,NA
"1436",20,12,26,11,154,71,"三条・燕","福島",NA,NA,NA,NA,89.8672235,0,NA,0,0,14,0,0,0,NA
"1437",20,12,27,6,155,43,"魚沼","古川",NA,NA,NA,NA,163.30672,0,NA,0,0,0,0,0,0,NA
"1438",20,12,27,9,155,63,"魚沼","米沢",NA,NA,NA,NA,172.521458,0,NA,0,0,0,0,0,0,NA
"1439",20,12,27,10,155,64,"魚沼","新庄",NA,NA,NA,NA,185.735233,0,NA,0,1,1,0,0,0,NA
"1440",20,12,27,11,155,71,"魚沼","福島",NA,NA,NA,NA,149.2091165,0,NA,0,0,2,0,0,0,NA
"1441",20,13,24,7,151,51,"新潟","秋田臨海",NA,NA,NA,NA,27.44360017,0,NA,0,11,15,0,0,0,NA
"1442",20,13,25,7,152,51,"長岡","秋田臨海",NA,NA,NA,NA,74.17808359,0,NA,0,1,3,0,0,0,NA
"1443",20,13,26,7,154,51,"三条・燕","秋田臨海",NA,NA,NA,NA,53.216633,0,NA,0,0,0,0,0,0,NA
"1444",20,13,27,7,155,51,"魚沼","秋田臨海",NA,NA,NA,NA,112.558526,0,NA,0,0,0,0,0,0,NA
"1445",20,15,24,8,151,61,"新潟","山形",NA,NA,NA,NA,29.48336117,0,NA,0,0,32,0,0,0,NA
"1446",20,15,25,8,152,61,"長岡","山形",NA,NA,NA,NA,76.21784459,0,NA,0,1,5,0,0,0,NA
"1447",20,15,26,8,154,61,"三条・燕","山形",NA,NA,NA,NA,55.256394,0,NA,0,0,2,0,0,0,NA
"1448",20,15,27,8,155,61,"魚沼","山形",NA,NA,NA,NA,114.598287,0,NA,0,0,0,0,0,0,NA
"1449",20,17,24,12,151,73,"新潟","郡山",NA,NA,NA,NA,33.98236067,0,NA,0,1,134,0,0,0,NA
"1450",20,17,24,13,151,76,"新潟","白河",NA,NA,NA,NA,35.66804567,0,NA,0,2,14,0,0,0,NA
"1451",20,17,25,12,152,73,"長岡","郡山",NA,NA,NA,NA,80.71684409,0,NA,0,0,17,0,0,0,NA
"1452",20,17,25,13,152,76,"長岡","白河",NA,NA,NA,NA,82.40252909,0,NA,0,1,1,0,0,0,NA
"1453",20,17,26,12,154,73,"三条・燕","郡山",NA,NA,NA,NA,59.7553935,0,NA,0,0,10,0,0,0,NA
"1454",20,17,26,13,154,76,"三条・燕","白河",NA,NA,NA,NA,61.4410785,0,NA,0,0,1,0,0,0,NA
"1455",20,17,27,12,155,73,"魚沼","郡山",NA,NA,NA,NA,119.0972865,0,NA,0,0,2,0,0,0,NA
"1456",20,17,27,13,155,76,"魚沼","白河",NA,NA,NA,NA,120.7829715,0,NA,0,1,1,0,0,0,NA
"1457",20,18,24,17,151,101,"新潟","前橋・高崎",NA,NA,NA,NA,125.83038617,0,NA,0,24,153,0,0,0,NA
"1458",20,18,24,19,151,111,"新潟","浦和",NA,NA,NA,NA,48.99465417,0,NA,0,213,330,0,0,0,NA
"1459",20,18,24,21,151,131,"新潟","23区",NA,NA,NA,NA,30.87818917,0,NA,0,0,251,0,0,0,NA
"1460",20,18,24,22,151,141,"新潟","横浜",NA,NA,NA,NA,32.29724917,0,NA,0,174,248,0,0,0,NA
"1461",20,18,24,23,151,144,"新潟","小田原",NA,NA,NA,NA,72.12574834,0,NA,0,0,7,0,0,0,NA
"1462",20,18,24,28,151,201,"新潟","長野",NA,NA,NA,NA,200.34508017,0,NA,0,10,277,0,0,0,NA
"1463",20,18,24,31,151,221,"新潟","中部",NA,NA,NA,NA,131.71077447,0,NA,0,7,9,0,0,0,NA
"1464",20,18,24,33,151,223,"新潟","東部",NA,NA,NA,NA,94.3485195,0,NA,0,6,17,0,0,0,NA
"1465",20,18,24,15,151,93,"新潟","栃木・小山",NA,NA,NA,NA,99.39674298,0,NA,0,6,12,0,0,0,NA
"1466",20,18,24,16,151,95,"新潟","那須",NA,NA,NA,NA,160.18014517,0,NA,0,0,62,0,0,0,NA
"1467",20,18,25,17,152,101,"長岡","前橋・高崎",NA,NA,NA,NA,172.56486959,0,NA,0,7,210,0,0,0,NA
"1468",20,18,25,19,152,111,"長岡","浦和",NA,NA,NA,NA,95.72913759,0,NA,0,124,248,0,0,0,NA
"1469",20,18,25,21,152,131,"長岡","23区",NA,NA,NA,NA,77.61267259,0,NA,0,437,637,0,0,0,NA
"1470",20,18,25,22,152,141,"長岡","横浜",NA,NA,NA,NA,79.03173259,0,NA,0,70,141,0,0,0,NA
"1471",20,18,25,23,152,144,"長岡","小田原",NA,NA,NA,NA,118.86023176,0,NA,0,0,4,0,0,0,NA
"1472",20,18,25,28,152,201,"長岡","長野",NA,NA,NA,NA,247.07956359,0,NA,0,0,296,0,0,0,NA
"1473",20,18,25,31,152,221,"長岡","中部",NA,NA,NA,NA,178.44525789,0,NA,0,0,1,0,0,0,NA
"1474",20,18,25,33,152,223,"長岡","東部",NA,NA,NA,NA,141.08300292,0,NA,0,5,14,0,0,0,NA
"1475",20,18,25,15,152,93,"長岡","栃木・小山",NA,NA,NA,NA,146.1312264,0,NA,0,9,13,0,0,0,NA
"1476",20,18,25,16,152,95,"長岡","那須",NA,NA,NA,NA,206.91462859,0,NA,0,2,12,0,0,0,NA
"1477",20,18,26,17,154,101,"三条・燕","前橋・高崎",NA,NA,NA,NA,151.603419,0,NA,0,2,37,0,0,0,NA
"1478",20,18,26,19,154,111,"三条・燕","浦和",NA,NA,NA,NA,74.767687,0,NA,0,56,89,0,0,0,NA
"1479",20,18,26,21,154,131,"三条・燕","23区",NA,NA,NA,NA,56.651222,0,NA,0,224,276,0,0,0,NA
"1480",20,18,26,22,154,141,"三条・燕","横浜",NA,NA,NA,NA,58.070282,0,NA,0,28,35,0,0,0,NA
"1481",20,18,26,23,154,144,"三条・燕","小田原",NA,NA,NA,NA,97.89878117,0,NA,0,1,4,0,0,0,NA
"1482",20,18,26,28,154,201,"三条・燕","長野",NA,NA,NA,NA,226.118113,0,NA,0,1,78,0,0,0,NA
"1483",20,18,26,31,154,221,"三条・燕","中部",NA,NA,NA,NA,157.4838073,0,NA,0,3,3,0,0,0,NA
"1484",20,18,26,33,154,223,"三条・燕","東部",NA,NA,NA,NA,120.12155233,0,NA,0,0,4,0,0,0,NA
"1485",20,18,26,15,154,93,"三条・燕","栃木・小山",NA,NA,NA,NA,125.16977581,0,NA,0,0,1,0,0,0,NA
"1486",20,18,26,16,154,95,"三条・燕","那須",NA,NA,NA,NA,185.953178,0,NA,0,0,7,0,0,0,NA
"1487",20,18,27,17,155,101,"魚沼","前橋・高崎",NA,NA,NA,NA,210.945312,0,NA,0,34,230,0,0,0,NA
"1488",20,18,27,19,155,111,"魚沼","浦和",NA,NA,NA,NA,134.10958,0,NA,0,64,196,0,0,0,NA
"1489",20,18,27,21,155,131,"魚沼","23区",NA,NA,NA,NA,115.993115,0,NA,0,297,559,0,0,0,NA
"1490",20,18,27,22,155,141,"魚沼","横浜",NA,NA,NA,NA,117.412175,0,NA,0,20,67,0,0,0,NA
"1491",20,18,27,23,155,144,"魚沼","小田原",NA,NA,NA,NA,157.24067417,0,NA,0,0,1,0,0,0,NA
"1492",20,18,27,28,155,201,"魚沼","長野",NA,NA,NA,NA,285.460006,0,NA,0,0,462,0,0,0,NA
"1493",20,18,27,31,155,221,"魚沼","中部",NA,NA,NA,NA,216.8257003,0,NA,0,3,3,0,0,0,NA
"1494",20,18,27,33,155,223,"魚沼","東部",NA,NA,NA,NA,179.46344533,0,NA,0,3,5,0,0,0,NA
"1495",20,18,27,15,155,93,"魚沼","栃木・小山",NA,NA,NA,NA,184.51166881,0,NA,0,0,7,0,0,0,NA
"1496",20,18,27,16,155,95,"魚沼","那須",NA,NA,NA,NA,245.295071,0,NA,0,0,1,0,0,0,NA
"1497",20,18,24,18,151,104,"新潟","沼田・利根",NA,NA,NA,NA,150.90575017,0,NA,0,7,76,0,0,0,NA
"1498",20,18,24,20,151,113,"新潟","児玉・大里",NA,NA,NA,NA,87.53422617,0,NA,0,26,49,0,0,0,NA
"1499",20,18,24,14,151,91,"新潟","宇都宮",NA,NA,NA,NA,109.1024215,0,NA,0,2,36,0,0,0,NA
"1500",20,18,25,18,152,104,"長岡","沼田・利根",NA,NA,NA,NA,197.64023359,0,NA,0,0,103,0,0,0,NA
"1501",20,18,25,20,152,113,"長岡","児玉・大里",NA,NA,NA,NA,134.26870959,0,NA,0,2,35,0,0,0,NA
"1502",20,18,25,14,152,91,"長岡","宇都宮",NA,NA,NA,NA,155.83690492,0,NA,0,13,30,0,0,0,NA
"1503",20,18,26,18,154,104,"三条・燕","沼田・利根",NA,NA,NA,NA,176.678783,0,NA,0,0,38,0,0,0,NA
"1504",20,18,26,20,154,113,"三条・燕","児玉・大里",NA,NA,NA,NA,113.307259,0,NA,0,3,16,0,0,0,NA
"1505",20,18,26,14,154,91,"三条・燕","宇都宮",NA,NA,NA,NA,134.87545433,0,NA,0,0,9,0,0,0,NA
"1506",20,18,27,18,155,104,"魚沼","沼田・利根",NA,NA,NA,NA,236.020676,0,NA,0,0,162,0,0,0,NA
