"","47ゾーンi","47ゾーンj","i","j","207ゾーンi","207ゾーンj","207ゾーン名i","207ゾーン名j","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","x","OD1","OD2","一便あたり座席数","一便あたり貨物","一便あたり超過手荷物","路線距離"
"116",11,18,2,21,31,131,"盛岡","23区",NA,NA,NA,NA,49.98138,0,NA,0,477,530,0,0,0,NA
"117",11,18,2,22,31,141,"盛岡","横浜",NA,NA,NA,NA,51.40044,0,NA,0,57,65,0,0,0,NA
"118",11,18,2,23,31,144,"盛岡","小田原",NA,NA,NA,NA,91.22893917,0,NA,0,5,5,0,0,0,NA
"119",11,18,2,31,31,221,"盛岡","中部",NA,NA,NA,NA,150.8139653,0,NA,0,7,7,0,0,0,NA
"120",11,18,2,33,31,223,"盛岡","東部",NA,NA,NA,NA,113.45171033,0,NA,0,2,2,0,0,0,NA
"121",11,18,3,31,32,221,"北上中部","中部",NA,NA,NA,NA,123.5290873,0,NA,0,0,0,0,0,0,NA
"122",11,18,3,15,32,93,"北上中部","栃木・小山",NA,NA,NA,NA,91.21505581,0,NA,0,4,6,0,0,0,NA
"123",11,18,4,28,33,201,"両磐","長野",NA,NA,NA,NA,242.204683,0,NA,0,0,1,0,0,0,NA
"124",11,18,4,33,33,223,"両磐","東部",NA,NA,NA,NA,136.20812233,0,NA,0,1,1,0,0,0,NA
"125",11,18,4,21,33,131,"両磐","23区",NA,NA,NA,NA,72.737792,0,NA,0,64,79,0,0,0,NA
"126",11,18,4,22,33,141,"両磐","横浜",NA,NA,NA,NA,74.156852,0,NA,0,10,14,0,0,0,NA
"127",11,18,3,16,32,95,"北上中部","那須",NA,NA,NA,NA,151.998458,0,NA,0,1,10,0,0,0,NA
"128",11,18,4,19,33,111,"両磐","浦和",NA,NA,NA,NA,90.854257,0,NA,0,13,25,0,0,0,NA
"129",11,18,4,23,33,144,"両磐","小田原",NA,NA,NA,NA,113.98535117,0,NA,0,0,0,0,0,0,NA
"130",11,18,4,15,33,93,"両磐","栃木・小山",NA,NA,NA,NA,141.25634581,0,NA,0,0,2,0,0,0,NA
"131",11,18,4,16,33,95,"両磐","那須",NA,NA,NA,NA,202.039748,0,NA,0,0,4,0,0,0,NA
"132",11,18,4,31,33,221,"両磐","中部",NA,NA,NA,NA,173.5703773,0,NA,0,0,0,0,0,0,NA
"133",11,20,3,27,32,155,"北上中部","魚沼",NA,NA,NA,NA,101.161397,0,NA,0,0,0,0,0,0,NA
"134",11,20,2,27,31,155,"盛岡","魚沼",NA,NA,NA,NA,128.446275,0,NA,0,0,0,0,0,0,NA
"135",11,20,3,26,32,154,"北上中部","三条・燕",NA,NA,NA,NA,41.819504,0,NA,0,0,0,0,0,0,NA
"136",11,20,2,26,31,154,"盛岡","三条・燕",NA,NA,NA,NA,69.104382,0,NA,0,1,1,0,0,0,NA
"137",11,20,4,27,33,155,"両磐","魚沼",NA,NA,NA,NA,151.202687,0,NA,0,1,1,0,0,0,NA
"138",11,20,3,24,32,151,"北上中部","新潟",NA,NA,NA,NA,16.04647117,0,NA,0,0,6,0,0,0,NA
"139",11,20,3,25,32,152,"北上中部","長岡",NA,NA,NA,NA,62.78095459,0,NA,0,0,2,0,0,0,NA
"140",11,20,2,24,31,151,"盛岡","新潟",NA,NA,NA,NA,43.33134917,0,NA,0,7,16,0,0,0,NA
"141",11,20,4,24,33,151,"両磐","新潟",NA,NA,NA,NA,66.08776117,0,NA,0,2,6,0,0,0,NA
"142",11,20,4,25,33,152,"両磐","長岡",NA,NA,NA,NA,112.82224459,0,NA,0,3,3,0,0,0,NA
"143",11,20,4,26,33,154,"両磐","三条・燕",NA,NA,NA,NA,91.860794,0,NA,0,0,0,0,0,0,NA
"144",11,20,2,25,31,152,"盛岡","長岡",NA,NA,NA,NA,90.06583259,0,NA,0,2,4,0,0,0,NA
"145",11,24,2,34,31,231,"盛岡","名古屋",NA,NA,NA,NA,62.596347,0,NA,0,13,14,150.32838038633,100.705794947994,0.50074294205052,787
"146",11,24,3,35,32,232,"北上中部","東三河",NA,NA,NA,NA,54.44988122,0,NA,0,0,0,150.32838038633,100.705794947994,0.50074294205052,787
"147",11,24,4,34,33,231,"両磐","名古屋",NA,NA,NA,NA,85.352759,0,NA,0,1,1,150.32838038633,100.705794947994,0.50074294205052,787
"148",11,24,2,32,31,222,"盛岡","西部",NA,NA,NA,NA,103.168367,0,NA,0,6,6,150.32838038633,100.705794947994,0.50074294205052,787
"149",11,24,4,32,33,222,"両磐","西部",NA,NA,NA,NA,125.924779,0,NA,0,0,0,150.32838038633,100.705794947994,0.50074294205052,787
"150",11,24,2,35,31,232,"盛岡","東三河",NA,NA,NA,NA,81.73475922,0,NA,0,0,19,150.32838038633,100.705794947994,0.50074294205052,787
"151",11,24,3,36,32,233,"北上中部","豊田",NA,NA,NA,NA,38.865726,0,NA,7,13,14,150.32838038633,100.705794947994,0.50074294205052,787
"152",11,24,4,29,33,203,"両磐","上田",NA,NA,NA,NA,269.225563,0,NA,0,0,0,150.32838038633,100.705794947994,0.50074294205052,787
"153",11,24,2,36,31,233,"盛岡","豊田",NA,NA,NA,NA,66.150604,0,NA,1,6,7,150.32838038633,100.705794947994,0.50074294205052,787
"154",11,24,2,30,31,211,"盛岡","岐阜",NA,NA,NA,NA,94.023976,0,NA,3,4,5,150.32838038633,100.705794947994,0.50074294205052,787
"155",11,24,2,29,31,203,"盛岡","上田",NA,NA,NA,NA,246.469151,0,NA,0,2,3,150.32838038633,100.705794947994,0.50074294205052,787
"156",11,24,4,30,33,211,"両磐","岐阜",NA,NA,NA,NA,116.780388,0,NA,0,0,0,150.32838038633,100.705794947994,0.50074294205052,787
"157",11,24,4,35,33,232,"両磐","東三河",NA,NA,NA,NA,104.49117122,0,NA,0,0,0,150.32838038633,100.705794947994,0.50074294205052,787
"158",11,24,3,32,32,222,"北上中部","西部",NA,NA,NA,NA,75.883489,0,NA,0,1,2,150.32838038633,100.705794947994,0.50074294205052,787
"159",11,24,4,36,33,233,"両磐","豊田",NA,NA,NA,NA,88.907016,0,NA,0,0,0,150.32838038633,100.705794947994,0.50074294205052,787
"160",11,24,3,34,32,231,"北上中部","名古屋",NA,NA,NA,NA,35.311469,0,NA,1,7,7,150.32838038633,100.705794947994,0.50074294205052,787
"161",11,24,3,29,32,203,"北上中部","上田",NA,NA,NA,NA,219.184273,0,NA,0,0,0,150.32838038633,100.705794947994,0.50074294205052,787
"162",11,24,3,30,32,211,"北上中部","岐阜",NA,NA,NA,NA,66.739098,0,NA,0,6,6,150.32838038633,100.705794947994,0.50074294205052,787
"163",11,25,2,39,31,271,"盛岡","大阪",NA,NA,NA,NA,67.094759,0,NA,9,16,20,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"164",11,25,3,41,32,283,"北上中部","播磨",NA,NA,NA,NA,68.71368567,0,NA,1,1,1,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"165",11,25,2,38,31,261,"盛岡","京都",NA,NA,NA,NA,109.659696,0,NA,4,18,29,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"166",11,25,3,38,32,261,"北上中部","京都",NA,NA,NA,NA,82.374818,0,NA,5,9,9,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"167",11,25,2,41,31,283,"盛岡","播磨",NA,NA,NA,NA,95.99856367,0,NA,0,0,0,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"168",11,25,2,37,31,252,"盛岡","東北部",NA,NA,NA,NA,161.419443,0,NA,0,0,0,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"169",11,25,3,39,32,271,"北上中部","大阪",NA,NA,NA,NA,39.809881,0,NA,6,8,9,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"170",11,25,4,39,33,271,"両磐","大阪",NA,NA,NA,NA,89.851171,0,NA,2,3,3,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"171",11,25,2,40,31,281,"盛岡","神戸",NA,NA,NA,NA,59.461531,0,NA,2,4,11,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"172",11,25,4,37,33,252,"両磐","東北部",NA,NA,NA,NA,184.175855,0,NA,0,0,0,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"173",11,25,3,40,32,281,"北上中部","神戸",NA,NA,NA,NA,32.176653,0,NA,2,6,6,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"174",11,25,4,38,33,261,"両磐","京都",NA,NA,NA,NA,132.416108,0,NA,0,0,0,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"175",11,25,4,40,33,281,"両磐","神戸",NA,NA,NA,NA,82.217943,0,NA,0,0,0,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"176",11,25,4,41,33,283,"両磐","播磨",NA,NA,NA,NA,118.75497567,0,NA,0,0,0,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"177",11,25,3,37,32,252,"北上中部","東北部",NA,NA,NA,NA,134.134565,0,NA,0,0,0,125.333333333333,169.11973361374,0.349351559761654,919.666666666667
"178",11,30,3,42,32,331,"北上中部","県南",NA,NA,NA,NA,23.61651067,0,NA,0,0,0,0,0,0,NA
"179",11,30,2,42,31,331,"盛岡","県南",NA,NA,NA,NA,50.90138867,0,NA,0,1,1,0,0,0,NA
"180",11,30,4,42,33,331,"両磐","県南",NA,NA,NA,NA,73.65780067,0,NA,0,0,0,0,0,0,NA
"181",11,31,3,43,32,341,"北上中部","広島",NA,NA,NA,NA,49.05590817,0,NA,1,3,4,0,0,0,NA
"182",11,31,3,44,32,342,"北上中部","備後",NA,NA,NA,NA,46.9328315,0,NA,0,0,0,0,0,0,NA
"183",11,31,2,43,31,341,"盛岡","広島",NA,NA,NA,NA,76.34078617,0,NA,1,4,5,0,0,0,NA
"184",11,31,2,44,31,342,"盛岡","備後",NA,NA,NA,NA,74.2177095,0,NA,0,0,0,0,0,0,NA
"185",11,31,4,43,33,341,"両磐","広島",NA,NA,NA,NA,99.09719817,0,NA,0,1,1,0,0,0,NA
"186",11,31,4,44,33,342,"両磐","備後",NA,NA,NA,NA,96.9741215,0,NA,0,0,0,0,0,0,NA
"187",11,32,3,45,32,351,"北上中部","山口",NA,NA,NA,NA,38.54410548,0,NA,0,0,0,0,0,0,NA
"188",11,32,2,45,31,351,"盛岡","山口",NA,NA,NA,NA,65.82898348,0,NA,0,0,0,0,0,0,NA
"189",11,32,2,46,31,352,"盛岡","下関",NA,NA,NA,NA,62.390495,0,NA,0,0,0,0,0,0,NA
"190",11,32,2,47,31,353,"盛岡","宇部",NA,NA,NA,NA,34.828163,0,NA,0,0,0,0,0,0,NA
"191",11,32,3,46,32,352,"北上中部","下関",NA,NA,NA,NA,35.105617,0,NA,0,0,0,0,0,0,NA
"192",11,32,3,47,32,353,"北上中部","宇部",NA,NA,NA,NA,7.543285,0,NA,0,0,0,0,0,0,NA
"193",11,32,4,45,33,351,"両磐","山口",NA,NA,NA,NA,88.58539548,0,NA,0,0,0,0,0,0,NA
"194",11,32,4,46,33,352,"両磐","下関",NA,NA,NA,NA,85.146907,0,NA,0,0,0,0,0,0,NA
"195",11,32,4,47,33,353,"両磐","宇部",NA,NA,NA,NA,57.584575,0,NA,0,0,0,0,0,0,NA
"196",11,32,4,48,33,354,"両磐","岩国",NA,NA,NA,NA,144.919091,0,NA,0,0,0,0,0,0,NA
"197",11,32,4,49,33,355,"両磐","徳山",NA,NA,NA,NA,109.625985,0,NA,0,0,0,0,0,0,NA
"198",11,32,2,48,31,354,"盛岡","岩国",NA,NA,NA,NA,122.162679,0,NA,0,0,0,0,0,0,NA
"199",11,32,2,49,31,355,"盛岡","徳山",NA,NA,NA,NA,86.869573,0,NA,0,0,0,0,0,0,NA
"200",11,32,3,48,32,354,"北上中部","岩国",NA,NA,NA,NA,94.877801,0,NA,0,0,0,0,0,0,NA
"201",11,32,3,49,32,355,"北上中部","徳山",NA,NA,NA,NA,59.584695,0,NA,0,0,0,0,0,0,NA
"202",11,37,3,50,32,401,"北上中部","福岡",NA,NA,NA,NA,7.96409,0,NA,2,4,4,0,0,0,NA
"203",11,37,4,51,33,402,"両磐","北九州",NA,NA,NA,NA,99.103058,0,NA,1,1,1,0,0,0,NA
"204",11,37,2,50,31,401,"盛岡","福岡",NA,NA,NA,NA,35.248968,0,NA,3,3,4,0,0,0,NA
"205",11,37,4,50,33,401,"両磐","福岡",NA,NA,NA,NA,58.00538,0,NA,1,1,1,0,0,0,NA
"206",11,37,3,51,32,402,"北上中部","北九州",NA,NA,NA,NA,49.061768,0,NA,0,1,1,0,0,0,NA
"207",11,37,2,51,31,402,"盛岡","北九州",NA,NA,NA,NA,76.346646,0,NA,1,3,3,0,0,0,NA
"208",11,41,2,52,31,432,"盛岡","八代・芦北",NA,NA,NA,NA,69.9986385,0,NA,0,0,0,0,0,0,NA
