"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","V22","prob","out.share","share"
"2359",2359,22,46,141,352,18,32,"横浜","下関","新横浜","新下関","新横浜駅新下関駅",5,18,388,25920,1,304,12.203666,1,0,5.473706,0.277777777777778,0,0.277777777777778
"2360",2360,22,46,141,352,18,32,"横浜","下関","羽田","山口宇部","羽田駅山口宇部駅",13,18,100,17300,2920,655,49.149575,0,2,31.173225,0.722222222222222,0,0.722222222222222
"2361",2361,22,47,141,353,18,32,"横浜","宇部","新横浜","厚狭","新横浜駅厚狭駅",11,22,377,25280,1,326,20.312357,1,0,13.582397,0.5,0,0.5
"2362",2362,22,47,141,353,18,32,"横浜","宇部","羽田","山口宇部","羽田駅山口宇部駅",11,22,100,17300,2920,655,21.587243,0,2,3.610893,0.5,0,0.5
"2363",2363,22,48,141,354,18,32,"横浜","岩国","新横浜","新岩国","新横浜駅新岩国駅",10,14,327,23320,1,426,13.214621,1,0,6.484661,0.714285714285714,0.142857142857143,0.714285714285714
"2364",2364,22,48,141,354,18,32,"横浜","岩国","羽田","山口宇部","羽田駅山口宇部駅",2,14,100,17300,2920,655,108.921759,0,2,90.945409,0.142857142857143,0.142857142857143,0.142857142857143
"2365",2365,22,49,141,355,18,32,"横浜","徳山","新横浜","徳山","新横浜駅徳山駅",31,38,242,23980,1,596,14.020584,1,0,7.290624,0.815789473684211,0.0263157894736843,0.815789473684211
"2366",2366,22,49,141,355,18,32,"横浜","徳山","羽田","山口宇部","羽田駅山口宇部駅",6,38,100,17300,2920,655,73.628653,0,2,55.652303,0.157894736842105,0.0263157894736843,0.157894736842105
"2367",2367,22,50,141,401,18,37,"横浜","福岡","新横浜","博多","新横浜駅博多駅",27,439,281,27000,1,518,8.483619,1,0,1.753659,0.061503416856492,0.496583143507973,0.061503416856492
"2368",2368,22,50,141,401,18,37,"横浜","福岡","羽田","福岡","羽田駅福岡駅",194,439,107.826086956522,16697.1014492754,25185,805,22.008048,0,2.33333333333333,4.031698,0.441913439635535,0.496583143507973,0.441913439635535
"2369",2369,22,51,141,402,18,37,"横浜","北九州","新横浜","小倉","新横浜駅小倉駅",45,98,264,25920,1,552,7.474433333,1,0,0.744473333,0.459183673469388,0.0204081632653061,0.459183673469388
"2370",2370,22,51,141,402,18,37,"横浜","北九州","羽田","福岡","羽田駅福岡駅",51,98,107.826086956522,16697.1014492754,25185,805,63.105726,0,2.33333333333333,45.129376,0.520408163265306,0.0204081632653061,0.520408163265306
"2371",2371,22,52,141,432,18,41,"横浜","八代・芦北","新横浜","新八代","新横浜駅新八代駅",1,4,381,29600,1,318,9.226471667,1,0,2.496511667,0.25,0,0.25
"2372",2372,22,52,141,432,18,41,"横浜","八代・芦北","羽田","熊本","羽田駅熊本駅",3,4,110,17325,5840,660,56.7577185,0,3,38.7813685,0.75,0,0.75
"2373",2373,22,53,141,461,18,44,"横浜","鹿児島","新横浜","鹿児島中央","新横浜駅鹿児島中央駅",7,103,426,31320,1,228,8.644524167,1,0,1.914564167,0.0679611650485437,0.466019417475728,0.0679611650485437
"2374",2374,22,53,141,461,18,44,"横浜","鹿児島","羽田","鹿児島","羽田駅鹿児島駅",48,103,110,18756.25,5840,630,43.18157517,0,3,25.20522517,0.466019417475728,0.466019417475728,0.466019417475728
"2375",2375,22,54,141,462,18,44,"横浜","川北薩・串木野","新横浜","川内","新横浜駅川内駅",1,6,414,30680,1,252,7.563934167,1,0,0.833974167,0.166666666666667,0,0.166666666666667
"2376",2376,22,54,141,462,18,44,"横浜","川北薩・串木野","羽田","鹿児島","羽田駅鹿児島駅",5,6,110,18756.25,5840,630,53.18574017,0,3,35.20939017,0.833333333333333,0,0.833333333333333
"2377",2377,23,1,144,22,18,10,"小田原","南部","小田原","八戸","小田原駅八戸駅",2,3,251,20300,1,578,6.519236,1,0,4.994543,0.666666666666667,0.333333333333333,0.666666666666667
"2378",2378,23,1,144,22,18,10,"小田原","南部","羽田","三沢","羽田駅三沢駅",0,3,80,14750,1095,585,53.741119,0,1,22.523849,0,0.333333333333333,0.001
"2379",2379,23,2,144,31,18,11,"小田原","盛岡","小田原","盛岡","小田原駅盛岡駅",5,5,215,19220,1,650,3.049386,1,0,1.524693,1,0,0.999
"2380",2380,23,2,144,31,18,11,"小田原","盛岡","羽田","花巻","羽田駅花巻駅",0,5,0,NA,NA,NA,62.43454,0,NA,31.21727,0,0,0.001
"2381",2381,23,3,144,32,18,11,"小田原","北上中部","小田原","新花巻","小田原駅新花巻駅",2,4,215,18580,1,650,6.73094,1,0,5.206247,0.5,0.5,0.5
"2382",2382,23,3,144,32,18,11,"小田原","北上中部","羽田","花巻","羽田駅花巻駅",0,4,0,NA,NA,NA,35.149662,0,NA,3.932392,0,0.5,0.001
"2383",2383,23,4,144,33,18,11,"小田原","両磐","小田原","一ノ関","小田原駅一ノ関駅",0,0,177,16840,1,726,2.909174,1,0,1.384481,NA,NA,NA
"2384",2384,23,4,144,33,18,11,"小田原","両磐","羽田","花巻","羽田駅花巻駅",0,0,0,NA,NA,NA,85.190952,0,NA,53.973682,NA,NA,NA
"2385",2385,23,5,144,41,18,12,"小田原","仙台","小田原","仙台","小田原駅仙台駅",10,14,141,14040,1,798,2.843153,1,0,1.31846,0.714285714285714,0.285714285714286,0.714285714285714
"2386",2386,23,5,144,41,18,12,"小田原","仙台","羽田","仙台","羽田駅仙台駅",0,14,60,9050,1460,270,46.508251,0,2,15.290981,0,0.285714285714286,0.001
"2387",2387,23,6,144,43,18,12,"小田原","古川","小田原","くりこま高原","小田原駅くりこま高原駅",3,4,165,16420,1,750,6.588701,1,0,5.064008,0.75,0.25,0.75
"2388",2388,23,6,144,43,18,12,"小田原","古川","羽田","仙台","羽田駅仙台駅",0,4,60,9050,1460,270,97.294985,0,2,66.077715,0,0.25,0.001
"2389",2389,23,7,144,51,18,13,"小田原","秋田臨海","小田原","秋田","小田原駅秋田駅",0,1,268,20960,1,544,3.836227,1,0,2.311534,0,0,0.001
"2390",2390,23,7,144,51,18,13,"小田原","秋田臨海","羽田","秋田","羽田駅秋田駅",1,1,70,12300,2555,660,46.546791,0,2,15.329521,1,0,0.999
"2391",2391,23,8,144,61,18,15,"小田原","山形","小田原","山形","小田原駅山形駅",10,11,202,14680,1,676,2.843301,1,0,1.318608,0.909090909090909,0.0909090909090909,0.909090909090909
"2392",2392,23,8,144,61,18,15,"小田原","山形","羽田","山形","羽田駅山形駅",0,11,60,9100,365,80,48.586552,0,1,17.369282,0,0.0909090909090909,0.001
"2393",2393,23,9,144,63,18,12,"小田原","米沢","小田原","米沢","小田原駅米沢駅",1,1,168,12960,1,744,3.279696,1,0,1.755003,1,0,0.999
"2394",2394,23,9,144,63,18,12,"小田原","米沢","羽田","仙台","羽田駅仙台駅",0,1,60,9050,1460,270,106.509723,0,2,75.292453,0,0,0.001
"2395",2395,23,10,144,64,18,12,"小田原","新庄","小田原","新庄","小田原駅新庄駅",1,1,250,16420,1,580,1.65855,1,0,0.439995,1,0,0.999
"2396",2396,23,10,144,64,18,12,"小田原","新庄","羽田","仙台","羽田駅仙台駅",0,1,60,9050,1460,270,154.276777,0,2,88.506228,0,0,0.001
"2397",2397,23,11,144,71,18,12,"小田原","福島","小田原","福島","小田原駅福島駅",4,12,133,11880,1,814,3.199248833,1,0,1.980693833,0.333333333333333,0.666666666666667,0.333333333333333
"2398",2398,23,11,144,71,18,12,"小田原","福島","羽田","仙台","羽田駅仙台駅",0,12,60,9050,1460,270,117.7506605,0,2,51.9801115,0,0.666666666666667,0.001
"2399",2399,23,12,144,73,18,17,"小田原","郡山","小田原","郡山","小田原駅郡山駅",6,10,118,10800,1,844,4.206833,1,0,2.988278,0.6,0.4,0.6
"2400",2400,23,12,144,73,18,17,"小田原","郡山","羽田","福島","羽田駅福島駅",0,10,0,NA,NA,NA,87.6388305,0,NA,21.8682815,0,0.4,0.001
"2401",2401,23,13,144,76,18,17,"小田原","白河","小田原","新白河","小田原駅新白河駅",0,1,125,9500,1,830,3.770534667,1,0,2.551979667,0,1,0.001
"2402",2402,23,13,144,76,18,17,"小田原","白河","羽田","福島","羽田駅福島駅",0,1,0,NA,NA,NA,89.3245155,0,NA,23.5539665,0,1,0.001
"2403",2403,23,14,144,91,18,18,"小田原","宇都宮","小田原","宇都宮","小田原駅宇都宮駅",14,27,91,6700,1,898,3.367464667,1,0,2.148909667,0.518518518518518,0.481481481481482,0.518518518518518
"2404",2404,23,14,144,91,18,18,"小田原","宇都宮","羽田","羽田","羽田駅羽田駅",0,27,0,NA,NA,NA,162.75889133,0,NA,96.98834233,0,0.481481481481482,0.001
"2405",2405,23,15,144,93,18,18,"小田原","栃木・小山","小田原","小山","小田原駅小山駅",1,5,82,6040,1,916,10.659657259,1,0,9.441102259,0.2,0.8,0.2
"2406",2406,23,15,144,93,18,18,"小田原","栃木・小山","羽田","羽田","羽田駅羽田駅",0,5,0,NA,NA,NA,153.05321281,0,NA,87.28266381,0,0.8,0.001
"2407",2407,23,16,144,95,18,18,"小田原","那須","小田原","那須塩原","小田原駅那須塩原駅",2,10,110,8860,1,860,8.125891,1,0,6.907336,0.2,0.8,0.2
"2408",2408,23,16,144,95,18,18,"小田原","那須","羽田","羽田","羽田駅羽田駅",0,10,0,NA,NA,NA,213.836615,0,NA,148.066066,0,0.8,0.001
"2409",2409,23,17,144,101,18,18,"小田原","前橋・高崎","小田原","高崎","小田原駅高崎駅",1,32,89,6700,1,902,10.094391,1,0,8.875836,0.03125,0.96875,0.03125
"2410",2410,23,17,144,101,18,18,"小田原","前橋・高崎","羽田","羽田","羽田駅羽田駅",0,32,0,NA,NA,NA,179.486856,0,NA,113.716307,0,0.96875,0.001
"2411",2411,23,18,144,104,18,18,"小田原","沼田・利根","小田原","上毛高原","小田原駅上毛高原駅",1,13,114,8000,1,852,9.749222,1,0,8.530667,0.0769230769230769,0.923076923076923,0.0769230769230769
"2412",2412,23,18,144,104,18,18,"小田原","沼田・利根","羽田","羽田","羽田駅羽田駅",0,13,0,NA,NA,NA,204.56222,0,NA,138.791671,0,0.923076923076923,0.001
"2413",2413,23,19,144,111,18,18,"小田原","浦和","小田原","大宮","小田原駅大宮駅",0,0,66,3880,1,948,6.620752,1,0,5.402197,NA,NA,NA
"2414",2414,23,19,144,111,18,18,"小田原","浦和","羽田","羽田","羽田駅羽田駅",0,0,0,NA,NA,NA,102.651124,0,NA,36.880575,NA,NA,NA
"2415",2415,23,20,144,113,18,18,"小田原","児玉・大里","小田原","熊谷","小田原駅熊谷駅",0,0,79,5180,1,922,1.927917,1,0,0.709362,NA,NA,NA
"2416",2416,23,20,144,113,18,18,"小田原","児玉・大里","羽田","羽田","羽田駅羽田駅",0,0,0,NA,NA,NA,141.190696,0,NA,75.420147,NA,NA,NA
"2417",2417,23,21,144,131,18,18,"小田原","23区","小田原","東京","小田原駅東京駅",0,0,40,2980,1,1000,NA,1,0,NA,NA,NA,NA
"2418",2418,23,21,144,131,18,18,"小田原","23区","羽田","羽田","羽田駅羽田駅",0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"2419",2419,23,22,144,141,18,18,"小田原","横浜","小田原","新横浜","小田原駅新横浜駅",0,0,20,1940,1,1040,7.0809705,1,0,5.8624155,NA,NA,NA
"2420",2420,23,22,144,141,18,18,"小田原","横浜","羽田","羽田","羽田駅羽田駅",0,0,0,NA,NA,NA,85.953719,0,NA,20.18317,NA,NA,NA
"2421",2421,23,23,144,144,18,18,"小田原","小田原","小田原","小田原","小田原駅小田原駅",0,0,0,NA,1,1080,2.488133,1,0,1.269578,NA,NA,NA
"2422",2422,23,23,144,144,18,18,"小田原","小田原","羽田","羽田","羽田駅羽田駅",0,0,0,NA,NA,NA,125.78221817,0,NA,60.01166917,NA,NA,NA
"2423",2423,23,24,144,151,18,20,"小田原","新潟","小田原","新潟","小田原駅新潟駅",0,5,160,13600,1,760,3.324839667,1,0,2.106284667,0,1,0.001
"2424",2424,23,24,144,151,18,20,"小田原","新潟","羽田","新潟","羽田駅新潟駅",0,5,0,NA,NA,NA,77.88462817,0,NA,12.11407917,0,1,0.001
"2425",2425,23,25,144,152,18,20,"小田原","長岡","小田原","長岡","小田原駅長岡駅",0,4,137,11880,1,806,1.509498,1,0,0.290943,0,1,0.001
"2426",2426,23,25,144,152,18,20,"小田原","長岡","羽田","新潟","羽田駅新潟駅",0,4,0,NA,NA,NA,124.61911159,0,NA,58.84856259,0,1,0.001
"2427",2427,23,26,144,154,18,20,"小田原","三条・燕","小田原","燕三条","小田原駅燕三条駅",1,2,148,12520,1,784,2.972765,1,0,1.75421,0.5,0.5,0.5
"2428",2428,23,26,144,154,18,20,"小田原","三条・燕","羽田","新潟","羽田駅新潟駅",0,2,0,NA,NA,NA,103.657661,0,NA,37.887112,0,0.5,0.001
"2429",2429,23,27,144,155,18,20,"小田原","魚沼","小田原","浦佐","小田原駅浦佐駅",0,2,127,10800,1,826,16.652692,1,0,15.434137,0,1,0.001
"2430",2430,23,27,144,155,18,20,"小田原","魚沼","羽田","新潟","羽田駅新潟駅",0,2,0,NA,NA,NA,162.999554,0,NA,97.229005,0,1,0.001
"2431",2431,23,28,144,201,18,18,"小田原","長野","小田原","長野","小田原駅長野駅",15,30,152,10800,1,776,2.298583,1,0,1.080028,0.5,0.5,0.5
"2432",2432,23,28,144,201,18,18,"小田原","長野","羽田","羽田","羽田駅羽田駅",0,30,0,NA,NA,NA,254.00155,0,NA,188.231001,0,0.5,0.001
"2433",2433,23,29,144,203,18,24,"小田原","上田","小田原","上田","小田原駅上田駅",1,20,140,9500,1,800,1.751959,1,0,0.533404,0.05,0.95,0.05
"2434",2434,23,29,144,203,18,24,"小田原","上田","羽田","名古屋","羽田駅名古屋駅",0,20,0,NA,NA,NA,281.02243,0,NA,215.251881,0,0.95,0.001
"2435",2435,23,30,144,211,18,24,"小田原","岐阜","小田原","岐阜羽島","小田原駅岐阜羽島駅",4,15,140,10800,1,800,15.439225,1,0,14.22067,0.266666666666667,0.733333333333333,0.266666666666667
"2436",2436,23,30,144,211,18,24,"小田原","岐阜","羽田","名古屋","羽田駅名古屋駅",0,15,0,NA,NA,NA,128.577255,0,NA,62.806706,0,0.733333333333333,0.001
"2437",2437,23,31,144,221,18,18,"小田原","中部","小田原","静岡","小田原駅静岡駅",56,525,50,3320,1,980,2.592497,1,0,1.373942,0.106666666666667,0.893333333333333,0.106666666666667
"2438",2438,23,31,144,221,18,18,"小田原","中部","羽田","羽田","羽田駅羽田駅",0,525,0,NA,NA,NA,185.3672443,0,NA,119.5966953,0,0.893333333333333,0.001
"2439",2439,23,32,144,222,18,24,"小田原","西部","小田原","浜松","小田原駅浜松駅",36,171,79,6040,1,922,2.994001167,1,0,1.775446167,0.210526315789474,0.789473684210526,0.210526315789474
"2440",2440,23,32,144,222,18,24,"小田原","西部","羽田","名古屋","羽田駅名古屋駅",0,171,0,NA,NA,NA,137.721646,0,NA,71.951097,0,0.789473684210526,0.001
"2441",2441,23,33,144,223,18,18,"小田原","東部","小田原","三島","小田原駅三島駅",56,57,22,1340,1,1036,6.7514895,1,0,5.5329345,0.982456140350877,0.0175438596491229,0.982456140350877
"2442",2442,23,33,144,223,18,18,"小田原","東部","羽田","羽田","羽田駅羽田駅",0,57,0,NA,NA,NA,148.00498933,0,NA,82.23444033,0,0.0175438596491229,0.001
"2443",2443,23,34,144,231,18,24,"小田原","名古屋","小田原","名古屋","小田原駅名古屋駅",44,67,127,10160,1,826,4.159415333,1,0,2.940860333,0.656716417910448,0.343283582089552,0.656716417910448
"2444",2444,23,34,144,231,18,24,"小田原","名古屋","羽田","名古屋","羽田駅名古屋駅",0,67,0,NA,NA,NA,97.149626,0,NA,31.379077,0,0.343283582089552,0.001
"2445",2445,23,35,144,232,18,24,"小田原","東三河","小田原","豊橋","小田原駅豊橋駅",18,45,97,7340,1,886,2.713818667,1,0,1.495263667,0.4,0.6,0.4
"2446",2446,23,35,144,232,18,24,"小田原","東三河","羽田","名古屋","羽田駅名古屋駅",0,45,0,NA,NA,NA,116.28803822,0,NA,50.51748922,0,0.6,0.001
"2447",2447,23,36,144,233,18,24,"小田原","豊田","小田原","三河安城","小田原駅三河安城駅",32,104,116,8860,1,848,11.526919,1,0,10.308364,0.307692307692308,0.692307692307692,0.307692307692308
"2448",2448,23,36,144,233,18,24,"小田原","豊田","羽田","名古屋","羽田駅名古屋駅",0,104,0,NA,NA,NA,100.703883,0,NA,34.933334,0,0.692307692307692,0.001
"2449",2449,23,37,144,252,18,25,"小田原","東北部","小田原","米原","小田原駅米原駅",4,6,159,12520,1,762,6.650913,1,0,5.432358,0.666666666666667,0.333333333333333,0.666666666666667
"2450",2450,23,37,144,252,18,25,"小田原","東北部","羽田","関西国際","羽田駅関西国際駅",0,6,72.6111111085,11550,21900,870,195.972722,0,2.71428571428571,130.202173,0,0.333333333333333,0.001
"2451",2451,23,38,144,261,18,25,"小田原","京都","小田原","京都","小田原駅京都駅",69,77,178,14040,1,724,3.734686,1,0,2.516131,0.896103896103896,0.103896103896104,0.896103896103896
"2452",2452,23,38,144,261,18,25,"小田原","京都","羽田","関西国際","羽田駅関西国際駅",0,77,72.6111111085,11550,21900,870,144.212975,0,2.71428571428571,78.442426,0,0.103896103896104,0.001
"2453",2453,23,39,144,271,18,25,"小田原","大阪","小田原","新大阪","小田原駅新大阪駅",57,67,194,15120,1,692,2.323676,1,0,1.105121,0.850746268656716,0.134328358208955,0.850746268656716
"2454",2454,23,39,144,271,18,25,"小田原","大阪","羽田","関西国際","羽田駅関西国際駅",1,67,72.6111111085,11550,21900,870,101.648038,0,2.71428571428571,35.877489,0.0149253731343284,0.134328358208955,0.0149253731343284
"2455",2455,23,40,144,281,18,25,"小田原","神戸","小田原","新神戸","小田原駅新神戸駅",14,40,207,16420,1,666,2.944962,1,0,1.726407,0.35,0.65,0.35
"2456",2456,23,40,144,281,18,25,"小田原","神戸","羽田","関西国際","羽田駅関西国際駅",0,40,72.6111111085,11550,21900,870,94.01481,0,2.71428571428571,28.244261,0,0.65,0.001
"2457",2457,23,41,144,283,18,25,"小田原","播磨","小田原","姫路","小田原駅姫路駅",14,22,224,17920,1,632,2.647802667,1,0,1.429247667,0.636363636363636,0.363636363636364,0.636363636363636
"2458",2458,23,41,144,283,18,25,"小田原","播磨","羽田","関西国際","羽田駅関西国際駅",0,22,72.6111111085,11550,21900,870,130.55184267,0,2.71428571428571,64.78129367,0,0.363636363636364,0.001
"2459",2459,23,42,144,331,18,30,"小田原","県南","小田原","岡山","小田原駅岡山駅",16,16,239,19660,1,602,2.407925167,1,0,1.189370167,1,0,0.999
"2460",2460,23,42,144,331,18,30,"小田原","県南","羽田","岡山","羽田駅岡山駅",0,16,80,15050,3285,635,85.45466767,0,2,19.68411867,0,0,0.001
"2461",2461,23,43,144,341,18,31,"小田原","広島","小田原","広島","小田原駅広島駅",11,16,280,22240,1,520,3.3233785,1,0,2.1048235,0.6875,0.0625,0.6875
"2462",2462,23,43,144,341,18,31,"小田原","広島","羽田","広島","羽田駅広島駅",4,16,87.5,15400,5840,735,110.89406517,0,3,45.12351617,0.25,0.0625,0.25
"2463",2463,23,44,144,342,18,31,"小田原","備後","小田原","福山","小田原駅福山駅",7,8,257,20300,1,566,1.785820167,1,0,0.567265167,0.875,0,0.875
"2464",2464,23,44,144,342,18,31,"小田原","備後","羽田","広島","羽田駅広島駅",1,8,87.5,15400,5840,735,108.7709885,0,3,43.0004395,0.125,0,0.125
"2465",2465,23,45,144,351,18,32,"小田原","山口","小田原","新山口","小田原駅新山口駅",3,3,308,23980,1,464,12.11415174,1,0,10.89559674,1,0,0.999
"2466",2466,23,45,144,351,18,32,"小田原","山口","羽田","山口宇部","羽田駅山口宇部駅",0,3,100,17300,2920,655,100.38226248,0,2,34.61171348,0,0,0.001
"2467",2467,23,46,144,352,18,32,"小田原","下関","小田原","新下関","小田原駅新下関駅",0,0,451,25280,1,178,6.692261,1,0,5.473706,NA,NA,NA
"2468",2468,23,46,144,352,18,32,"小田原","下関","羽田","山口宇部","羽田駅山口宇部駅",0,0,100,17300,2920,655,96.943774,0,2,31.173225,NA,NA,NA
"2469",2469,23,47,144,353,18,32,"小田原","宇部","小田原","厚狭","小田原駅厚狭駅",1,2,440,24620,1,200,14.800952,1,0,13.582397,0.5,0,0.5
"2470",2470,23,47,144,353,18,32,"小田原","宇部","羽田","山口宇部","羽田駅山口宇部駅",1,2,100,17300,2920,655,69.381442,0,2,3.610893,0.5,0,0.5
"2471",2471,23,48,144,354,18,32,"小田原","岩国","小田原","新岩国","小田原駅新岩国駅",1,1,390,22680,1,300,7.703216,1,0,6.484661,1,0,0.999
"2472",2472,23,48,144,354,18,32,"小田原","岩国","羽田","山口宇部","羽田駅山口宇部駅",0,1,100,17300,2920,655,156.715958,0,2,90.945409,0,0,0.001
"2473",2473,23,49,144,355,18,32,"小田原","徳山","小田原","徳山","小田原駅徳山駅",3,3,305,23320,1,470,8.509179,1,0,7.290624,1,0,0.999
"2474",2474,23,49,144,355,18,32,"小田原","徳山","羽田","山口宇部","羽田駅山口宇部駅",0,3,100,17300,2920,655,121.422852,0,2,55.652303,0,0,0.001
"2475",2475,23,50,144,401,18,37,"小田原","福岡","小田原","博多","小田原駅博多駅",1,11,344,26360,1,392,2.972214,1,0,1.753659,0.0909090909090909,0,0.0909090909090909
"2476",2476,23,50,144,401,18,37,"小田原","福岡","羽田","福岡","羽田駅福岡駅",10,11,107.826086956522,16697.1014492754,25185,805,69.802247,0,2.33333333333333,4.031698,0.909090909090909,0,0.909090909090909
"2477",2477,23,51,144,402,18,37,"小田原","北九州","小田原","小倉","小田原駅小倉駅",3,8,327,25280,1,426,1.963028333,1,0,0.744473333,0.375,0.25,0.375
"2478",2478,23,51,144,402,18,37,"小田原","北九州","羽田","福岡","羽田駅福岡駅",3,8,107.826086956522,16697.1014492754,25185,805,110.899925,0,2.33333333333333,45.129376,0.375,0.25,0.375
"2479",2479,23,52,144,432,18,41,"小田原","八代・芦北","小田原","新八代","小田原駅新八代駅",0,0,444,28940,1,192,3.715066667,1,0,2.496511667,NA,NA,NA
"2480",2480,23,52,144,432,18,41,"小田原","八代・芦北","羽田","熊本","羽田駅熊本駅",0,0,110,17325,5840,660,104.5519175,0,3,38.7813685,NA,NA,NA
"2481",2481,23,53,144,461,18,44,"小田原","鹿児島","小田原","鹿児島中央","小田原駅鹿児島中央駅",0,3,489,30680,1,102,3.133119167,1,0,1.914564167,0,0.333333333333333,0.001
"2482",2482,23,53,144,461,18,44,"小田原","鹿児島","羽田","鹿児島","羽田駅鹿児島駅",2,3,110,18756.25,5840,630,90.97577417,0,3,25.20522517,0.666666666666667,0.333333333333333,0.666666666666667
"2483",2483,23,54,144,462,18,44,"小田原","川北薩・串木野","小田原","川内","小田原駅川内駅",0,0,477,30020,1,126,2.052529167,1,0,0.833974167,NA,NA,NA
"2484",2484,23,54,144,462,18,44,"小田原","川北薩・串木野","羽田","鹿児島","羽田駅鹿児島駅",0,0,110,18756.25,5840,630,100.97993917,0,3,35.20939017,NA,NA,NA
"2485",2485,24,1,151,22,20,10,"新潟","南部","新潟","八戸","新潟駅八戸駅",0,4,280,23320,1,520,6.519236,1,0,4.994543,0,1,0.001
"2486",2486,24,1,151,22,20,10,"新潟","南部","新潟","三沢","新潟駅三沢駅",0,4,0,NA,NA,NA,53.741119,0,NA,22.523849,0,1,0.001
"2487",2487,24,2,151,31,20,11,"新潟","盛岡","新潟","盛岡","新潟駅盛岡駅",7,16,244,22240,1,592,3.049386,1,0,1.524693,0.4375,0.5625,0.4375
"2488",2488,24,2,151,31,20,11,"新潟","盛岡","新潟","花巻","新潟駅花巻駅",0,16,0,NA,NA,NA,62.43454,0,NA,31.21727,0,0.5625,0.001
"2489",2489,24,3,151,32,20,11,"新潟","北上中部","新潟","新花巻","新潟駅新花巻駅",0,4,244,21600,1,592,6.73094,1,0,5.206247,0,1,0.001
"2490",2490,24,3,151,32,20,11,"新潟","北上中部","新潟","花巻","新潟駅花巻駅",0,4,0,NA,NA,NA,35.149662,0,NA,3.932392,0,1,0.001
"2491",2491,24,4,151,33,20,11,"新潟","両磐","新潟","一ノ関","新潟駅一ノ関駅",2,7,206,20300,1,668,2.909174,1,0,1.384481,0.285714285714286,0.714285714285714,0.285714285714286
"2492",2492,24,4,151,33,20,11,"新潟","両磐","新潟","花巻","新潟駅花巻駅",0,7,0,NA,NA,NA,85.190952,0,NA,53.973682,0,0.714285714285714,0.001
"2493",2493,24,5,151,41,20,12,"新潟","仙台","新潟","仙台","新潟駅仙台駅",14,199,170,19220,1,740,2.843153,1,0,1.31846,0.0703517587939698,0.92964824120603,0.0703517587939698
"2494",2494,24,5,151,41,20,12,"新潟","仙台","新潟","仙台","新潟駅仙台駅",0,199,0,NA,NA,NA,46.508251,0,NA,15.290981,0,0.92964824120603,0.001
"2495",2495,24,6,151,43,20,12,"新潟","古川","新潟","くりこま高原","新潟駅くりこま高原駅",0,6,194,20300,1,692,6.588701,1,0,5.064008,0,1,0.001
"2496",2496,24,6,151,43,20,12,"新潟","古川","新潟","仙台","新潟駅仙台駅",0,6,0,NA,NA,NA,97.294985,0,NA,66.077715,0,1,0.001
"2497",2497,24,7,151,51,20,13,"新潟","秋田臨海","新潟","秋田","新潟駅秋田駅",11,15,297,23980,1,486,3.836227,1,0,2.311534,0.733333333333333,0.266666666666667,0.733333333333333
"2498",2498,24,7,151,51,20,13,"新潟","秋田臨海","新潟","秋田","新潟駅秋田駅",0,15,0,NA,NA,NA,46.546791,0,NA,15.329521,0,0.266666666666667,0.001
"2499",2499,24,8,151,61,20,15,"新潟","山形","新潟","山形","新潟駅山形駅",0,32,232,19220,1,616,2.843301,1,0,1.318608,0,1,0.001
"2500",2500,24,8,151,61,20,15,"新潟","山形","新潟","山形","新潟駅山形駅",0,32,0,NA,NA,NA,48.586552,0,NA,17.369282,0,1,0.001
"2501",2501,24,9,151,63,20,12,"新潟","米沢","新潟","米沢","新潟駅米沢駅",0,44,198,18580,1,684,3.279696,1,0,1.755003,0,1,0.001
"2502",2502,24,9,151,63,20,12,"新潟","米沢","新潟","仙台","新潟駅仙台駅",0,44,0,NA,NA,NA,106.509723,0,NA,75.292453,0,1,0.001
"2503",2503,24,10,151,64,20,12,"新潟","新庄","新潟","新庄","新潟駅新庄駅",0,1,280,20300,1,520,2.662598,1,0,0.439995,0,1,0.001
"2504",2504,24,10,151,64,20,12,"新潟","新庄","新潟","仙台","新潟駅仙台駅",0,1,0,NA,NA,NA,96.799669,0,NA,88.506228,0,1,0.001
"2505",2505,24,11,151,71,20,12,"新潟","福島","新潟","福島","新潟駅福島駅",0,81,162,17500,1,756,4.203296833,1,0,1.980693833,0,1,0.001
"2506",2506,24,11,151,71,20,12,"新潟","福島","新潟","仙台","新潟駅仙台駅",0,81,0,NA,NA,NA,60.2735525,0,NA,51.9801115,0,1,0.001
"2507",2507,24,12,151,73,20,17,"新潟","郡山","新潟","郡山","新潟駅郡山駅",1,134,147,15760,1,786,5.210881,1,0,2.988278,0.00746268656716418,0.992537313432836,0.00746268656716418
"2508",2508,24,12,151,73,20,17,"新潟","郡山","新潟","福島","新潟駅福島駅",0,134,0,NA,NA,NA,30.1617225,0,NA,21.8682815,0,0.992537313432836,0.001
"2509",2509,24,13,151,76,20,17,"新潟","白河","新潟","新白河","新潟駅新白河駅",2,14,154,14680,1,772,4.774582667,1,0,2.551979667,0.142857142857143,0.857142857142857,0.142857142857143
