,,origin,destination,airline,railway,ship,bus,car,all
25,31,関西国際,広島,2,2312,2,185,1941,4452
25,32,関西国際,山口宇部,4,685,25,19,333,1080
25,33,関西国際,徳島,0,26,40,670,611,1353
25,34,関西国際,高松,1,497,126,528,284,1439
25,35,関西国際,松山,222,228,66,262,94,892
25,36,関西国際,高知,116,64,4,173,80,436
25,37,関西国際,福岡,399,2516,123,70,513,3646
25,38,関西国際,長崎,219,187,15,73,69,564
25,39,関西国際,五島福江,11,16,7,0,0,34
25,40,関西国際,対馬,5,0,0,0,0,5
25,41,関西国際,熊本,279,199,12,50,98,652
25,42,関西国際,大分,101,243,93,28,62,536
25,43,関西国際,宮崎,278,40,36,37,63,459
25,44,関西国際,鹿児島,389,105,19,82,90,690
25,45,関西国際,奄美大島,116,2,1,0,0,122
25,46,関西国際,那覇,894,32,5,26,62,1018
25,47,関西国際,石垣島,149,0,0,0,0,150
26,1,鳥取,稚内,0,0,0,0,0,0
26,2,鳥取,釧路,0,0,0,0,0,0
26,3,鳥取,函館,0,0,0,0,0,0
26,4,鳥取,旭川,0,0,0,0,0,0
26,5,鳥取,帯広,0,0,0,0,0,0
26,6,鳥取,根室中標津,0,0,0,0,0,0
26,7,鳥取,女満別,0,0,0,0,0,0
26,8,鳥取,新千歳,5,0,0,0,0,11
26,9,鳥取,青森,0,0,0,0,0,0
26,10,鳥取,三沢,0,0,0,0,2,2
26,11,鳥取,花巻,0,0,0,0,0,0
26,12,鳥取,仙台,2,3,0,0,0,2
26,13,鳥取,秋田,1,0,0,0,0,0
26,14,鳥取,大館,0,0,0,0,0,0
26,15,鳥取,山形,0,0,0,0,0,1
26,16,鳥取,庄内,0,0,0,0,0,4
26,17,鳥取,福島,0,0,0,0,0,1
26,18,鳥取,羽田,132,56,2,12,19,231
26,19,鳥取,八丈島,0,0,0,0,0,0
26,20,鳥取,新潟,1,0,0,0,0,10
26,21,鳥取,富山,1,1,0,0,2,3
26,22,鳥取,小松,0,4,0,1,8,11
26,23,鳥取,松本,0,2,0,0,0,0
26,24,鳥取,名古屋,3,28,0,2,3422,3473
26,25,鳥取,関西国際,0,189,0,130,1291,1664
26,26,鳥取,鳥取,0,0,0,0,0,1
26,27,鳥取,米子,0,0,0,0,0,0
26,28,鳥取,出雲,0,35,0,0,8229,8242
26,29,鳥取,石見,0,2,0,0,85,90
26,30,鳥取,岡山,0,37,0,13,1558,1633
26,31,鳥取,広島,0,51,0,22,557,615
26,32,鳥取,山口宇部,0,7,0,1,47,57
26,33,鳥取,徳島,0,2,0,1,23,26
26,34,鳥取,高松,0,4,3,1,45,53
26,35,鳥取,松山,0,3,0,0,22,26
26,36,鳥取,高知,0,1,0,0,12,14
26,37,鳥取,福岡,1,15,0,0,17,28
26,38,鳥取,長崎,0,4,0,1,1,7
26,39,鳥取,五島福江,0,0,0,0,0,0
26,40,鳥取,対馬,0,0,0,0,0,0
26,41,鳥取,熊本,0,3,0,0,7,10
26,42,鳥取,大分,0,2,0,0,0,5
26,43,鳥取,宮崎,0,1,0,0,0,1
26,44,鳥取,鹿児島,0,2,1,0,0,0
26,45,鳥取,奄美大島,0,0,0,0,0,0
26,46,鳥取,那覇,7,0,0,0,0,2
26,47,鳥取,石垣島,0,0,0,0,0,0
27,1,米子,稚内,0,0,0,0,0,0
27,2,米子,釧路,0,0,0,0,0,1
27,3,米子,函館,0,0,0,0,0,0
27,4,米子,旭川,0,0,0,0,0,0
27,5,米子,帯広,0,0,0,0,0,0
27,6,米子,根室中標津,0,0,0,0,0,0
27,7,米子,女満別,0,0,0,0,0,0
27,8,米子,新千歳,4,0,0,0,2,5
27,9,米子,青森,0,0,0,0,0,0
27,10,米子,三沢,0,0,0,0,0,0
27,11,米子,花巻,0,0,0,0,0,0
27,12,米子,仙台,0,1,0,0,0,4
27,13,米子,秋田,0,0,0,0,0,2
27,14,米子,大館,0,0,0,0,0,0
27,15,米子,山形,1,0,0,0,0,0
27,16,米子,庄内,0,4,0,0,0,0
27,17,米子,福島,0,0,0,0,0,0
27,18,米子,羽田,134,26,0,44,38,229
27,19,米子,八丈島,0,0,0,0,0,0
27,20,米子,新潟,1,9,0,0,1,3
27,21,米子,富山,0,1,0,1,0,4
27,22,米子,小松,0,1,0,0,6,8
27,23,米子,松本,0,0,0,0,0,2
27,24,米子,名古屋,3,18,0,5,28,51
27,25,米子,関西国際,2,64,0,116,1852,2097
27,26,米子,鳥取,0,0,0,0,0,0
27,27,米子,米子,0,0,0,0,0,0
27,28,米子,出雲,0,12,0,0,210,239
27,29,米子,石見,0,6,0,0,0,1
27,30,米子,岡山,0,60,0,14,611,656
27,31,米子,広島,0,36,0,17,53,116
27,32,米子,山口宇部,0,8,0,1,18,25
27,33,米子,徳島,0,1,0,0,2,3
27,34,米子,高松,0,5,0,0,5,11
27,35,米子,松山,0,3,0,2,2,8
27,36,米子,高知,0,2,0,0,1,3
27,37,米子,福岡,1,6,0,2,3,21
27,38,米子,長崎,0,5,0,2,0,5
27,39,米子,五島福江,0,0,0,0,0,0
27,40,米子,対馬,0,0,0,0,0,0
27,41,米子,熊本,0,2,0,1,0,4
27,42,米子,大分,0,4,0,0,2,4
27,43,米子,宮崎,0,1,0,1,1,2
27,44,米子,鹿児島,0,0,0,3,1,6
27,45,米子,奄美大島,0,0,0,0,0,0
27,46,米子,那覇,2,0,0,1,2,6
27,47,米子,石垣島,0,0,0,0,0,0
28,1,出雲,稚内,0,0,0,0,0,0
28,2,出雲,釧路,0,0,0,0,0,0
28,3,出雲,函館,0,0,0,0,0,0
28,4,出雲,旭川,0,0,0,0,0,0
28,5,出雲,帯広,0,0,0,0,0,0
28,6,出雲,根室中標津,0,0,0,0,0,0
28,7,出雲,女満別,0,0,0,0,0,0
28,8,出雲,新千歳,16,0,0,2,1,12
28,9,出雲,青森,1,0,0,0,0,2
28,10,出雲,三沢,2,0,0,0,0,2
28,11,出雲,花巻,0,0,0,0,0,1
28,12,出雲,仙台,3,8,0,2,1,13
28,13,出雲,秋田,1,0,0,0,0,0
28,14,出雲,大館,0,0,0,0,0,0
28,15,出雲,山形,0,0,0,0,0,1
28,16,出雲,庄内,1,0,0,0,0,1
28,17,出雲,福島,1,1,0,0,0,2
28,18,出雲,羽田,306,82,0,78,64,495
28,19,出雲,八丈島,0,0,0,0,0,0
28,20,出雲,新潟,2,6,0,4,0,13
28,21,出雲,富山,0,3,0,0,2,5
28,22,出雲,小松,2,4,0,1,22,29
28,23,出雲,松本,0,0,0,0,0,0
28,24,出雲,名古屋,8,34,0,9,29,77
28,25,出雲,関西国際,58,139,3,172,865,1258
28,26,出雲,鳥取,0,35,0,0,160,191
28,27,出雲,米子,0,12,0,0,7104,7120
28,28,出雲,出雲,0,0,0,0,180,186
28,29,出雲,石見,0,0,0,0,0,1
28,30,出雲,岡山,0,84,1,31,1351,1449
28,31,出雲,広島,0,26,0,123,1810,1965
28,32,出雲,山口宇部,0,28,0,4,258,296
28,33,出雲,徳島,0,2,0,3,1,7
28,34,出雲,高松,0,6,1,2,15,24
28,35,出雲,松山,0,5,2,3,4,13
28,36,出雲,高知,0,2,0,2,9,13
28,37,出雲,福岡,10,38,0,15,45,91
28,38,出雲,長崎,2,3,0,0,3,8
28,39,出雲,五島福江,0,0,0,0,0,0
28,40,出雲,対馬,0,0,0,0,0,0
28,41,出雲,熊本,2,5,0,4,3,11
28,42,出雲,大分,0,3,0,1,1,6
28,43,出雲,宮崎,1,1,0,0,1,3
28,44,出雲,鹿児島,1,2,0,1,0,5
28,45,出雲,奄美大島,0,0,0,0,0,0
28,46,出雲,那覇,11,0,0,1,1,9
28,47,出雲,石垣島,0,0,0,0,0,0
29,1,石見,稚内,0,0,0,0,0,0
29,2,石見,釧路,0,0,0,0,0,0
29,3,石見,函館,0,0,0,0,0,0
29,4,石見,旭川,0,0,0,0,0,0
29,5,石見,帯広,0,0,0,0,0,0
29,6,石見,根室中標津,0,0,0,0,0,0
29,7,石見,女満別,0,0,0,0,0,0
29,8,石見,新千歳,0,0,0,0,0,10
29,9,石見,青森,0,0,0,0,0,1
29,10,石見,三沢,0,0,0,0,0,1
29,11,石見,花巻,0,0,0,0,0,0
29,12,石見,仙台,0,0,0,0,0,2
29,13,石見,秋田,0,0,0,0,0,1
29,14,石見,大館,0,0,0,0,0,0
29,15,石見,山形,0,0,0,0,0,0
29,16,石見,庄内,0,0,0,0,0,0
29,17,石見,福島,0,0,0,0,0,0
29,18,石見,羽田,17,9,0,2,8,126
29,19,石見,八丈島,0,0,0,0,0,0
29,20,石見,新潟,0,0,0,0,0,0
29,21,石見,富山,0,0,0,0,3,3
29,22,石見,小松,0,0,0,0,4,7
29,23,石見,松本,0,0,0,0,0,0
29,24,石見,名古屋,0,2,0,3,9,26
29,25,石見,関西国際,3,5,0,33,121,208
29,26,石見,鳥取,0,2,0,0,34,41
29,27,石見,米子,0,6,0,0,716,721
29,28,石見,出雲,0,0,0,0,0,0
29,29,石見,石見,0,0,0,0,0,0
29,30,石見,岡山,0,0,0,6,296,330
29,31,石見,広島,0,3,0,37,317,356
29,32,石見,山口宇部,0,1,0,0,67,74
29,33,石見,徳島,0,0,0,1,0,2
29,34,石見,高松,0,1,0,1,3,8
29,35,石見,松山,0,0,0,1,1,2
29,36,石見,高知,0,0,0,7,0,8
29,37,石見,福岡,0,6,0,1,12,28
29,38,石見,長崎,0,0,0,0,1,3
29,39,石見,五島福江,0,0,0,0,0,0
29,40,石見,対馬,0,0,0,0,0,0
29,41,石見,熊本,0,0,0,1,0,2
29,42,石見,大分,0,0,0,0,1,2
29,43,石見,宮崎,0,1,0,0,0,0
29,44,石見,鹿児島,0,0,0,0,0,1
29,45,石見,奄美大島,0,0,0,0,0,0
29,46,石見,那覇,0,0,0,0,0,8
29,47,石見,石垣島,0,0,0,0,0,0
30,1,岡山,稚内,0,0,0,0,0,0
30,2,岡山,釧路,1,0,0,0,0,1
30,3,岡山,函館,2,1,0,0,0,2
30,4,岡山,旭川,2,0,0,0,1,1
30,5,岡山,帯広,0,1,0,0,0,1
30,6,岡山,根室中標津,0,0,0,0,0,0
30,7,岡山,女満別,1,0,0,0,0,1
30,8,岡山,新千歳,58,4,0,1,2,63
30,9,岡山,青森,2,2,0,1,0,5
30,10,岡山,三沢,0,4,0,0,0,4
30,11,岡山,花巻,0,2,0,0,0,2
30,12,岡山,仙台,7,12,0,5,2,24
30,13,岡山,秋田,1,6,0,1,0,8
30,14,岡山,大館,1,1,0,0,0,1
30,15,岡山,山形,1,1,0,0,1,3
30,16,岡山,庄内,0,0,0,0,0,0
30,17,岡山,福島,0,10,0,1,0,7
30,18,岡山,羽田,351,1534,2,78,303,2186
30,19,岡山,八丈島,0,0,0,0,0,0
30,20,岡山,新潟,4,14,0,0,5,23
30,21,岡山,富山,0,11,0,0,18,28
30,22,岡山,小松,0,25,0,0,23,45
30,23,岡山,松本,0,6,0,0,8,13
30,24,岡山,名古屋,0,297,0,19,203,498
30,25,岡山,関西国際,6,1372,5,292,6332,7956
30,26,岡山,鳥取,0,37,0,8,389,436
30,27,岡山,米子,0,60,0,22,857,940
30,28,岡山,出雲,0,84,1,29,469,585
30,29,岡山,石見,0,0,0,0,10,11
30,30,岡山,岡山,0,0,0,0,10,12
30,31,岡山,広島,0,502,0,72,9916,10481
30,32,岡山,山口宇部,0,123,2,0,400,525
30,33,岡山,徳島,0,59,1,9,87,154
30,34,岡山,高松,0,1068,381,1,709,2140
30,35,岡山,松山,0,137,0,26,147,310
30,36,岡山,高知,0,56,1,17,86,159
30,37,岡山,福岡,0,436,0,7,55,496
30,38,岡山,長崎,0,20,1,1,8,29
30,39,岡山,五島福江,0,0,0,0,0,0
30,40,岡山,対馬,0,0,0,0,0,0
30,41,岡山,熊本,0,22,0,8,14,45
30,42,岡山,大分,0,48,0,0,29,77
30,43,岡山,宮崎,2,6,0,0,5,15
30,44,岡山,鹿児島,8,16,0,1,7,30
30,45,岡山,奄美大島,0,0,0,0,0,0
30,46,岡山,那覇,47,2,0,2,6,54
30,47,岡山,石垣島,6,0,0,0,0,6
31,1,広島,稚内,1,0,0,0,0,1
31,2,広島,釧路,3,1,0,0,1,4
31,3,広島,函館,3,0,0,0,0,4
31,4,広島,旭川,6,1,0,1,0,8
31,5,広島,帯広,5,1,0,0,0,7
31,6,広島,根室中標津,0,0,0,0,0,0
31,7,広島,女満別,2,1,0,0,0,3
31,8,広島,新千歳,77,1,1,0,1,82
31,9,広島,青森,14,0,0,2,0,17
31,10,広島,三沢,1,3,0,0,0,3
31,11,広島,花巻,2,7,0,0,64,73
31,12,広島,仙台,28,34,0,1,6,71
31,13,広島,秋田,5,1,0,0,1,7
31,14,広島,大館,0,1,0,0,0,1
31,15,広島,山形,5,3,0,1,2,8
31,16,広島,庄内,2,6,0,0,0,8
31,17,広島,福島,1,11,0,0,0,15
31,18,広島,羽田,831,2645,1,145,292,3960
31,19,広島,八丈島,0,0,0,0,0,0
31,20,広島,新潟,3,25,0,0,4,33
31,21,広島,富山,0,17,0,1,19,38
31,22,広島,小松,2,44,0,4,32,86
31,23,広島,松本,0,8,0,0,5,15
31,24,広島,名古屋,1,513,0,15,207,761
31,25,広島,関西国際,2,2313,2,262,4359,6985
31,26,広島,鳥取,0,51,0,19,1384,1451
31,27,広島,米子,0,36,0,23,1125,1179
31,28,広島,出雲,0,26,0,115,2265,2408
31,29,広島,石見,0,3,0,33,394,431
31,30,広島,岡山,0,502,0,54,9664,10216
31,31,広島,広島,0,2,0,85,1793,1894
31,32,広島,山口宇部,0,604,1,149,8765,9512
31,33,広島,徳島,0,39,2,12,63,112
31,34,広島,高松,0,149,16,28,215,427
31,35,広島,松山,0,22,249,40,187,499
31,36,広島,高知,0,35,3,19,49,106
31,37,広島,福岡,0,886,0,53,425,1367
31,38,広島,長崎,0,56,1,15,26,98
31,39,広島,五島福江,0,0,0,0,0,0
31,40,広島,対馬,0,1,2,0,0,3
31,41,広島,熊本,0,55,0,3,57,114
31,42,広島,大分,0,90,13,5,54,164
31,43,広島,宮崎,7,19,0,5,18,52
31,44,広島,鹿児島,10,65,0,1,15,94
31,45,広島,奄美大島,0,1,0,0,0,1
31,46,広島,那覇,59,5,0,0,2,66
31,47,広島,石垣島,15,0,0,0,0,14
32,1,山口宇部,稚内,0,0,0,0,0,0
32,2,山口宇部,釧路,0,0,0,0,0,1
32,3,山口宇部,函館,2,0,0,1,1,4
32,4,山口宇部,旭川,0,0,0,0,0,1
32,5,山口宇部,帯広,1,0,0,0,0,1
32,6,山口宇部,根室中標津,0,0,0,0,0,0
32,7,山口宇部,女満別,0,0,0,0,0,0
32,8,山口宇部,新千歳,32,4,0,4,1,37
32,9,山口宇部,青森,1,0,0,0,0,1
32,10,山口宇部,三沢,0,0,0,0,0,0
32,11,山口宇部,花巻,0,0,0,0,2,2
32,12,山口宇部,仙台,5,16,0,1,3,23
32,13,山口宇部,秋田,2,0,0,0,10,12
32,14,山口宇部,大館,0,0,0,0,0,0
32,15,山口宇部,山形,2,1,0,0,0,3
32,16,山口宇部,庄内,0,0,0,0,0,0
32,17,山口宇部,福島,5,6,0,0,2,13
32,18,山口宇部,羽田,454,666,3,73,118,1283
32,19,山口宇部,八丈島,0,0,0,0,0,0
32,20,山口宇部,新潟,6,11,0,1,1,20
32,21,山口宇部,富山,0,4,0,0,44,48
32,22,山口宇部,小松,1,12,0,3,5,20
32,23,山口宇部,松本,0,3,0,0,2,5
32,24,山口宇部,名古屋,3,172,0,2,48,216
32,25,山口宇部,関西国際,4,685,22,35,415,1136
32,26,山口宇部,鳥取,0,7,0,2,41,48
32,27,山口宇部,米子,0,8,0,0,84,92
32,28,山口宇部,出雲,0,28,0,3,835,865
32,29,山口宇部,石見,0,1,0,0,1134,1135
32,30,山口宇部,岡山,0,123,2,0,863,989
32,31,山口宇部,広島,0,604,2,155,7508,8249
32,32,山口宇部,山口宇部,0,0,0,1,72,75
32,33,山口宇部,徳島,0,8,0,0,7,18
32,34,山口宇部,高松,0,34,2,2,19,57
32,35,山口宇部,松山,1,7,59,2,5,76
32,36,山口宇部,高知,0,7,1,1,4,14
32,37,山口宇部,福岡,0,562,2,155,4755,5452
32,38,山口宇部,長崎,0,25,1,10,68,103
32,39,山口宇部,五島福江,0,1,1,0,0,3
32,40,山口宇部,対馬,0,0,3,0,0,3
32,41,山口宇部,熊本,0,22,0,5,132,159
32,42,山口宇部,大分,0,50,8,1,221,277
32,43,山口宇部,宮崎,4,4,0,4,27,41
32,44,山口宇部,鹿児島,0,29,0,2,36,65
32,45,山口宇部,奄美大島,1,0,0,0,0,1
32,46,山口宇部,那覇,29,6,0,1,8,45
32,47,山口宇部,石垣島,2,0,0,0,0,3
33,1,徳島,稚内,0,0,0,0,0,0
33,2,徳島,釧路,2,0,0,0,0,2
33,3,徳島,函館,5,0,0,0,0,6
33,4,徳島,旭川,2,1,0,0,0,3
33,5,徳島,帯広,2,0,0,0,0,2
33,6,徳島,根室中標津,1,0,0,0,0,1
33,7,徳島,女満別,1,0,0,0,0,1
33,8,徳島,新千歳,18,0,1,2,1,25
33,9,徳島,青森,1,0,0,1,0,3
33,10,徳島,三沢,1,1,0,0,0,3
33,11,徳島,花巻,1,0,0,0,0,1
33,12,徳島,仙台,3,2,0,0,1,6
33,13,徳島,秋田,1,0,0,0,0,1
33,14,徳島,大館,0,0,0,0,0,0
33,15,徳島,山形,0,0,0,0,0,1
33,16,徳島,庄内,0,0,0,0,0,0
33,17,徳島,福島,1,0,0,0,0,3
33,18,徳島,羽田,312,55,3,86,53,573
33,19,徳島,八丈島,0,0,0,0,0,0
33,20,徳島,新潟,1,2,0,0,0,4
33,21,徳島,富山,0,4,0,4,0,8
33,22,徳島,小松,0,10,0,7,7,26
33,23,徳島,松本,0,0,0,1,0,1
33,24,徳島,名古屋,3,42,5,42,36,139
33,25,徳島,関西国際,0,26,40,625,553,1282
33,26,徳島,鳥取,0,2,0,2,6,11
33,27,徳島,米子,0,1,0,0,21,23
33,28,徳島,出雲,0,2,0,2,18,23
33,29,徳島,石見,0,0,0,0,640,640
33,30,徳島,岡山,0,59,1,7,196,262
33,31,徳島,広島,0,39,2,17,157,235
33,32,徳島,山口宇部,0,8,0,0,7,16
33,33,徳島,徳島,0,0,0,0,0,0
33,34,徳島,高松,0,203,0,37,6072,6304
33,35,徳島,松山,0,13,0,29,1117,1160
33,36,徳島,高知,0,40,0,16,879,936
33,37,徳島,福岡,12,24,3,5,149,217
33,38,徳島,長崎,1,1,0,1,5,9
33,39,徳島,五島福江,0,0,1,0,0,1
33,40,徳島,対馬,0,0,0,0,0,0
33,41,徳島,熊本,3,4,0,2,5,15
33,42,徳島,大分,1,4,2,2,3,17
33,43,徳島,宮崎,2,4,1,1,2,10
33,44,徳島,鹿児島,2,2,0,2,2,11
33,45,徳島,奄美大島,1,0,0,0,0,1
33,46,徳島,那覇,30,1,0,2,3,25
33,47,徳島,石垣島,1,0,0,0,0,1
34,1,高松,稚内,0,0,0,0,0,0
34,2,高松,釧路,0,0,0,1,1,2
34,3,高松,函館,5,0,0,0,0,4
34,4,高松,旭川,0,0,0,0,0,1
34,5,高松,帯広,1,0,0,0,0,1
34,6,高松,根室中標津,0,0,0,0,0,0
34,7,高松,女満別,1,0,0,0,0,1
34,8,高松,新千歳,29,2,0,0,0,27
34,9,高松,青森,0,0,0,0,0,1
34,10,高松,三沢,1,1,0,0,0,2
34,11,高松,花巻,1,1,0,0,1,2
34,12,高松,仙台,11,19,0,1,3,28
34,13,高松,秋田,0,1,0,0,0,0
34,14,高松,大館,0,0,0,0,0,0
34,15,高松,山形,0,1,0,0,0,1
34,16,高松,庄内,0,0,0,0,0,0
34,17,高松,福島,3,4,0,0,0,4
34,18,高松,羽田,528,365,21,88,58,828
34,19,高松,八丈島,1,0,0,0,0,1
34,20,高松,新潟,3,5,0,1,0,5
34,21,高松,富山,0,8,0,1,0,7
34,22,高松,小松,1,8,0,1,2,8
34,23,高松,松本,0,3,0,0,0,2
34,24,高松,名古屋,0,117,12,23,26,144
34,25,高松,関西国際,1,497,114,436,196,1060
34,26,高松,鳥取,0,4,3,0,13,20
34,27,高松,米子,0,5,1,2,25,32
34,28,高松,出雲,0,6,1,4,2,12
34,29,高松,石見,0,1,0,0,1,1
34,30,高松,岡山,0,1068,409,1,313,1446
34,31,高松,広島,0,149,17,22,77,230
34,32,高松,山口宇部,0,33,2,2,6,37
34,33,高松,徳島,0,203,1,38,4528,4716
34,34,高松,高松,0,0,0,4,233,248
34,35,高松,松山,0,227,1,63,1528,1741
34,36,高松,高知,0,64,0,49,1163,1251
34,37,高松,福岡,1,103,6,5,16,107
34,38,高松,長崎,0,21,0,2,3,17
34,39,高松,五島福江,0,0,0,0,0,1
34,40,高松,対馬,0,0,0,0,0,0
34,41,高松,熊本,0,14,0,2,1,17
34,42,高松,大分,0,5,4,0,0,11
34,43,高松,宮崎,1,3,1,3,0,8
34,44,高松,鹿児島,6,8,0,0,2,12
34,45,高松,奄美大島,1,0,0,0,0,1
34,46,高松,那覇,20,0,0,1,0,31
34,47,高松,石垣島,5,0,0,0,0,5
35,1,松山,稚内,0,0,0,0,0,0
35,2,松山,釧路,0,0,0,0,0,0
35,3,松山,函館,2,0,0,0,0,4
35,4,松山,旭川,1,0,0,0,0,1
35,5,松山,帯広,0,0,0,0,0,0
35,6,松山,根室中標津,0,0,0,0,0,0
35,7,松山,女満別,0,0,0,0,0,0
35,8,松山,新千歳,45,3,1,1,0,51
35,9,松山,青森,2,0,0,0,0,2
35,10,松山,三沢,2,0,0,0,0,2
35,11,松山,花巻,1,4,0,0,0,7
35,12,松山,仙台,13,10,0,0,1,31
35,13,松山,秋田,2,0,0,0,0,3
35,14,松山,大館,0,0,0,0,0,0
35,15,松山,山形,0,0,0,0,1,1
35,16,松山,庄内,0,0,0,0,0,0
35,17,松山,福島,2,1,0,0,0,4
35,18,松山,羽田,642,238,5,124,91,1329
35,19,松山,八丈島,0,0,0,0,0,0
35,20,松山,新潟,1,1,3,3,0,14
35,21,松山,富山,1,3,0,0,1,9
35,22,松山,小松,2,7,0,2,3,19
35,23,松山,松本,1,0,0,0,0,3
35,24,松山,名古屋,48,91,2,13,32,222
35,25,松山,関西国際,217,229,9,392,182,1202
35,26,松山,鳥取,0,3,0,2,11,18
35,27,松山,米子,0,3,0,4,47,54
35,28,松山,出雲,0,5,1,2,17,28
35,29,松山,石見,0,0,1,1,1,3
35,30,松山,岡山,0,137,0,25,517,1027
35,31,松山,広島,0,22,252,45,263,608
35,32,松山,山口宇部,1,7,50,2,10,75
35,33,松山,徳島,0,13,0,33,2797,2897
35,34,松山,高松,0,227,1,64,4039,4319
35,35,松山,松山,0,0,0,4,2489,2573
35,36,松山,高知,0,12,0,48,3364,3454
35,37,松山,福岡,33,24,72,6,57,209
35,38,松山,長崎,3,7,7,4,4,35
35,39,松山,五島福江,0,0,0,0,0,0
35,40,松山,対馬,0,0,0,0,0,0
35,41,松山,熊本,4,9,7,4,5,31
35,42,松山,大分,0,3,96,2,8,67
35,43,松山,宮崎,2,5,8,0,21,39
35,44,松山,鹿児島,5,2,1,0,2,15
35,45,松山,奄美大島,1,0,0,0,0,1
35,46,松山,那覇,31,1,0,1,1,37
35,47,松山,石垣島,1,0,0,0,0,1
36,1,高知,稚内,0,0,0,0,0,0
36,2,高知,釧路,2,0,0,0,0,2
36,3,高知,函館,0,0,0,0,0,0
36,4,高知,旭川,1,0,0,0,0,1
36,5,高知,帯広,0,0,0,0,0,0
36,6,高知,根室中標津,0,0,0,0,0,0
36,7,高知,女満別,0,0,0,0,0,0
36,8,高知,新千歳,13,0,0,0,0,17
36,9,高知,青森,1,0,0,0,1,2
36,10,高知,三沢,1,0,0,0,0,1
36,11,高知,花巻,0,0,0,0,0,0
36,12,高知,仙台,5,3,0,1,2,12
36,13,高知,秋田,1,0,0,0,0,1
36,14,高知,大館,0,0,0,0,0,0
36,15,高知,山形,0,0,0,0,0,1
36,16,高知,庄内,0,0,0,0,0,0
36,17,高知,福島,3,0,0,0,0,4
36,18,高知,羽田,381,52,0,68,39,571
36,19,高知,八丈島,0,0,0,0,0,0
36,20,高知,新潟,5,1,0,0,0,6
36,21,高知,富山,0,2,0,0,0,3
36,22,高知,小松,3,3,0,3,2,12
36,23,高知,松本,0,0,0,0,0,1
36,24,高知,名古屋,20,22,0,16,13,84
36,25,高知,関西国際,114,65,2,187,69,467
36,26,高知,鳥取,0,1,0,1,7,8
36,27,高知,米子,0,2,0,0,19,21
36,28,高知,出雲,0,2,0,4,4,9
36,29,高知,石見,0,0,0,0,0,0
36,30,高知,岡山,0,56,1,24,95,175
36,31,高知,広島,0,36,4,16,50,115
36,32,高知,山口宇部,0,6,0,2,5,14
36,33,高知,徳島,0,40,0,19,1036,1097
36,34,高知,高松,0,64,0,58,1494,1628
36,35,高知,松山,0,12,0,42,3106,3160
36,36,高知,高知,0,0,0,1,188,189
36,37,高知,福岡,21,18,1,4,7,68
36,38,高知,長崎,2,0,0,0,1,3
36,39,高知,五島福江,1,0,0,0,0,1
36,40,高知,対馬,0,0,0,0,0,0
36,41,高知,熊本,5,10,0,0,4,19
36,42,高知,大分,0,0,9,1,20,77
36,43,高知,宮崎,0,2,1,0,3,6
36,44,高知,鹿児島,2,2,0,1,1,5
36,45,高知,奄美大島,1,0,0,0,0,1
36,46,高知,那覇,3,0,0,0,1,4
36,47,高知,石垣島,1,0,0,0,0,1
37,1,福岡,稚内,0,0,0,0,0,1
37,2,福岡,釧路,8,1,0,1,2,19
37,3,福岡,函館,13,5,0,0,2,21
37,4,福岡,旭川,9,1,0,0,2,14
37,5,福岡,帯広,5,4,0,0,0,9
37,6,福岡,根室中標津,0,0,0,0,0,0
37,7,福岡,女満別,4,0,0,0,0,4
37,8,福岡,新千歳,194,9,0,2,5,230
37,9,福岡,青森,16,8,0,0,1,28
37,10,福岡,三沢,8,1,0,0,11,19
37,11,福岡,花巻,8,9,0,1,2,25
37,12,福岡,仙台,85,34,0,3,9,138
37,13,福岡,秋田,16,1,0,0,1,23
37,14,福岡,大館,1,0,0,0,0,1
37,15,福岡,山形,8,2,0,1,1,12
37,16,福岡,庄内,3,0,0,0,0,3
37,17,福岡,福島,15,9,0,0,1,25
37,18,福岡,羽田,4014,1112,11,410,459,6522
37,19,福岡,八丈島,1,2,0,0,0,2
37,20,福岡,新潟,37,12,0,1,6,61
37,21,福岡,富山,19,30,0,1,59,114
37,22,福岡,小松,37,47,0,2,17,112
37,23,福岡,松本,12,12,0,0,1,31
37,24,福岡,名古屋,308,718,7,32,109,1258
37,25,福岡,関西国際,404,2517,104,97,459,3925
37,26,福岡,鳥取,0,15,0,3,8,29
37,27,福岡,米子,2,6,0,2,20,36
37,28,福岡,出雲,10,38,0,11,58,122
37,29,福岡,石見,0,6,0,0,97,103
37,30,福岡,岡山,0,436,0,7,99,590
37,31,福岡,広島,0,886,0,51,508,1520
37,32,福岡,山口宇部,0,562,2,160,5255,6039
37,33,福岡,徳島,12,23,1,8,318,369
37,34,福岡,高松,1,103,6,5,108,233
37,35,福岡,松山,33,25,67,15,141,376
37,36,福岡,高知,21,18,1,6,11,65
37,37,福岡,福岡,0,2300,2,1345,81246,85499
37,38,福岡,長崎,1,1299,311,595,9467,11693
37,39,福岡,五島福江,24,15,16,5,1,62
37,40,福岡,対馬,71,0,88,4,0,166
37,41,福岡,熊本,19,1246,4,581,18621,20510
37,42,福岡,大分,0,888,0,292,9681,10860
37,43,福岡,宮崎,153,115,0,177,2102,2653
37,44,福岡,鹿児島,23,928,0,188,1330,2506
37,45,福岡,奄美大島,39,9,0,2,0,50
37,46,福岡,那覇,479,14,0,4,16,546
37,47,福岡,石垣島,50,1,0,0,0,53
