"","i","j","207ゾーンi","207ゾーンj","47ゾーンi","47ゾーンj","207ゾーン名i","207ゾーン名j","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数","x","OD1","OD2","路線距離","一便あたり座席数","一便あたり貨物","一便あたり超過手荷物","prob1","prob2","share1","share2","out.share2"
"4605",43,35,341,232,31,24,"広島","東三河",NA,NA,NA,NA,95.64100539,0,NA,0,12,14,0,0,0,0,0,0,0.001,0.001,0.141857142857143
"4606",43,35,341,232,31,24,"広島","東三河",183,9610,1,714,3.600087167,1,0,12,12,14,600.6,0,0,0,1,0.857142857142857,0.999,0.857142857142857,0.141857142857143
"4607",43,36,341,233,31,24,"広島","豊田",NA,NA,NA,NA,80.05685017,0,NA,0,96,114,0,0,0,0,0,0,0.001,0.001,0.156894736842105
"4608",43,36,341,233,31,24,"広島","豊田",164,8750,1,752,12.4131875,1,0,96,96,114,557.9,0,0,0,1,0.842105263157895,0.999,0.842105263157895,0.156894736842105
"4609",43,37,341,252,31,25,"広島","東北部",NA,NA,NA,NA,175.32568917,0,NA,0,9,12,0,0,0,0,0,0,0.001,0.001,0.249
"4610",43,37,341,252,31,25,"広島","東北部",121,7340,1,838,7.5371815,1,0,9,9,12,448.3,0,0,0,1,0.75,0.999,0.75,0.249
"4611",43,38,341,261,31,25,"広島","京都",NA,NA,NA,NA,123.56594217,0,NA,0,162,196,0,0,0,0,0,0,0.001,0.001,0.172469387755102
"4612",43,38,341,261,31,25,"広島","京都",101,6480,1,878,4.6209545,1,0,162,162,196,380.6,0,0,0,1,0.826530612244898,0.999,0.826530612244898,0.172469387755102
"4613",43,39,341,271,31,25,"広島","大阪",NA,NA,NA,NA,81.00100517,0,NA,1,494,631,0,0,0,0,0.00202429149797571,0.00158478605388273,0.00202429149797571,0.00158478605388273,0.217115689381933
"4614",43,39,341,271,31,25,"広島","大阪",86,5940,1,908,3.2099445,1,0,493,494,631,341.6,0,0,0,0.997975708502024,0.781299524564184,0.997975708502024,0.781299524564184,0.217115689381933
"4615",43,40,341,281,31,25,"広島","神戸",NA,NA,NA,NA,73.36777717,0,NA,0,207,367,0,0,0,0,0,0,0.001,0.001,0.434967302452316
"4616",43,40,341,281,31,25,"広島","神戸",73,5400,1,934,3.8312305,1,0,207,207,367,304.7,0,0,0,1,0.564032697547684,0.999,0.564032697547684,0.434967302452316
"4617",43,41,341,283,31,25,"広島","播磨",NA,NA,NA,NA,109.90480984,0,NA,0,65,266,0,0,0,0,0,0,0.001,0.001,0.754639097744361
"4618",43,41,341,283,31,25,"広島","播磨",58,4430,1,964,3.534071167,1,0,65,65,266,249.9,0,0,0,1,0.244360902255639,0.999,0.244360902255639,0.754639097744361
"4619",43,42,341,331,31,30,"広島","県南",NA,NA,NA,NA,64.80763484,0,NA,0,424,477,0,0,0,0,0,0,0.001,0.001,0.110111111111111
"4620",43,42,341,331,31,30,"広島","県南",41,3020,1,998,3.294193667,1,0,424,424,477,161.3,0,0,0,1,0.888888888888889,0.999,0.888888888888889,0.110111111111111
"4621",43,43,341,341,31,31,"広島","広島",NA,NA,NA,NA,90.24703234,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4622",43,43,341,341,31,31,"広島","広島",0,NA,1,1080,4.209647,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4623",43,44,341,342,31,31,"広島","備後",NA,NA,NA,NA,88.12395567,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4624",43,44,341,342,31,31,"広島","備後",25,1940,1,1030,2.672088667,1,0,0,0,0,103,0,0,0,NA,NA,NA,NA,NA
"4625",43,45,341,351,31,32,"広島","山口",NA,NA,NA,NA,79.73522965,0,NA,0,137,740,0,0,0,0,0,0,0.001,0.001,0.813864864864865
"4626",43,45,341,351,31,32,"広島","山口",28,2270,1,1024,13.00042024,1,0,137,137,740,132.8,0,0,0,1,0.185135135135135,0.999,0.185135135135135,0.813864864864865
"4627",43,46,341,352,31,32,"広島","下関",NA,NA,NA,NA,76.29674117,0,NA,0,135,366,0,0,0,0,0,0,0.001,0.001,0.630147540983607
"4628",43,46,341,352,31,32,"広島","下関",91,3350,1,898,7.5785295,1,0,135,135,366,194.5,0,0,0,1,0.368852459016393,0.999,0.368852459016393,0.630147540983607
"4629",43,47,341,353,31,32,"広島","宇部",NA,NA,NA,NA,48.73440917,0,NA,0,50,286,0,0,0,0,0,0,0.001,0.001,0.824174825174825
"4630",43,47,341,353,31,32,"広島","宇部",80,3020,1,920,15.6872205,1,0,50,50,286,167.9,0,0,0,1,0.174825174825175,0.999,0.174825174825175,0.824174825174825
"4631",43,48,341,354,31,32,"広島","岩国",NA,NA,NA,NA,136.06892517,0,NA,0,45,98,0,0,0,0,0,0,0.001,0.001,0.539816326530612
"4632",43,48,341,354,31,32,"広島","岩国",30,760,1,1020,8.5894845,1,0,45,45,98,41.4,0,0,0,1,0.459183673469388,0.999,0.459183673469388,0.539816326530612
"4633",43,49,341,355,31,32,"広島","徳山",NA,NA,NA,NA,100.77581917,0,NA,0,132,212,0,0,0,0,0,0,0.001,0.001,0.376358490566038
"4634",43,49,341,355,31,32,"広島","徳山",23,1490,1,1034,9.3954475,1,0,132,132,212,88.5,0,0,0,1,0.622641509433962,0.999,0.622641509433962,0.376358490566038
"4635",43,50,341,401,31,37,"広島","福岡",NA,NA,NA,NA,49.15521417,0,NA,0,479,655,0,0,0,0,0,0,0.001,0.001,0.267702290076336
"4636",43,50,341,401,31,37,"広島","福岡",64,5080,1,952,3.8584825,1,0,479,479,655,280.7,0,0,0,1,0.731297709923664,0.999,0.731297709923664,0.267702290076336
"4637",43,51,341,402,31,37,"広島","北九州",NA,NA,NA,NA,90.25289217,0,NA,0,167,283,0,0,0,0,0,0,0.001,0.001,0.408893992932862
"4638",43,51,341,402,31,37,"広島","北九州",47,3670,1,986,2.849296833,1,0,167,167,283,213.5,0,0,0,1,0.590106007067138,0.999,0.590106007067138,0.408893992932862
"4639",43,52,341,432,31,41,"広島","八代・芦北",NA,NA,NA,NA,83.90488467,0,NA,0,4,6,0,0,0,0,0,0,0.001,0.001,0.332333333333333
"4640",43,52,341,432,31,41,"広島","八代・芦北",164,7020,1,752,4.601335167,1,0,4,4,6,432,0,0,0,1,0.666666666666667,0.999,0.666666666666667,0.332333333333333
"4641",43,53,341,461,31,44,"広島","鹿児島",60,11850,1095,420,70.32874134,0,1,10,56,68,0,0,0,0,0.178571428571429,0.147058823529412,0.178571428571429,0.147058823529412,0.176470588235294
"4642",43,53,341,461,31,44,"広島","鹿児島",209,8960,1,662,4.019387667,1,0,46,56,68,569.6,0,0,0,0.821428571428571,0.676470588235294,0.821428571428571,0.676470588235294,0.176470588235294
"4643",43,54,341,462,31,44,"広島","川北薩・串木野",60,11850,1095,420,80.33290634,0,1,0,5,5,0,0,0,0,0,0,0.001,0.001,0
"4644",43,54,341,462,31,44,"広島","川北薩・串木野",197,8420,1,686,2.938797667,1,0,5,5,5,523.5,0,0,0,1,1,0.999,0.999,0
"4645",44,1,342,22,31,10,"備後","南部",NA,NA,NA,NA,65.5242885,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4646",44,1,342,22,31,10,"備後","南部",424,15660,1,232,5.561808167,1,0,0,0,0,1423.1,0,0,0,NA,NA,NA,NA,NA
"4647",44,2,342,31,31,11,"備後","盛岡",NA,NA,NA,NA,74.2177095,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4648",44,2,342,31,31,11,"備後","盛岡",388,15010,1,304,2.091958167,1,0,0,0,0,1326.5,0,0,0,NA,NA,NA,NA,NA
"4649",44,3,342,32,31,11,"備後","北上中部",NA,NA,NA,NA,46.9328315,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4650",44,3,342,32,31,11,"備後","北上中部",388,14800,1,304,5.773512167,1,0,0,0,0,1291.2,0,0,0,NA,NA,NA,NA,NA
"4651",44,4,342,33,31,11,"備後","両磐",NA,NA,NA,NA,96.9741215,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4652",44,4,342,33,31,11,"備後","両磐",350,14150,1,380,1.951746167,1,0,0,0,0,1236.3,0,0,0,NA,NA,NA,NA,NA
"4653",44,5,342,41,31,12,"備後","仙台",95,19500,365,0,58.2914205,0,1,3,7,8,1002,117.985537190083,60.1818181818182,1.12603305785124,0.428571428571429,0.375,0.428571428571429,0.375,0.125
"4654",44,5,342,41,31,12,"備後","仙台",314,13500,1,452,1.885725167,1,0,4,7,8,1143,0,0,0,0.571428571428571,0.5,0.571428571428571,0.5,0.125
"4655",44,6,342,43,31,12,"備後","古川",95,19500,365,0,109.0781545,0,1,0,0,0,1002,117.985537190083,60.1818181818182,1.12603305785124,NA,NA,NA,NA,NA
"4656",44,6,342,43,31,12,"備後","古川",338,14150,1,404,5.631273167,1,0,0,0,0,1207.4,0,0,0,NA,NA,NA,NA,NA
"4657",44,7,342,51,31,13,"備後","秋田臨海",NA,NA,NA,NA,58.3299605,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4658",44,7,342,51,31,13,"備後","秋田臨海",441,15980,1,198,2.878799167,1,0,0,0,0,1453.8,0,0,0,NA,NA,NA,NA,NA
"4659",44,8,342,61,31,15,"備後","山形",NA,NA,NA,NA,60.3697215,0,NA,1,2,2,0,0,0,0,0.5,0.5,0.5,0.5,0
"4660",44,8,342,61,31,15,"備後","山形",375,13500,1,330,1.885873167,1,0,1,2,2,1151.1,0,0,0,0.5,0.5,0.5,0.5,0
"4661",44,9,342,63,31,12,"備後","米沢",95,19500,365,0,118.2928925,0,1,0,0,0,1002,117.985537190083,60.1818181818182,1.12603305785124,NA,NA,NA,NA,NA
"4662",44,9,342,63,31,12,"備後","米沢",341,13180,1,398,2.322268167,1,0,0,0,0,1104.1,0,0,0,NA,NA,NA,NA,NA
"4663",44,10,342,64,31,12,"備後","新庄",95,19500,365,0,131.5066675,0,1,0,1,1,1002,117.985537190083,60.1818181818182,1.12603305785124,0,0,0.001,0.001,0
"4664",44,10,342,64,31,12,"備後","新庄",423,14150,1,234,1.007260167,1,0,1,1,1,1212.6,0,0,0,1,1,0.999,0.999,0
"4665",44,11,342,71,31,12,"備後","福島",95,19500,365,0,94.980551,0,1,1,1,1,1002,117.985537190083,60.1818181818182,1.12603305785124,1,1,0.999,0.999,0
"4666",44,11,342,71,31,12,"備後","福島",306,12960,1,468,2.547959,1,0,0,1,1,1064,0,0,0,0,0,0.001,0.001,0
"4667",44,12,342,73,31,17,"備後","郡山",NA,NA,NA,NA,64.868721,0,NA,0,1,1,0,0,0,0,0,0,0.001,0.001,0
"4668",44,12,342,73,31,17,"備後","郡山",291,12640,1,498,3.555543167,1,0,1,1,1,1017.9,0,0,0,1,1,0.999,0.999,0
"4669",44,13,342,76,31,17,"備後","白河",NA,NA,NA,NA,66.554406,0,NA,0,1,1,0,0,0,0,0,0,0.001,0.001,0
"4670",44,13,342,76,31,17,"備後","白河",298,12310,1,484,3.119244834,1,0,1,1,1,976.6,0,0,0,1,1,0.999,0.999,0
"4671",44,14,342,91,31,18,"備後","宇都宮",87.5,15400,5840,640,139.98878183,0,2.33333333333333,0,2,2,826,225.134489069899,1263.82934159248,1.17561702547611,0,0,0.001,0.001,0
"4672",44,14,342,91,31,18,"備後","宇都宮",264,11660,1,552,2.716174834,1,0,2,2,2,900.7,0,0,0,1,1,0.999,0.999,0
"4673",44,15,342,93,31,18,"備後","栃木・小山",87.5,15400,5840,640,130.28310331,0,2.33333333333333,0,0,0,826,225.134489069899,1263.82934159248,1.17561702547611,NA,NA,NA,NA,NA
"4674",44,15,342,93,31,18,"備後","栃木・小山",255,11340,1,570,10.008367426,1,0,0,0,0,871.8,0,0,0,NA,NA,NA,NA,NA
"4675",44,16,342,95,31,18,"備後","那須",87.5,15400,5840,640,191.0665055,0,2.33333333333333,0,0,0,826,225.134489069899,1263.82934159248,1.17561702547611,NA,NA,NA,NA,NA
"4676",44,16,342,95,31,18,"備後","那須",283,11990,1,514,7.474601167,1,0,0,0,0,949,0,0,0,NA,NA,NA,NA,NA
"4677",44,17,342,101,31,18,"備後","前橋・高崎",87.5,15400,5840,640,156.7167465,0,2.33333333333333,1,1,1,826,225.134489069899,1263.82934159248,1.17561702547611,1,1,0.999,0.999,0
"4678",44,17,342,101,31,18,"備後","前橋・高崎",262,11660,1,556,9.443101167,1,0,0,1,1,896.2,0,0,0,0,0,0.001,0.001,0
"4679",44,18,342,104,31,18,"備後","沼田・利根",87.5,15400,5840,640,181.7921105,0,2.33333333333333,0,0,0,826,225.134489069899,1263.82934159248,1.17561702547611,NA,NA,NA,NA,NA
"4680",44,18,342,104,31,18,"備後","沼田・利根",287,11990,1,506,9.097932167,1,0,0,0,0,942.8,0,0,0,NA,NA,NA,NA,NA
"4681",44,19,342,111,31,18,"備後","浦和",87.5,15400,5840,640,79.8810145,0,2.33333333333333,3,36,38,826,225.134489069899,1263.82934159248,1.17561702547611,0.0833333333333333,0.0789473684210526,0.0833333333333333,0.0789473684210526,0.0526315789473684
"4682",44,19,342,111,31,18,"備後","浦和",239,11120,1,602,5.969462167,1,0,33,36,38,821.5,0,0,0,0.916666666666667,0.868421052631579,0.916666666666667,0.868421052631579,0.0526315789473684
"4683",44,20,342,113,31,18,"備後","児玉・大里",87.5,15400,5840,640,118.4205865,0,2.33333333333333,0,1,1,826,225.134489069899,1263.82934159248,1.17561702547611,0,0,0.001,0.001,0
"4684",44,20,342,113,31,18,"備後","児玉・大里",252,11340,1,576,1.276627167,1,0,1,1,1,855.9,0,0,0,1,1,0.999,0.999,0
"4685",44,21,342,131,31,18,"備後","23区",87.5,15400,5840,640,61.7645495,0,2.33333333333333,71,351,367,826,225.134489069899,1263.82934159248,1.17561702547611,0.202279202279202,0.193460490463215,0.202279202279202,0.193460490463215,0.0435967302452316
"4686",44,21,342,131,31,18,"備後","23区",213,10800,1,654,2.367315667,1,0,280,351,367,791.2,0,0,0,0.797720797720798,0.762942779291553,0.797720797720798,0.762942779291553,0.0435967302452316
"4687",44,22,342,141,31,18,"備後","横浜",87.5,15400,5840,640,63.1836095,0,2.33333333333333,9,84,87,826,225.134489069899,1263.82934159248,1.17561702547611,0.107142857142857,0.103448275862069,0.107142857142857,0.103448275862069,0.0344827586206897
"4688",44,22,342,141,31,18,"備後","横浜",194,10800,1,692,6.429680667,1,0,75,84,87,762.4,0,0,0,0.892857142857143,0.862068965517241,0.892857142857143,0.862068965517241,0.0344827586206897
"4689",44,23,342,144,31,18,"備後","小田原",87.5,15400,5840,640,103.01210867,0,2.33333333333333,1,8,9,826,225.134489069899,1263.82934159248,1.17561702547611,0.125,0.111111111111111,0.125,0.111111111111111,0.111111111111111
"4690",44,23,342,144,31,18,"備後","小田原",257,10150,1,566,1.836843167,1,0,7,8,9,707.3,0,0,0,0.875,0.777777777777778,0.875,0.777777777777778,0.111111111111111
"4691",44,24,342,151,31,20,"備後","新潟",NA,NA,NA,NA,55.11451867,0,NA,0,3,3,0,0,0,0,0,0,0.001,0.001,0
"4692",44,24,342,151,31,20,"備後","新潟",333,13500,1,414,2.673549834,1,0,3,3,3,1125.1,0,0,0,1,1,0.999,0.999,0
"4693",44,25,342,152,31,20,"備後","長岡",NA,NA,NA,NA,101.84900209,0,NA,0,1,2,0,0,0,0,0,0,0.001,0.001,0.499
"4694",44,25,342,152,31,20,"備後","長岡",310,12960,1,460,0.858208167,1,0,1,1,2,1061.8,0,0,0,1,0.5,0.999,0.5,0.499
"4695",44,26,342,154,31,20,"備後","三条・燕",NA,NA,NA,NA,80.8875515,0,NA,0,4,4,0,0,0,0,0,0,0.001,0.001,0
"4696",44,26,342,154,31,20,"備後","三条・燕",321,13180,1,438,2.321475167,1,0,4,4,4,1085,0,0,0,1,1,0.999,0.999,0
"4697",44,27,342,155,31,20,"備後","魚沼",NA,NA,NA,NA,140.2294445,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4698",44,27,342,155,31,20,"備後","魚沼",300,12640,1,480,16.001402167,1,0,0,0,0,1020.1,0,0,0,NA,NA,NA,NA,NA
"4699",44,28,342,201,31,18,"備後","長野",87.5,15400,5840,640,231.2314405,0,2.33333333333333,0,6,9,826,225.134489069899,1263.82934159248,1.17561702547611,0,0,0.001,0.001,0.332333333333333
"4700",44,28,342,201,31,18,"備後","長野",325,12640,1,430,1.647293167,1,0,6,6,9,1013.6,0,0,0,1,0.666666666666667,0.999,0.666666666666667,0.332333333333333
"4701",44,29,342,203,31,24,"備後","上田",NA,NA,NA,NA,258.2523205,0,NA,0,1,1,0,0,0,0,0,0,0.001,0.001,0
"4702",44,29,342,203,31,24,"備後","上田",313,12310,1,454,1.100669167,1,0,1,1,1,980.4,0,0,0,1,1,0.999,0.999,0
"4703",44,30,342,211,31,24,"備後","岐阜",NA,NA,NA,NA,105.8071455,0,NA,0,5,9,0,0,0,0,0,0,0.001,0.001,0.443444444444444
"4704",44,30,342,211,31,24,"備後","岐阜",117,6480,1,846,14.787935167,1,0,5,5,9,394.9,0,0,0,1,0.555555555555556,0.999,0.555555555555556,0.443444444444444
"4705",44,31,342,221,31,18,"備後","中部",87.5,15400,5840,640,162.5971348,0,2.33333333333333,0,4,6,826,225.134489069899,1263.82934159248,1.17561702547611,0,0,0.001,0.001,0.332333333333333
"4706",44,31,342,221,31,18,"備後","中部",172,9610,1,736,1.941207167,1,0,4,4,6,611,0,0,0,1,0.666666666666667,0.999,0.666666666666667,0.332333333333333
"4707",44,32,342,222,31,24,"備後","西部",NA,NA,NA,NA,114.9515365,0,NA,0,4,10,0,0,0,0,0,0,0.001,0.001,0.599
"4708",44,32,342,222,31,24,"備後","西部",146,8420,1,788,2.342711334,1,0,4,4,10,534.1,0,0,0,1,0.4,0.999,0.4,0.599
"4709",44,33,342,223,31,18,"備後","東部",87.5,15400,5840,640,125.23487983,0,2.33333333333333,1,20,25,826,225.134489069899,1263.82934159248,1.17561702547611,0.05,0.04,0.05,0.04,0.2
"4710",44,33,342,223,31,18,"備後","東部",235,9830,1,610,6.100199667,1,0,19,20,25,670.5,0,0,0,0.95,0.76,0.95,0.76,0.2
"4711",44,34,342,231,31,24,"備後","名古屋",NA,NA,NA,NA,74.3795165,0,NA,0,40,49,0,0,0,0,0,0,0.001,0.001,0.182673469387755
"4712",44,34,342,231,31,24,"備後","名古屋",114,7020,1,852,3.5081255,1,0,40,40,49,425.2,0,0,0,1,0.816326530612245,0.999,0.816326530612245,0.182673469387755
"4713",44,35,342,232,31,24,"備後","東三河",NA,NA,NA,NA,93.51792872,0,NA,0,8,10,0,0,0,0,0,0,0.001,0.001,0.199
"4714",44,35,342,232,31,24,"備後","東三河",160,7880,1,760,2.062528834,1,0,8,8,10,497.6,0,0,0,1,0.8,0.999,0.8,0.199
"4715",44,36,342,233,31,24,"備後","豊田",NA,NA,NA,NA,77.9337735,0,NA,0,35,60,0,0,0,0,0,0,0.001,0.001,0.415666666666667
"4716",44,36,342,233,31,24,"備後","豊田",141,7340,1,798,10.875629167,1,0,35,35,60,454.9,0,0,0,1,0.583333333333333,0.999,0.583333333333333,0.415666666666667
"4717",44,37,342,252,31,25,"備後","東北部",NA,NA,NA,NA,173.2026125,0,NA,0,2,4,0,0,0,0,0,0,0.001,0.001,0.499
"4718",44,37,342,252,31,25,"備後","東北部",98,5940,1,884,5.999623167,1,0,2,2,4,345.3,0,0,0,1,0.5,0.999,0.5,0.499
"4719",44,38,342,261,31,25,"備後","京都",NA,NA,NA,NA,121.4428655,0,NA,0,77,127,0,0,0,0,0,0,0.001,0.001,0.392700787401575
"4720",44,38,342,261,31,25,"備後","京都",78,4750,1,924,3.083396167,1,0,77,77,127,277.6,0,0,0,1,0.606299212598425,0.999,0.606299212598425,0.392700787401575
"4721",44,39,342,271,31,25,"備後","大阪",NA,NA,NA,NA,78.8779285,0,NA,0,187,348,0,0,0,0,0,0,0.001,0.001,0.46164367816092
"4722",44,39,342,271,31,25,"備後","大阪",63,4000,1,954,1.672386167,1,0,187,187,348,238.6,0,0,0,1,0.53735632183908,0.999,0.53735632183908,0.46164367816092
"4723",44,40,342,281,31,25,"備後","神戸",NA,NA,NA,NA,71.2447005,0,NA,0,118,306,0,0,0,0,0,0,0.001,0.001,0.61337908496732
"4724",44,40,342,281,31,25,"備後","神戸",50,3670,1,980,2.293672167,1,0,118,118,306,201.7,0,0,0,1,0.38562091503268,0.999,0.38562091503268,0.61337908496732
"4725",44,41,342,283,31,25,"備後","播磨",NA,NA,NA,NA,107.78173317,0,NA,0,44,241,0,0,0,0,0,0,0.001,0.001,0.816427385892116
"4726",44,41,342,283,31,25,"備後","播磨",33,2590,1,1014,1.996512834,1,0,44,44,241,146.9,0,0,0,1,0.182572614107884,0.999,0.182572614107884,0.816427385892116
"4727",44,42,342,331,31,30,"備後","県南",NA,NA,NA,NA,62.68455817,0,NA,0,63,63,0,0,0,0,0,0,0.001,0.001,0
"4728",44,42,342,331,31,30,"備後","県南",12,970,1,1056,1.756635334,1,0,63,63,63,58.3,0,0,0,1,1,0.999,0.999,0
"4729",44,43,342,341,31,31,"備後","広島",NA,NA,NA,NA,88.12395567,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4730",44,43,342,341,31,31,"備後","広島",25,1940,1,1030,2.672088667,1,0,0,0,0,103,0,0,0,NA,NA,NA,NA,NA
"4731",44,44,342,342,31,31,"備後","備後",NA,NA,NA,NA,86.000879,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4732",44,44,342,342,31,31,"備後","備後",0,NA,1,1080,1.134530334,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4733",44,45,342,351,31,32,"備後","山口",NA,NA,NA,NA,77.61215298,0,NA,0,23,61,0,0,0,0,0,0,0.001,0.001,0.621950819672131
"4734",44,45,342,351,31,32,"備後","山口",116,4000,1,848,11.462861907,1,0,23,23,61,235.8,0,0,0,1,0.377049180327869,0.999,0.377049180327869,0.621950819672131
"4735",44,46,342,352,31,32,"備後","下関",NA,NA,NA,NA,74.1736645,0,NA,0,12,43,0,0,0,0,0,0,0.001,0.001,0.71993023255814
"4736",44,46,342,352,31,32,"備後","下関",142,5080,1,796,6.040971167,1,0,12,12,43,297.5,0,0,0,1,0.27906976744186,0.999,0.27906976744186,0.71993023255814
"4737",44,47,342,353,31,32,"備後","宇部",NA,NA,NA,NA,46.6113325,0,NA,0,3,24,0,0,0,0,0,0,0.001,0.001,0.874
"4738",44,47,342,353,31,32,"備後","宇部",131,4750,1,818,14.149662167,1,0,3,3,24,270.9,0,0,0,1,0.125,0.999,0.125,0.874
"4739",44,48,342,354,31,32,"備後","岩国",NA,NA,NA,NA,133.9458485,0,NA,0,5,77,0,0,0,0,0,0,0.001,0.001,0.934064935064935
"4740",44,48,342,354,31,32,"備後","岩国",81,2590,1,918,7.051926167,1,0,5,5,77,144.4,0,0,0,1,0.0649350649350649,0.999,0.0649350649350649,0.934064935064935
"4741",44,49,342,355,31,32,"備後","徳山",NA,NA,NA,NA,98.6527425,0,NA,0,25,113,0,0,0,0,0,0,0.001,0.001,0.777761061946903
"4742",44,49,342,355,31,32,"備後","徳山",48,3350,1,984,7.857889167,1,0,25,25,113,191.5,0,0,0,1,0.221238938053097,0.999,0.221238938053097,0.777761061946903
"4743",44,50,342,401,31,37,"備後","福岡",NA,NA,NA,NA,47.0321375,0,NA,0,74,94,0,0,0,0,0,0,0.001,0.001,0.211765957446808
"4744",44,50,342,401,31,37,"備後","福岡",92,6480,1,896,2.320924167,1,0,74,74,94,383.7,0,0,0,1,0.787234042553192,0.999,0.787234042553192,0.211765957446808
"4745",44,51,342,402,31,37,"備後","北九州",NA,NA,NA,NA,88.1298155,0,NA,0,19,46,0,0,0,0,0,0,0.001,0.001,0.58595652173913
"4746",44,51,342,402,31,37,"備後","北九州",75,5400,1,930,1.3117385,1,0,19,19,46,316.5,0,0,0,1,0.41304347826087,0.999,0.41304347826087,0.58595652173913
"4747",44,52,342,432,31,41,"備後","八代・芦北",NA,NA,NA,NA,81.781808,0,NA,0,1,2,0,0,0,0,0,0,0.001,0.001,0.499
"4748",44,52,342,432,31,41,"備後","八代・芦北",192,8420,1,696,3.063776834,1,0,1,1,2,535,0,0,0,1,0.5,0.999,0.5,0.499
"4749",44,53,342,461,31,44,"備後","鹿児島",60,11850,1095,420,68.20566467,0,1,0,6,8,0,0,0,0,0,0,0.001,0.001,0.249
"4750",44,53,342,461,31,44,"備後","鹿児島",237,9830,1,606,2.481829334,1,0,6,6,8,672.6,0,0,0,1,0.75,0.999,0.75,0.249
"4751",44,54,342,462,31,44,"備後","川北薩・串木野",60,11850,1095,420,78.20982967,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4752",44,54,342,462,31,44,"備後","川北薩・串木野",225,9610,1,630,1.401239334,1,0,0,0,0,626.5,0,0,0,NA,NA,NA,NA,NA
"4753",45,1,351,22,32,10,"山口","南部",NA,NA,NA,NA,57.13556248,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4754",45,1,351,22,32,10,"山口","南部",475,17500,1,130,15.89013974,1,0,0,0,0,1658.9,0,0,0,NA,NA,NA,NA,NA
"4755",45,2,351,31,32,11,"山口","盛岡",NA,NA,NA,NA,65.82898348,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4756",45,2,351,31,32,11,"山口","盛岡",439,16850,1,202,12.42028974,1,0,0,0,0,1562.3,0,0,0,NA,NA,NA,NA,NA
"4757",45,3,351,32,32,11,"山口","北上中部",NA,NA,NA,NA,38.54410548,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4758",45,3,351,32,32,11,"山口","北上中部",439,16520,1,202,16.10184374,1,0,0,0,0,1527,0,0,0,NA,NA,NA,NA,NA
"4759",45,4,351,33,32,11,"山口","両磐",NA,NA,NA,NA,88.58539548,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4760",45,4,351,33,32,11,"山口","両磐",401,15980,1,278,12.28007774,1,0,0,0,0,1472.1,0,0,0,NA,NA,NA,NA,NA
"4761",45,5,351,41,32,12,"山口","仙台",NA,NA,NA,NA,49.90269448,0,NA,2,3,5,0,0,0,0,0.666666666666667,0.4,0.666666666666667,0.4,0.4
"4762",45,5,351,41,32,12,"山口","仙台",365,15340,1,350,12.21405674,1,0,1,3,5,1378.8,0,0,0,0.333333333333333,0.2,0.333333333333333,0.2,0.4
"4763",45,6,351,43,32,12,"山口","古川",NA,NA,NA,NA,100.68942848,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4764",45,6,351,43,32,12,"山口","古川",389,15980,1,302,15.95960474,1,0,0,0,0,1443.2,0,0,0,NA,NA,NA,NA,NA
"4765",45,7,351,51,32,13,"山口","秋田臨海",NA,NA,NA,NA,49.94123448,0,NA,1,1,1,0,0,0,0,1,1,0.999,0.999,0
"4766",45,7,351,51,32,13,"山口","秋田臨海",492,17820,1,96,13.20713074,1,0,0,1,1,1689.6,0,0,0,0,0,0.001,0.001,0
"4767",45,8,351,61,32,15,"山口","山形",NA,NA,NA,NA,51.98099548,0,NA,0,1,1,0,0,0,0,0,0,0.001,0.001,0
"4768",45,8,351,61,32,15,"山口","山形",426,15340,1,228,12.21420474,1,0,1,1,1,1386.9,0,0,0,1,1,0.999,0.999,0
"4769",45,9,351,63,32,12,"山口","米沢",NA,NA,NA,NA,109.90416648,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"4770",45,9,351,63,32,12,"山口","米沢",392,15010,1,296,12.65059974,1,0,0,0,0,1339.9,0,0,0,NA,NA,NA,NA,NA
