rk,i,j,207ゾーンi,207ゾーンj,47ゾーンi,47ゾーンj,207ゾーン名i,207ゾーン名j,最寄りi,最寄りj,,"x_ij,k",ODij,所要時間,費用,航空便数,滞在可能時間,アクセシビリティ,鉄道ダミー,エアライン参入数
2302,22,17,141,101,18,18,横浜,前橋・高崎,羽田,羽田,羽田駅羽田駅,0,88,0,,,,17.97635,0,
2303,22,18,141,104,18,18,横浜,沼田・利根,新横浜,上毛高原,新横浜駅上毛高原駅,11,11,93,,,,6.72996,1,
2304,22,18,141,104,18,18,横浜,沼田・利根,羽田,羽田,羽田駅羽田駅,0,11,0,,,,17.97635,0,
2305,22,19,141,111,18,18,横浜,浦和,新横浜,大宮,新横浜駅大宮駅,－,#VALUE!,45,,,,6.72996,1,
2306,22,19,141,111,18,18,横浜,浦和,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,17.97635,0,
2307,22,20,141,113,18,18,横浜,児玉・大里,新横浜,熊谷,新横浜駅熊谷駅,－,#VALUE!,58,,,,6.72996,1,
2308,22,20,141,113,18,18,横浜,児玉・大里,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,17.97635,0,
2309,22,21,141,131,18,18,横浜,23区,新横浜,東京,新横浜駅東京駅,－,#VALUE!,19,,,,6.72996,1,
2310,22,21,141,131,18,18,横浜,23区,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,17.97635,0,
2311,22,22,141,141,18,18,横浜,横浜,新横浜,新横浜,新横浜駅新横浜駅,－,#VALUE!,0,,,,6.72996,1,
2312,22,22,141,141,18,18,横浜,横浜,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,17.97635,0,
2313,22,23,141,144,18,18,横浜,小田原,新横浜,小田原,新横浜駅小田原駅,－,#VALUE!,20,,,,6.72996,1,
2314,22,23,141,144,18,18,横浜,小田原,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,17.97635,0,
2315,22,24,141,151,18,20,横浜,新潟,新横浜,新潟,新横浜駅新潟駅,174,174,139,,,,6.72996,1,
2316,22,24,141,151,18,20,横浜,新潟,羽田,新潟,羽田駅新潟駅,0,174,0,,,,17.97635,0,
2317,22,25,141,152,18,20,横浜,長岡,新横浜,長岡,新横浜駅長岡駅,70,70,116,,,,6.72996,1,
2318,22,25,141,152,18,20,横浜,長岡,羽田,新潟,羽田駅新潟駅,0,70,0,,,,17.97635,0,
2319,22,26,141,154,18,20,横浜,三条・燕,新横浜,燕三条,新横浜駅燕三条駅,28,28,127,,,,6.72996,1,
2320,22,26,141,154,18,20,横浜,三条・燕,羽田,新潟,羽田駅新潟駅,0,28,0,,,,17.97635,0,
2321,22,27,141,155,18,20,横浜,魚沼,新横浜,浦佐,新横浜駅浦佐駅,20,20,106,,,,6.72996,1,
2322,22,27,141,155,18,20,横浜,魚沼,羽田,新潟,羽田駅新潟駅,0,20,0,,,,17.97635,0,
2323,22,28,141,201,18,18,横浜,長野,新横浜,長野,新横浜駅長野駅,105,105,131,,,,6.72996,1,
2324,22,28,141,201,18,18,横浜,長野,羽田,羽田,羽田駅羽田駅,0,105,0,,,,17.97635,0,
2325,22,29,141,203,18,24,横浜,上田,新横浜,上田,新横浜駅上田駅,88,88,119,,,,6.72996,1,
2326,22,29,141,203,18,24,横浜,上田,羽田,名古屋,羽田駅名古屋駅,0,88,0,,,,17.97635,0,
2327,22,30,141,211,18,24,横浜,岐阜,新横浜,岐阜羽島,新横浜駅岐阜羽島駅,38,38,160,,,,6.72996,1,
2328,22,30,141,211,18,24,横浜,岐阜,羽田,名古屋,羽田駅名古屋駅,0,38,0,,,,17.97635,0,
2329,22,31,141,221,18,18,横浜,中部,新横浜,静岡,新横浜駅静岡駅,307,307,49,,,,6.72996,1,
2330,22,31,141,221,18,18,横浜,中部,羽田,羽田,羽田駅羽田駅,0,307,0,,,,17.97635,0,
2331,22,32,141,222,18,24,横浜,西部,新横浜,浜松,新横浜駅浜松駅,189,189,75,,,,6.72996,1,
2332,22,32,141,222,18,24,横浜,西部,羽田,名古屋,羽田駅名古屋駅,0,189,0,,,,17.97635,0,
2333,22,33,141,223,18,18,横浜,東部,新横浜,三島,新横浜駅三島駅,814,814,42,,,,6.72996,1,
2334,22,33,141,223,18,18,横浜,東部,羽田,羽田,羽田駅羽田駅,0,814,0,,,,17.97635,0,
2335,22,34,141,231,18,24,横浜,名古屋,新横浜,名古屋,新横浜駅名古屋駅,470,472,80,,,,6.72996,1,
2336,22,34,141,231,18,24,横浜,名古屋,羽田,名古屋,羽田駅名古屋駅,2,472,0,,,,17.97635,0,
2337,22,35,141,232,18,24,横浜,東三河,新横浜,豊橋,新横浜駅豊橋駅,39,39,117,,,,6.72996,1,
2338,22,35,141,232,18,24,横浜,東三河,羽田,名古屋,羽田駅名古屋駅,0,39,0,,,,17.97635,0,
2339,22,36,141,233,18,24,横浜,豊田,新横浜,三河安城,新横浜駅三河安城駅,234,234,136,,,,6.72996,1,
2340,22,36,141,233,18,24,横浜,豊田,羽田,名古屋,羽田駅名古屋駅,0,234,0,,,,17.97635,0,
2341,22,37,141,252,18,25,横浜,東北部,新横浜,米原,新横浜駅米原駅,39,39,179,,,,6.72996,1,
2342,22,37,141,252,18,25,横浜,東北部,羽田,関西国際,羽田駅関西国際駅,0,39,0,,,,17.97635,0,
2343,22,38,141,261,18,25,横浜,京都,新横浜,京都,新横浜駅京都駅,483,497,116,,,,6.72996,1,
2344,22,38,141,261,18,25,横浜,京都,羽田,関西国際,羽田駅関西国際駅,14,497,0,,,,17.97635,0,
2345,22,39,141,271,18,25,横浜,大阪,新横浜,新大阪,新横浜駅新大阪駅,491,541,131,,,,6.72996,1,
2346,22,39,141,271,18,25,横浜,大阪,羽田,関西国際,羽田駅関西国際駅,50,541,0,,,,17.97635,0,
2347,22,40,141,281,18,25,横浜,神戸,新横浜,新神戸,新横浜駅新神戸駅,188,224,144,,,,6.72996,1,
2348,22,40,141,281,18,25,横浜,神戸,羽田,関西国際,羽田駅関西国際駅,36,224,0,,,,17.97635,0,
2349,22,41,141,283,18,25,横浜,播磨,新横浜,姫路,新横浜駅姫路駅,111,117,161,,,,6.72996,1,
2350,22,41,141,283,18,25,横浜,播磨,羽田,関西国際,羽田駅関西国際駅,6,117,0,,,,17.97635,0,
2351,22,42,141,331,18,30,横浜,県南,新横浜,岡山,新横浜駅岡山駅,107,127,176,,,,6.72996,1,
2352,22,42,141,331,18,30,横浜,県南,羽田,岡山,羽田駅岡山駅,20,127,0,,,,17.97635,0,
2353,22,43,141,341,18,31,横浜,広島,新横浜,広島,新横浜駅広島駅,185,237,217,,,,6.72996,1,
2354,22,43,141,341,18,31,横浜,広島,羽田,広島,羽田駅広島駅,52,237,0,,,,17.97635,0,
2355,22,44,141,342,18,31,横浜,備後,新横浜,福山,新横浜駅福山駅,75,84,194,,,,6.72996,1,
2356,22,44,141,342,18,31,横浜,備後,羽田,広島,羽田駅広島駅,9,84,0,,,,17.97635,0,
2357,22,45,141,351,18,32,横浜,山口,新横浜,新山口,新横浜駅新山口駅,17,24,245,,,,6.72996,1,
2358,22,45,141,351,18,32,横浜,山口,羽田,山口宇部,羽田駅山口宇部駅,7,24,0,,,,17.97635,0,
2359,22,46,141,352,18,32,横浜,下関,新横浜,新下関,新横浜駅新下関駅,5,18,388,,,,6.72996,1,
2360,22,46,141,352,18,32,横浜,下関,羽田,山口宇部,羽田駅山口宇部駅,13,18,0,,,,17.97635,0,
2361,22,47,141,353,18,32,横浜,宇部,新横浜,厚狭,新横浜駅厚狭駅,11,22,377,,,,6.72996,1,
2362,22,47,141,353,18,32,横浜,宇部,羽田,山口宇部,羽田駅山口宇部駅,11,22,0,,,,17.97635,0,
2363,22,48,141,354,18,32,横浜,岩国,新横浜,新岩国,新横浜駅新岩国駅,10,12,327,,,,6.72996,1,
2364,22,48,141,354,18,32,横浜,岩国,羽田,山口宇部,羽田駅山口宇部駅,2,12,0,,,,17.97635,0,
2365,22,49,141,355,18,32,横浜,徳山,新横浜,徳山,新横浜駅徳山駅,31,37,242,,,,6.72996,1,
2366,22,49,141,355,18,32,横浜,徳山,羽田,山口宇部,羽田駅山口宇部駅,6,37,0,,,,17.97635,0,
2367,22,50,141,401,18,37,横浜,福岡,新横浜,博多,新横浜駅博多駅,27,221,281,,,,6.72996,1,
2368,22,50,141,401,18,37,横浜,福岡,羽田,福岡,羽田駅福岡駅,194,221,0,,,,17.97635,0,
2369,22,51,141,402,18,37,横浜,北九州,新横浜,小倉,新横浜駅小倉駅,45,96,264,,,,6.72996,1,
2370,22,51,141,402,18,37,横浜,北九州,羽田,福岡,羽田駅福岡駅,51,96,0,,,,17.97635,0,
2371,22,52,141,432,18,41,横浜,八代・芦北,新横浜,新八代,新横浜駅新八代駅,1,4,381,,,,6.72996,1,
2372,22,52,141,432,18,41,横浜,八代・芦北,羽田,熊本,羽田駅熊本駅,3,4,0,,,,17.97635,0,
2373,22,53,141,461,18,44,横浜,鹿児島,新横浜,鹿児島中央,新横浜駅鹿児島中央駅,7,55,426,,,,6.72996,1,
2374,22,53,141,461,18,44,横浜,鹿児島,羽田,鹿児島,羽田駅鹿児島駅,48,55,0,,,,17.97635,0,
2375,22,54,141,462,18,44,横浜,川北薩・串木野,新横浜,川内,新横浜駅川内駅,1,6,414,,,,6.72996,1,
2376,22,54,141,462,18,44,横浜,川北薩・串木野,羽田,鹿児島,羽田駅鹿児島駅,5,6,0,,,,17.97635,0,
2377,23,1,144,22,18,10,小田原,南部,小田原,八戸,小田原駅八戸駅,7,7,251,,,,1.524693,1,
2378,23,1,144,22,18,10,小田原,南部,羽田,三沢,羽田駅三沢駅,0,7,0,,,,31.21727,0,
2379,23,2,144,31,18,11,小田原,盛岡,小田原,盛岡,小田原駅盛岡駅,6,6,215,,,,1.524693,1,
2380,23,2,144,31,18,11,小田原,盛岡,羽田,花巻,羽田駅花巻駅,0,6,0,,,,31.21727,0,
2381,23,3,144,32,18,11,小田原,北上中部,小田原,新花巻,小田原駅新花巻駅,2,2,215,,,,1.524693,1,
2382,23,3,144,32,18,11,小田原,北上中部,羽田,花巻,羽田駅花巻駅,0,2,0,,,,31.21727,0,
2383,23,4,144,33,18,11,小田原,両磐,小田原,一ノ関,小田原駅一ノ関駅,13,13,177,,,,1.524693,1,
2384,23,4,144,33,18,11,小田原,両磐,羽田,花巻,羽田駅花巻駅,0,13,0,,,,31.21727,0,
2385,23,5,144,41,18,12,小田原,仙台,小田原,仙台,小田原駅仙台駅,0,0,141,,,,1.524693,1,
2386,23,5,144,41,18,12,小田原,仙台,羽田,仙台,羽田駅仙台駅,0,0,0,,,,31.21727,0,
2387,23,6,144,43,18,12,小田原,古川,小田原,くりこま高原,小田原駅くりこま高原駅,5,6,165,,,,1.524693,1,
2388,23,6,144,43,18,12,小田原,古川,羽田,仙台,羽田駅仙台駅,1,6,0,,,,31.21727,0,
2389,23,7,144,51,18,13,小田原,秋田臨海,小田原,秋田,小田原駅秋田駅,0,0,268,,,,1.524693,1,
2390,23,7,144,51,18,13,小田原,秋田臨海,羽田,秋田,羽田駅秋田駅,0,0,0,,,,31.21727,0,
2391,23,8,144,61,18,15,小田原,山形,小田原,山形,小田原駅山形駅,14,18,202,,,,1.524693,1,
2392,23,8,144,61,18,15,小田原,山形,羽田,山形,羽田駅山形駅,4,18,0,,,,31.21727,0,
2393,23,9,144,63,18,12,小田原,米沢,小田原,米沢,小田原駅米沢駅,7,16,168,,,,1.524693,1,
2394,23,9,144,63,18,12,小田原,米沢,羽田,仙台,羽田駅仙台駅,9,16,0,,,,31.21727,0,
2395,23,10,144,64,18,12,小田原,新庄,小田原,新庄,小田原駅新庄駅,1,1,250,,,,1.218555,1,
2396,23,10,144,64,18,12,小田原,新庄,羽田,仙台,羽田駅仙台駅,0,1,0,,,,65.770549,0,
2397,23,11,144,71,18,12,小田原,福島,小田原,福島,小田原駅福島駅,4,4,133,,,,1.218555,1,
2398,23,11,144,71,18,12,小田原,福島,羽田,仙台,羽田駅仙台駅,0,4,0,,,,65.770549,0,
2399,23,12,144,73,18,17,小田原,郡山,小田原,郡山,小田原駅郡山駅,6,6,118,,,,1.218555,1,
2400,23,12,144,73,18,17,小田原,郡山,羽田,福島,羽田駅福島駅,0,6,0,,,,65.770549,0,
2401,23,13,144,76,18,17,小田原,白河,小田原,新白河,小田原駅新白河駅,0,0,125,,,,1.218555,1,
2402,23,13,144,76,18,17,小田原,白河,羽田,福島,羽田駅福島駅,0,0,0,,,,65.770549,0,
2403,23,14,144,91,18,18,小田原,宇都宮,小田原,宇都宮,小田原駅宇都宮駅,14,14,91,,,,1.218555,1,
2404,23,14,144,91,18,18,小田原,宇都宮,羽田,羽田,羽田駅羽田駅,0,14,0,,,,65.770549,0,
2405,23,15,144,93,18,18,小田原,栃木・小山,小田原,小山,小田原駅小山駅,1,1,82,,,,1.218555,1,
2406,23,15,144,93,18,18,小田原,栃木・小山,羽田,羽田,羽田駅羽田駅,0,1,0,,,,65.770549,0,
2407,23,16,144,95,18,18,小田原,那須,小田原,那須塩原,小田原駅那須塩原駅,2,2,110,,,,1.218555,1,
2408,23,16,144,95,18,18,小田原,那須,羽田,羽田,羽田駅羽田駅,0,2,0,,,,65.770549,0,
2409,23,17,144,101,18,18,小田原,前橋・高崎,小田原,高崎,小田原駅高崎駅,1,1,89,,,,1.218555,1,
2410,23,17,144,101,18,18,小田原,前橋・高崎,羽田,羽田,羽田駅羽田駅,0,1,0,,,,65.770549,0,
2411,23,18,144,104,18,18,小田原,沼田・利根,小田原,上毛高原,小田原駅上毛高原駅,1,1,114,,,,1.218555,1,
2412,23,18,144,104,18,18,小田原,沼田・利根,羽田,羽田,羽田駅羽田駅,0,1,0,,,,65.770549,0,
2413,23,19,144,111,18,18,小田原,浦和,小田原,大宮,小田原駅大宮駅,－,#VALUE!,66,,,,1.218555,1,
2414,23,19,144,111,18,18,小田原,浦和,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,65.770549,0,
2415,23,20,144,113,18,18,小田原,児玉・大里,小田原,熊谷,小田原駅熊谷駅,－,#VALUE!,79,,,,1.218555,1,
2416,23,20,144,113,18,18,小田原,児玉・大里,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,65.770549,0,
2417,23,21,144,131,18,18,小田原,23区,小田原,東京,小田原駅東京駅,－,#VALUE!,40,,,,1.218555,1,
2418,23,21,144,131,18,18,小田原,23区,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,65.770549,0,
2419,23,22,144,141,18,18,小田原,横浜,小田原,新横浜,小田原駅新横浜駅,－,#VALUE!,20,,,,1.218555,1,
2420,23,22,144,141,18,18,小田原,横浜,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,65.770549,0,
2421,23,23,144,144,18,18,小田原,小田原,小田原,小田原,小田原駅小田原駅,－,#VALUE!,0,,,,1.218555,1,
2422,23,23,144,144,18,18,小田原,小田原,羽田,羽田,羽田駅羽田駅,0,#VALUE!,0,,,,65.770549,0,
2423,23,24,144,151,18,20,小田原,新潟,小田原,新潟,小田原駅新潟駅,0,0,160,,,,1.218555,1,
2424,23,24,144,151,18,20,小田原,新潟,羽田,新潟,羽田駅新潟駅,0,0,0,,,,65.770549,0,
2425,23,25,144,152,18,20,小田原,長岡,小田原,長岡,小田原駅長岡駅,0,0,137,,,,1.218555,1,
2426,23,25,144,152,18,20,小田原,長岡,羽田,新潟,羽田駅新潟駅,0,0,0,,,,65.770549,0,
2427,23,26,144,154,18,20,小田原,三条・燕,小田原,燕三条,小田原駅燕三条駅,1,1,148,,,,1.218555,1,
2428,23,26,144,154,18,20,小田原,三条・燕,羽田,新潟,羽田駅新潟駅,0,1,0,,,,65.770549,0,
2429,23,27,144,155,18,20,小田原,魚沼,小田原,浦佐,小田原駅浦佐駅,0,0,127,,,,1.218555,1,
2430,23,27,144,155,18,20,小田原,魚沼,羽田,新潟,羽田駅新潟駅,0,0,0,,,,65.770549,0,
2431,23,28,144,201,18,18,小田原,長野,小田原,長野,小田原駅長野駅,15,15,152,,,,1.218555,1,
2432,23,28,144,201,18,18,小田原,長野,羽田,羽田,羽田駅羽田駅,0,15,0,,,,65.770549,0,
2433,23,29,144,203,18,24,小田原,上田,小田原,上田,小田原駅上田駅,1,1,140,,,,1.218555,1,
2434,23,29,144,203,18,24,小田原,上田,羽田,名古屋,羽田駅名古屋駅,0,1,0,,,,65.770549,0,
2435,23,30,144,211,18,24,小田原,岐阜,小田原,岐阜羽島,小田原駅岐阜羽島駅,4,4,140,,,,1.218555,1,
2436,23,30,144,211,18,24,小田原,岐阜,羽田,名古屋,羽田駅名古屋駅,0,4,0,,,,65.770549,0,
2437,23,31,144,221,18,18,小田原,中部,小田原,静岡,小田原駅静岡駅,56,56,50,,,,1.218555,1,
2438,23,31,144,221,18,18,小田原,中部,羽田,羽田,羽田駅羽田駅,0,56,0,,,,65.770549,0,
2439,23,32,144,222,18,24,小田原,西部,小田原,浜松,小田原駅浜松駅,36,36,79,,,,1.218555,1,
2440,23,32,144,222,18,24,小田原,西部,羽田,名古屋,羽田駅名古屋駅,0,36,0,,,,65.770549,0,
2441,23,33,144,223,18,18,小田原,東部,小田原,三島,小田原駅三島駅,56,56,22,,,,1.218555,1,
2442,23,33,144,223,18,18,小田原,東部,羽田,羽田,羽田駅羽田駅,0,56,0,,,,65.770549,0,
2443,23,34,144,231,18,24,小田原,名古屋,小田原,名古屋,小田原駅名古屋駅,44,44,127,,,,1.218555,1,
2444,23,34,144,231,18,24,小田原,名古屋,羽田,名古屋,羽田駅名古屋駅,0,44,0,,,,65.770549,0,
2445,23,35,144,232,18,24,小田原,東三河,小田原,豊橋,小田原駅豊橋駅,18,18,97,,,,1.218555,1,
2446,23,35,144,232,18,24,小田原,東三河,羽田,名古屋,羽田駅名古屋駅,0,18,0,,,,65.770549,0,
2447,23,36,144,233,18,24,小田原,豊田,小田原,三河安城,小田原駅三河安城駅,32,32,116,,,,1.218555,1,
2448,23,36,144,233,18,24,小田原,豊田,羽田,名古屋,羽田駅名古屋駅,0,32,0,,,,65.770549,0,
2449,23,37,144,252,18,25,小田原,東北部,小田原,米原,小田原駅米原駅,4,4,159,,,,1.218555,1,
2450,23,37,144,252,18,25,小田原,東北部,羽田,関西国際,羽田駅関西国際駅,0,4,0,,,,65.770549,0,
2451,23,38,144,261,18,25,小田原,京都,小田原,京都,小田原駅京都駅,69,69,178,,,,1.218555,1,
2452,23,38,144,261,18,25,小田原,京都,羽田,関西国際,羽田駅関西国際駅,0,69,0,,,,65.770549,0,
2453,23,39,144,271,18,25,小田原,大阪,小田原,新大阪,小田原駅新大阪駅,57,58,194,,,,1.218555,1,
2454,23,39,144,271,18,25,小田原,大阪,羽田,関西国際,羽田駅関西国際駅,1,58,0,,,,65.770549,0,
2455,23,40,144,281,18,25,小田原,神戸,小田原,新神戸,小田原駅新神戸駅,14,14,207,,,,1.218555,1,
2456,23,40,144,281,18,25,小田原,神戸,羽田,関西国際,羽田駅関西国際駅,0,14,0,,,,65.770549,0,
2457,23,41,144,283,18,25,小田原,播磨,小田原,姫路,小田原駅姫路駅,14,14,224,,,,1.218555,1,
2458,23,41,144,283,18,25,小田原,播磨,羽田,関西国際,羽田駅関西国際駅,0,14,0,,,,65.770549,0,
2459,23,42,144,331,18,30,小田原,県南,小田原,岡山,小田原駅岡山駅,16,16,239,,,,1.218555,1,
2460,23,42,144,331,18,30,小田原,県南,羽田,岡山,羽田駅岡山駅,0,16,0,,,,65.770549,0,
2461,23,43,144,341,18,31,小田原,広島,小田原,広島,小田原駅広島駅,11,15,280,,,,1.218555,1,
2462,23,43,144,341,18,31,小田原,広島,羽田,広島,羽田駅広島駅,4,15,0,,,,65.770549,0,
2463,23,44,144,342,18,31,小田原,備後,小田原,福山,小田原駅福山駅,7,8,257,,,,1.218555,1,
2464,23,44,144,342,18,31,小田原,備後,羽田,広島,羽田駅広島駅,1,8,0,,,,65.770549,0,
2465,23,45,144,351,18,32,小田原,山口,小田原,新山口,小田原駅新山口駅,3,3,308,,,,1.218555,1,
2466,23,45,144,351,18,32,小田原,山口,羽田,山口宇部,羽田駅山口宇部駅,0,3,0,,,,65.770549,0,
2467,23,46,144,352,18,32,小田原,下関,小田原,新下関,小田原駅新下関駅,0,0,451,,,,1.218555,1,
2468,23,46,144,352,18,32,小田原,下関,羽田,山口宇部,羽田駅山口宇部駅,0,0,0,,,,65.770549,0,
2469,23,47,144,353,18,32,小田原,宇部,小田原,厚狭,小田原駅厚狭駅,1,2,440,,,,1.218555,1,
2470,23,47,144,353,18,32,小田原,宇部,羽田,山口宇部,羽田駅山口宇部駅,1,2,0,,,,65.770549,0,
2471,23,48,144,354,18,32,小田原,岩国,小田原,新岩国,小田原駅新岩国駅,1,1,390,,,,1.218555,1,
2472,23,48,144,354,18,32,小田原,岩国,羽田,山口宇部,羽田駅山口宇部駅,0,1,0,,,,65.770549,0,
2473,23,49,144,355,18,32,小田原,徳山,小田原,徳山,小田原駅徳山駅,3,3,305,,,,1.218555,1,
2474,23,49,144,355,18,32,小田原,徳山,羽田,山口宇部,羽田駅山口宇部駅,0,3,0,,,,65.770549,0,
2475,23,50,144,401,18,37,小田原,福岡,小田原,博多,小田原駅博多駅,1,11,344,,,,1.218555,1,
2476,23,50,144,401,18,37,小田原,福岡,羽田,福岡,羽田駅福岡駅,10,11,0,,,,65.770549,0,
2477,23,51,144,402,18,37,小田原,北九州,小田原,小倉,小田原駅小倉駅,3,6,327,,,,1.218555,1,
2478,23,51,144,402,18,37,小田原,北九州,羽田,福岡,羽田駅福岡駅,3,6,0,,,,65.770549,0,
2479,23,52,144,432,18,41,小田原,八代・芦北,小田原,新八代,小田原駅新八代駅,0,0,444,,,,1.218555,1,
2480,23,52,144,432,18,41,小田原,八代・芦北,羽田,熊本,羽田駅熊本駅,0,0,0,,,,65.770549,0,
2481,23,53,144,461,18,44,小田原,鹿児島,小田原,鹿児島中央,小田原駅鹿児島中央駅,0,2,489,,,,1.218555,1,
2482,23,53,144,461,18,44,小田原,鹿児島,羽田,鹿児島,羽田駅鹿児島駅,2,2,0,,,,65.770549,0,
2483,23,54,144,462,18,44,小田原,川北薩・串木野,小田原,川内,小田原駅川内駅,0,0,477,,,,1.218555,1,
2484,23,54,144,462,18,44,小田原,川北薩・串木野,羽田,鹿児島,羽田駅鹿児島駅,0,0,0,,,,65.770549,0,
2485,24,1,151,22,20,10,新潟,南部,新潟,八戸,新潟駅八戸駅,0,0,280,,,,1.524693,1,
2486,24,1,151,22,20,10,新潟,南部,新潟,三沢,新潟駅三沢駅,0,0,0,,,,31.21727,0,
2487,24,2,151,31,20,11,新潟,盛岡,新潟,盛岡,新潟駅盛岡駅,1,1,244,,,,1.524693,1,
2488,24,2,151,31,20,11,新潟,盛岡,新潟,花巻,新潟駅花巻駅,0,1,0,,,,31.21727,0,
2489,24,3,151,32,20,11,新潟,北上中部,新潟,新花巻,新潟駅新花巻駅,3,4,244,,,,1.524693,1,
2490,24,3,151,32,20,11,新潟,北上中部,新潟,花巻,新潟駅花巻駅,1,4,0,,,,31.21727,0,
2491,24,4,151,33,20,11,新潟,両磐,新潟,一ノ関,新潟駅一ノ関駅,0,0,206,,,,1.524693,1,
2492,24,4,151,33,20,11,新潟,両磐,新潟,花巻,新潟駅花巻駅,0,0,0,,,,31.21727,0,
2493,24,5,151,41,20,12,新潟,仙台,新潟,仙台,新潟駅仙台駅,0,0,170,,,,1.524693,1,
2494,24,5,151,41,20,12,新潟,仙台,新潟,仙台,新潟駅仙台駅,0,0,0,,,,31.21727,0,
2495,24,6,151,43,20,12,新潟,古川,新潟,くりこま高原,新潟駅くりこま高原駅,0,0,194,,,,1.524693,1,
2496,24,6,151,43,20,12,新潟,古川,新潟,仙台,新潟駅仙台駅,0,0,0,,,,31.21727,0,
2497,24,7,151,51,20,13,新潟,秋田臨海,新潟,秋田,新潟駅秋田駅,0,0,297,,,,1.524693,1,
2498,24,7,151,51,20,13,新潟,秋田臨海,新潟,秋田,新潟駅秋田駅,0,0,0,,,,31.21727,0,
2499,24,8,151,61,20,15,新潟,山形,新潟,山形,新潟駅山形駅,0,0,232,,,,1.524693,1,
2500,24,8,151,61,20,15,新潟,山形,新潟,山形,新潟駅山形駅,0,0,0,,,,31.21727,0,
2501,24,9,151,63,20,12,新潟,米沢,新潟,米沢,新潟駅米沢駅,0,0,198,,,,1.524693,1,
2502,24,9,151,63,20,12,新潟,米沢,新潟,仙台,新潟駅仙台駅,0,0,0,,,,31.21727,0,
2503,24,10,151,64,20,12,新潟,新庄,新潟,新庄,新潟駅新庄駅,0,0,280,,,,2.222603,1,
2504,24,10,151,64,20,12,新潟,新庄,新潟,仙台,新潟駅仙台駅,0,0,0,,,,8.293441,0,
2505,24,11,151,71,20,12,新潟,福島,新潟,福島,新潟駅福島駅,0,0,162,,,,2.222603,1,
2506,24,11,151,71,20,12,新潟,福島,新潟,仙台,新潟駅仙台駅,0,0,0,,,,8.293441,0,
2507,24,12,151,73,20,17,新潟,郡山,新潟,郡山,新潟駅郡山駅,1,1,147,,,,2.222603,1,
2508,24,12,151,73,20,17,新潟,郡山,新潟,福島,新潟駅福島駅,0,1,0,,,,8.293441,0,
2509,24,13,151,76,20,17,新潟,白河,新潟,新白河,新潟駅新白河駅,2,2,154,,,,2.222603,1,
2510,24,13,151,76,20,17,新潟,白河,新潟,福島,新潟駅福島駅,0,2,0,,,,8.293441,0,
2511,24,14,151,91,20,18,新潟,宇都宮,新潟,宇都宮,新潟駅宇都宮駅,2,2,120,,,,2.222603,1,
2512,24,14,151,91,20,18,新潟,宇都宮,新潟,羽田,新潟駅羽田駅,0,2,0,,,,8.293441,0,
2513,24,15,151,93,20,18,新潟,栃木・小山,新潟,小山,新潟駅小山駅,6,6,111,,,,2.222603,1,
2514,24,15,151,93,20,18,新潟,栃木・小山,新潟,羽田,新潟駅羽田駅,0,6,0,,,,8.293441,0,
2515,24,16,151,95,20,18,新潟,那須,新潟,那須塩原,新潟駅那須塩原駅,0,0,139,,,,2.222603,1,
2516,24,16,151,95,20,18,新潟,那須,新潟,羽田,新潟駅羽田駅,0,0,0,,,,8.293441,0,
2517,24,17,151,101,20,18,新潟,前橋・高崎,新潟,高崎,新潟駅高崎駅,24,24,71,,,,2.222603,1,
2518,24,17,151,101,20,18,新潟,前橋・高崎,新潟,羽田,新潟駅羽田駅,0,24,0,,,,8.293441,0,
2519,24,18,151,104,20,18,新潟,沼田・利根,新潟,上毛高原,新潟駅上毛高原駅,7,7,74,,,,2.222603,1,
2520,24,18,151,104,20,18,新潟,沼田・利根,新潟,羽田,新潟駅羽田駅,0,7,0,,,,8.293441,0,
2521,24,19,151,111,20,18,新潟,浦和,新潟,大宮,新潟駅大宮駅,213,213,95,,,,2.222603,1,
2522,24,19,151,111,20,18,新潟,浦和,新潟,羽田,新潟駅羽田駅,0,213,0,,,,8.293441,0,
2523,24,20,151,113,20,18,新潟,児玉・大里,新潟,熊谷,新潟駅熊谷駅,26,26,81,,,,2.222603,1,
2524,24,20,151,113,20,18,新潟,児玉・大里,新潟,羽田,新潟駅羽田駅,0,26,0,,,,8.293441,0,
2525,24,21,151,131,20,18,新潟,23区,新潟,東京,新潟駅東京駅,1166,1166,120,,,,2.222603,1,
2526,24,21,151,131,20,18,新潟,23区,新潟,羽田,新潟駅羽田駅,0,1166,0,,,,8.293441,0,
2527,24,22,151,141,20,18,新潟,横浜,新潟,新横浜,新潟駅新横浜駅,174,174,139,,,,2.222603,1,
2528,24,22,151,141,20,18,新潟,横浜,新潟,羽田,新潟駅羽田駅,0,174,0,,,,8.293441,0,
