"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数"
"2336",2336,22,34,141,231,18,24,"横浜","名古屋","羽田","名古屋","羽田駅名古屋駅","2","472",0,NA,NA,NA,17.97635,0,NA
"2337",2337,22,35,141,232,18,24,"横浜","東三河","新横浜","豊橋","新横浜駅豊橋駅","39","39",117,9500,NA,NA,6.72996,1,NA
"2338",2338,22,35,141,232,18,24,"横浜","東三河","羽田","名古屋","羽田駅名古屋駅","0","39",0,NA,NA,NA,17.97635,0,NA
"2339",2339,22,36,141,233,18,24,"横浜","豊田","新横浜","三河安城","新横浜駅三河安城駅","234","234",136,10800,NA,NA,6.72996,1,NA
"2340",2340,22,36,141,233,18,24,"横浜","豊田","羽田","名古屋","羽田駅名古屋駅","0","234",0,NA,NA,NA,17.97635,0,NA
"2341",2341,22,37,141,252,18,25,"横浜","東北部","新横浜","米原","新横浜駅米原駅","39","39",179,13600,NA,NA,6.72996,1,NA
"2342",2342,22,37,141,252,18,25,"横浜","東北部","羽田","関西国際","羽田駅関西国際駅","0","39",72.6111111085,11550,21900,870,17.97635,0,2.71428571428571
"2343",2343,22,38,141,261,18,25,"横浜","京都","新横浜","京都","新横浜駅京都駅","483","497",116,15760,NA,NA,6.72996,1,NA
"2344",2344,22,38,141,261,18,25,"横浜","京都","羽田","関西国際","羽田駅関西国際駅","14","497",72.6111111085,11550,21900,870,17.97635,0,2.71428571428571
"2345",2345,22,39,141,271,18,25,"横浜","大阪","新横浜","新大阪","新横浜駅新大阪駅","491","541",131,16840,NA,NA,6.72996,1,NA
"2346",2346,22,39,141,271,18,25,"横浜","大阪","羽田","関西国際","羽田駅関西国際駅","50","541",72.6111111085,11550,21900,870,17.97635,0,2.71428571428571
"2347",2347,22,40,141,281,18,25,"横浜","神戸","新横浜","新神戸","新横浜駅新神戸駅","188","224",144,17920,NA,NA,6.72996,1,NA
"2348",2348,22,40,141,281,18,25,"横浜","神戸","羽田","関西国際","羽田駅関西国際駅","36","224",72.6111111085,11550,21900,870,17.97635,0,2.71428571428571
"2349",2349,22,41,141,283,18,25,"横浜","播磨","新横浜","姫路","新横浜駅姫路駅","111","117",161,19220,NA,NA,6.72996,1,NA
"2350",2350,22,41,141,283,18,25,"横浜","播磨","羽田","関西国際","羽田駅関西国際駅","6","117",72.6111111085,11550,21900,870,17.97635,0,2.71428571428571
"2351",2351,22,42,141,331,18,30,"横浜","県南","新横浜","岡山","新横浜駅岡山駅","107","127",176,20300,NA,NA,6.72996,1,NA
"2352",2352,22,42,141,331,18,30,"横浜","県南","羽田","岡山","羽田駅岡山駅","20","127",80,15050,3285,635,17.97635,0,2
"2353",2353,22,43,141,341,18,31,"横浜","広島","新横浜","広島","新横浜駅広島駅","185","237",217,22680,NA,NA,6.72996,1,NA
"2354",2354,22,43,141,341,18,31,"横浜","広島","羽田","広島","羽田駅広島駅","52","237",87.5,15400,5840,735,17.97635,0,3
"2355",2355,22,44,141,342,18,31,"横浜","備後","新横浜","福山","新横浜駅福山駅","75","84",194,21600,NA,NA,6.72996,1,NA
"2356",2356,22,44,141,342,18,31,"横浜","備後","羽田","広島","羽田駅広島駅","9","84",87.5,15400,5840,735,17.97635,0,3
"2357",2357,22,45,141,351,18,32,"横浜","山口","新横浜","新山口","新横浜駅新山口駅","17","24",245,24620,NA,NA,6.72996,1,NA
"2358",2358,22,45,141,351,18,32,"横浜","山口","羽田","山口宇部","羽田駅山口宇部駅","7","24",100,17300,2920,655,17.97635,0,2
"2359",2359,22,46,141,352,18,32,"横浜","下関","新横浜","新下関","新横浜駅新下関駅","5","18",388,25920,NA,NA,6.72996,1,NA
"2360",2360,22,46,141,352,18,32,"横浜","下関","羽田","山口宇部","羽田駅山口宇部駅","13","18",100,17300,2920,655,17.97635,0,2
"2361",2361,22,47,141,353,18,32,"横浜","宇部","新横浜","厚狭","新横浜駅厚狭駅","11","22",377,25280,NA,NA,6.72996,1,NA
"2362",2362,22,47,141,353,18,32,"横浜","宇部","羽田","山口宇部","羽田駅山口宇部駅","11","22",100,17300,2920,655,17.97635,0,2
"2363",2363,22,48,141,354,18,32,"横浜","岩国","新横浜","新岩国","新横浜駅新岩国駅","10","12",327,23320,NA,NA,6.72996,1,NA
"2364",2364,22,48,141,354,18,32,"横浜","岩国","羽田","山口宇部","羽田駅山口宇部駅","2","12",100,17300,2920,655,17.97635,0,2
"2365",2365,22,49,141,355,18,32,"横浜","徳山","新横浜","徳山","新横浜駅徳山駅","31","37",242,23980,NA,NA,6.72996,1,NA
"2366",2366,22,49,141,355,18,32,"横浜","徳山","羽田","山口宇部","羽田駅山口宇部駅","6","37",100,17300,2920,655,17.97635,0,2
"2367",2367,22,50,141,401,18,37,"横浜","福岡","新横浜","博多","新横浜駅博多駅","27","221",281,27000,NA,NA,6.72996,1,NA
"2368",2368,22,50,141,401,18,37,"横浜","福岡","羽田","福岡","羽田駅福岡駅","194","221",107.826086956522,16697.1014492754,25185,805,17.97635,0,2.33333333333333
"2369",2369,22,51,141,402,18,37,"横浜","北九州","新横浜","小倉","新横浜駅小倉駅","45","96",264,25920,NA,NA,6.72996,1,NA
"2370",2370,22,51,141,402,18,37,"横浜","北九州","羽田","福岡","羽田駅福岡駅","51","96",107.826086956522,16697.1014492754,25185,805,17.97635,0,2.33333333333333
"2371",2371,22,52,141,432,18,41,"横浜","八代・芦北","新横浜","新八代","新横浜駅新八代駅","1","4",381,29600,NA,NA,6.72996,1,NA
"2372",2372,22,52,141,432,18,41,"横浜","八代・芦北","羽田","熊本","羽田駅熊本駅","3","4",110,17325,5840,660,17.97635,0,3
"2373",2373,22,53,141,461,18,44,"横浜","鹿児島","新横浜","鹿児島中央","新横浜駅鹿児島中央駅","7","55",426,31320,NA,NA,6.72996,1,NA
"2374",2374,22,53,141,461,18,44,"横浜","鹿児島","羽田","鹿児島","羽田駅鹿児島駅","48","55",110,18756.25,5840,630,17.97635,0,3
"2375",2375,22,54,141,462,18,44,"横浜","川北薩・串木野","新横浜","川内","新横浜駅川内駅","1","6",414,30680,NA,NA,6.72996,1,NA
"2376",2376,22,54,141,462,18,44,"横浜","川北薩・串木野","羽田","鹿児島","羽田駅鹿児島駅","5","6",110,18756.25,5840,630,17.97635,0,3
"2377",2377,23,1,144,22,18,10,"小田原","南部","小田原","八戸","小田原駅八戸駅","7","7",251,20300,NA,NA,1.524693,1,NA
"2378",2378,23,1,144,22,18,10,"小田原","南部","羽田","三沢","羽田駅三沢駅","0","7",80,14750,1095,585,31.21727,0,1
"2379",2379,23,2,144,31,18,11,"小田原","盛岡","小田原","盛岡","小田原駅盛岡駅","6","6",215,19220,NA,NA,1.524693,1,NA
"2380",2380,23,2,144,31,18,11,"小田原","盛岡","羽田","花巻","羽田駅花巻駅","0","6",0,NA,NA,NA,31.21727,0,NA
"2381",2381,23,3,144,32,18,11,"小田原","北上中部","小田原","新花巻","小田原駅新花巻駅","2","2",215,18580,NA,NA,1.524693,1,NA
"2382",2382,23,3,144,32,18,11,"小田原","北上中部","羽田","花巻","羽田駅花巻駅","0","2",0,NA,NA,NA,31.21727,0,NA
"2383",2383,23,4,144,33,18,11,"小田原","両磐","小田原","一ノ関","小田原駅一ノ関駅","13","13",177,16840,NA,NA,1.524693,1,NA
"2384",2384,23,4,144,33,18,11,"小田原","両磐","羽田","花巻","羽田駅花巻駅","0","13",0,NA,NA,NA,31.21727,0,NA
"2385",2385,23,5,144,41,18,12,"小田原","仙台","小田原","仙台","小田原駅仙台駅","0","0",141,14040,NA,NA,1.524693,1,NA
"2386",2386,23,5,144,41,18,12,"小田原","仙台","羽田","仙台","羽田駅仙台駅","0","0",60,9050,1460,270,31.21727,0,2
"2387",2387,23,6,144,43,18,12,"小田原","古川","小田原","くりこま高原","小田原駅くりこま高原駅","5","6",165,16420,NA,NA,1.524693,1,NA
"2388",2388,23,6,144,43,18,12,"小田原","古川","羽田","仙台","羽田駅仙台駅","1","6",60,9050,1460,270,31.21727,0,2
"2389",2389,23,7,144,51,18,13,"小田原","秋田臨海","小田原","秋田","小田原駅秋田駅","0","0",268,20960,NA,NA,1.524693,1,NA
"2390",2390,23,7,144,51,18,13,"小田原","秋田臨海","羽田","秋田","羽田駅秋田駅","0","0",70,12300,2555,660,31.21727,0,2
"2391",2391,23,8,144,61,18,15,"小田原","山形","小田原","山形","小田原駅山形駅","14","18",202,14680,NA,NA,1.524693,1,NA
"2392",2392,23,8,144,61,18,15,"小田原","山形","羽田","山形","羽田駅山形駅","4","18",60,9100,365,80,31.21727,0,1
"2393",2393,23,9,144,63,18,12,"小田原","米沢","小田原","米沢","小田原駅米沢駅","7","16",168,12960,NA,NA,1.524693,1,NA
"2394",2394,23,9,144,63,18,12,"小田原","米沢","羽田","仙台","羽田駅仙台駅","9","16",60,9050,1460,270,31.21727,0,2
"2395",2395,23,10,144,64,18,12,"小田原","新庄","小田原","新庄","小田原駅新庄駅","1","1",250,16420,NA,NA,1.218555,1,NA
"2396",2396,23,10,144,64,18,12,"小田原","新庄","羽田","仙台","羽田駅仙台駅","0","1",60,9050,1460,270,65.770549,0,2
"2397",2397,23,11,144,71,18,12,"小田原","福島","小田原","福島","小田原駅福島駅","4","4",133,11880,NA,NA,1.218555,1,NA
"2398",2398,23,11,144,71,18,12,"小田原","福島","羽田","仙台","羽田駅仙台駅","0","4",60,9050,1460,270,65.770549,0,2
"2399",2399,23,12,144,73,18,17,"小田原","郡山","小田原","郡山","小田原駅郡山駅","6","6",118,10800,NA,NA,1.218555,1,NA
"2400",2400,23,12,144,73,18,17,"小田原","郡山","羽田","福島","羽田駅福島駅","0","6",0,NA,NA,NA,65.770549,0,NA
"2401",2401,23,13,144,76,18,17,"小田原","白河","小田原","新白河","小田原駅新白河駅","0","0",125,9500,NA,NA,1.218555,1,NA
"2402",2402,23,13,144,76,18,17,"小田原","白河","羽田","福島","羽田駅福島駅","0","0",0,NA,NA,NA,65.770549,0,NA
"2403",2403,23,14,144,91,18,18,"小田原","宇都宮","小田原","宇都宮","小田原駅宇都宮駅","14","14",91,6700,NA,NA,1.218555,1,NA
"2404",2404,23,14,144,91,18,18,"小田原","宇都宮","羽田","羽田","羽田駅羽田駅","0","14",0,NA,NA,NA,65.770549,0,NA
"2405",2405,23,15,144,93,18,18,"小田原","栃木・小山","小田原","小山","小田原駅小山駅","1","1",82,6040,NA,NA,1.218555,1,NA
"2406",2406,23,15,144,93,18,18,"小田原","栃木・小山","羽田","羽田","羽田駅羽田駅","0","1",0,NA,NA,NA,65.770549,0,NA
"2407",2407,23,16,144,95,18,18,"小田原","那須","小田原","那須塩原","小田原駅那須塩原駅","2","2",110,8860,NA,NA,1.218555,1,NA
"2408",2408,23,16,144,95,18,18,"小田原","那須","羽田","羽田","羽田駅羽田駅","0","2",0,NA,NA,NA,65.770549,0,NA
"2409",2409,23,17,144,101,18,18,"小田原","前橋・高崎","小田原","高崎","小田原駅高崎駅","1","1",89,6700,NA,NA,1.218555,1,NA
"2410",2410,23,17,144,101,18,18,"小田原","前橋・高崎","羽田","羽田","羽田駅羽田駅","0","1",0,NA,NA,NA,65.770549,0,NA
"2411",2411,23,18,144,104,18,18,"小田原","沼田・利根","小田原","上毛高原","小田原駅上毛高原駅","1","1",114,8000,NA,NA,1.218555,1,NA
"2412",2412,23,18,144,104,18,18,"小田原","沼田・利根","羽田","羽田","羽田駅羽田駅","0","1",0,NA,NA,NA,65.770549,0,NA
"2413",2413,23,19,144,111,18,18,"小田原","浦和","小田原","大宮","小田原駅大宮駅","－","#VALUE!",66,3880,NA,NA,1.218555,1,NA
"2414",2414,23,19,144,111,18,18,"小田原","浦和","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,65.770549,0,NA
"2415",2415,23,20,144,113,18,18,"小田原","児玉・大里","小田原","熊谷","小田原駅熊谷駅","－","#VALUE!",79,5180,NA,NA,1.218555,1,NA
"2416",2416,23,20,144,113,18,18,"小田原","児玉・大里","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,65.770549,0,NA
"2417",2417,23,21,144,131,18,18,"小田原","23区","小田原","東京","小田原駅東京駅","－","#VALUE!",40,2980,NA,NA,1.218555,1,NA
"2418",2418,23,21,144,131,18,18,"小田原","23区","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,65.770549,0,NA
"2419",2419,23,22,144,141,18,18,"小田原","横浜","小田原","新横浜","小田原駅新横浜駅","－","#VALUE!",20,1940,NA,NA,1.218555,1,NA
"2420",2420,23,22,144,141,18,18,"小田原","横浜","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,65.770549,0,NA
"2421",2421,23,23,144,144,18,18,"小田原","小田原","小田原","小田原","小田原駅小田原駅","－","#VALUE!",0,NA,NA,NA,1.218555,1,NA
"2422",2422,23,23,144,144,18,18,"小田原","小田原","羽田","羽田","羽田駅羽田駅","0","#VALUE!",0,NA,NA,NA,65.770549,0,NA
"2423",2423,23,24,144,151,18,20,"小田原","新潟","小田原","新潟","小田原駅新潟駅","0","0",160,13600,NA,NA,1.218555,1,NA
"2424",2424,23,24,144,151,18,20,"小田原","新潟","羽田","新潟","羽田駅新潟駅","0","0",0,NA,NA,NA,65.770549,0,NA
"2425",2425,23,25,144,152,18,20,"小田原","長岡","小田原","長岡","小田原駅長岡駅","0","0",137,11880,NA,NA,1.218555,1,NA
"2426",2426,23,25,144,152,18,20,"小田原","長岡","羽田","新潟","羽田駅新潟駅","0","0",0,NA,NA,NA,65.770549,0,NA
"2427",2427,23,26,144,154,18,20,"小田原","三条・燕","小田原","燕三条","小田原駅燕三条駅","1","1",148,12520,NA,NA,1.218555,1,NA
"2428",2428,23,26,144,154,18,20,"小田原","三条・燕","羽田","新潟","羽田駅新潟駅","0","1",0,NA,NA,NA,65.770549,0,NA
"2429",2429,23,27,144,155,18,20,"小田原","魚沼","小田原","浦佐","小田原駅浦佐駅","0","0",127,10800,NA,NA,1.218555,1,NA
"2430",2430,23,27,144,155,18,20,"小田原","魚沼","羽田","新潟","羽田駅新潟駅","0","0",0,NA,NA,NA,65.770549,0,NA
"2431",2431,23,28,144,201,18,18,"小田原","長野","小田原","長野","小田原駅長野駅","15","15",152,10800,NA,NA,1.218555,1,NA
"2432",2432,23,28,144,201,18,18,"小田原","長野","羽田","羽田","羽田駅羽田駅","0","15",0,NA,NA,NA,65.770549,0,NA
"2433",2433,23,29,144,203,18,24,"小田原","上田","小田原","上田","小田原駅上田駅","1","1",140,9500,NA,NA,1.218555,1,NA
"2434",2434,23,29,144,203,18,24,"小田原","上田","羽田","名古屋","羽田駅名古屋駅","0","1",0,NA,NA,NA,65.770549,0,NA
"2435",2435,23,30,144,211,18,24,"小田原","岐阜","小田原","岐阜羽島","小田原駅岐阜羽島駅","4","4",140,10800,NA,NA,1.218555,1,NA
"2436",2436,23,30,144,211,18,24,"小田原","岐阜","羽田","名古屋","羽田駅名古屋駅","0","4",0,NA,NA,NA,65.770549,0,NA
"2437",2437,23,31,144,221,18,18,"小田原","中部","小田原","静岡","小田原駅静岡駅","56","56",50,3320,NA,NA,1.218555,1,NA
"2438",2438,23,31,144,221,18,18,"小田原","中部","羽田","羽田","羽田駅羽田駅","0","56",0,NA,NA,NA,65.770549,0,NA
"2439",2439,23,32,144,222,18,24,"小田原","西部","小田原","浜松","小田原駅浜松駅","36","36",79,6040,NA,NA,1.218555,1,NA
"2440",2440,23,32,144,222,18,24,"小田原","西部","羽田","名古屋","羽田駅名古屋駅","0","36",0,NA,NA,NA,65.770549,0,NA
"2441",2441,23,33,144,223,18,18,"小田原","東部","小田原","三島","小田原駅三島駅","56","56",22,1340,NA,NA,1.218555,1,NA
"2442",2442,23,33,144,223,18,18,"小田原","東部","羽田","羽田","羽田駅羽田駅","0","56",0,NA,NA,NA,65.770549,0,NA
"2443",2443,23,34,144,231,18,24,"小田原","名古屋","小田原","名古屋","小田原駅名古屋駅","44","44",127,10160,NA,NA,1.218555,1,NA
"2444",2444,23,34,144,231,18,24,"小田原","名古屋","羽田","名古屋","羽田駅名古屋駅","0","44",0,NA,NA,NA,65.770549,0,NA
"2445",2445,23,35,144,232,18,24,"小田原","東三河","小田原","豊橋","小田原駅豊橋駅","18","18",97,7340,NA,NA,1.218555,1,NA
"2446",2446,23,35,144,232,18,24,"小田原","東三河","羽田","名古屋","羽田駅名古屋駅","0","18",0,NA,NA,NA,65.770549,0,NA
"2447",2447,23,36,144,233,18,24,"小田原","豊田","小田原","三河安城","小田原駅三河安城駅","32","32",116,8860,NA,NA,1.218555,1,NA
"2448",2448,23,36,144,233,18,24,"小田原","豊田","羽田","名古屋","羽田駅名古屋駅","0","32",0,NA,NA,NA,65.770549,0,NA
"2449",2449,23,37,144,252,18,25,"小田原","東北部","小田原","米原","小田原駅米原駅","4","4",159,12520,NA,NA,1.218555,1,NA
"2450",2450,23,37,144,252,18,25,"小田原","東北部","羽田","関西国際","羽田駅関西国際駅","0","4",72.6111111085,11550,21900,870,65.770549,0,2.71428571428571
"2451",2451,23,38,144,261,18,25,"小田原","京都","小田原","京都","小田原駅京都駅","69","69",178,14040,NA,NA,1.218555,1,NA
"2452",2452,23,38,144,261,18,25,"小田原","京都","羽田","関西国際","羽田駅関西国際駅","0","69",72.6111111085,11550,21900,870,65.770549,0,2.71428571428571
"2453",2453,23,39,144,271,18,25,"小田原","大阪","小田原","新大阪","小田原駅新大阪駅","57","58",194,15120,NA,NA,1.218555,1,NA
"2454",2454,23,39,144,271,18,25,"小田原","大阪","羽田","関西国際","羽田駅関西国際駅","1","58",72.6111111085,11550,21900,870,65.770549,0,2.71428571428571
"2455",2455,23,40,144,281,18,25,"小田原","神戸","小田原","新神戸","小田原駅新神戸駅","14","14",207,16420,NA,NA,1.218555,1,NA
"2456",2456,23,40,144,281,18,25,"小田原","神戸","羽田","関西国際","羽田駅関西国際駅","0","14",72.6111111085,11550,21900,870,65.770549,0,2.71428571428571
"2457",2457,23,41,144,283,18,25,"小田原","播磨","小田原","姫路","小田原駅姫路駅","14","14",224,17920,NA,NA,1.218555,1,NA
"2458",2458,23,41,144,283,18,25,"小田原","播磨","羽田","関西国際","羽田駅関西国際駅","0","14",72.6111111085,11550,21900,870,65.770549,0,2.71428571428571
"2459",2459,23,42,144,331,18,30,"小田原","県南","小田原","岡山","小田原駅岡山駅","16","16",239,19660,NA,NA,1.218555,1,NA
"2460",2460,23,42,144,331,18,30,"小田原","県南","羽田","岡山","羽田駅岡山駅","0","16",80,15050,3285,635,65.770549,0,2
"2461",2461,23,43,144,341,18,31,"小田原","広島","小田原","広島","小田原駅広島駅","11","15",280,22240,NA,NA,1.218555,1,NA
"2462",2462,23,43,144,341,18,31,"小田原","広島","羽田","広島","羽田駅広島駅","4","15",87.5,15400,5840,735,65.770549,0,3
"2463",2463,23,44,144,342,18,31,"小田原","備後","小田原","福山","小田原駅福山駅","7","8",257,20300,NA,NA,1.218555,1,NA
"2464",2464,23,44,144,342,18,31,"小田原","備後","羽田","広島","羽田駅広島駅","1","8",87.5,15400,5840,735,65.770549,0,3
"2465",2465,23,45,144,351,18,32,"小田原","山口","小田原","新山口","小田原駅新山口駅","3","3",308,23980,NA,NA,1.218555,1,NA
"2466",2466,23,45,144,351,18,32,"小田原","山口","羽田","山口宇部","羽田駅山口宇部駅","0","3",100,17300,2920,655,65.770549,0,2
"2467",2467,23,46,144,352,18,32,"小田原","下関","小田原","新下関","小田原駅新下関駅","0","0",451,25280,NA,NA,1.218555,1,NA
"2468",2468,23,46,144,352,18,32,"小田原","下関","羽田","山口宇部","羽田駅山口宇部駅","0","0",100,17300,2920,655,65.770549,0,2
"2469",2469,23,47,144,353,18,32,"小田原","宇部","小田原","厚狭","小田原駅厚狭駅","1","2",440,24620,NA,NA,1.218555,1,NA
"2470",2470,23,47,144,353,18,32,"小田原","宇部","羽田","山口宇部","羽田駅山口宇部駅","1","2",100,17300,2920,655,65.770549,0,2
"2471",2471,23,48,144,354,18,32,"小田原","岩国","小田原","新岩国","小田原駅新岩国駅","1","1",390,22680,NA,NA,1.218555,1,NA
"2472",2472,23,48,144,354,18,32,"小田原","岩国","羽田","山口宇部","羽田駅山口宇部駅","0","1",100,17300,2920,655,65.770549,0,2
"2473",2473,23,49,144,355,18,32,"小田原","徳山","小田原","徳山","小田原駅徳山駅","3","3",305,23320,NA,NA,1.218555,1,NA
"2474",2474,23,49,144,355,18,32,"小田原","徳山","羽田","山口宇部","羽田駅山口宇部駅","0","3",100,17300,2920,655,65.770549,0,2
"2475",2475,23,50,144,401,18,37,"小田原","福岡","小田原","博多","小田原駅博多駅","1","11",344,26360,NA,NA,1.218555,1,NA
"2476",2476,23,50,144,401,18,37,"小田原","福岡","羽田","福岡","羽田駅福岡駅","10","11",107.826086956522,16697.1014492754,25185,805,65.770549,0,2.33333333333333
"2477",2477,23,51,144,402,18,37,"小田原","北九州","小田原","小倉","小田原駅小倉駅","3","6",327,25280,NA,NA,1.218555,1,NA
"2478",2478,23,51,144,402,18,37,"小田原","北九州","羽田","福岡","羽田駅福岡駅","3","6",107.826086956522,16697.1014492754,25185,805,65.770549,0,2.33333333333333
"2479",2479,23,52,144,432,18,41,"小田原","八代・芦北","小田原","新八代","小田原駅新八代駅","0","0",444,28940,NA,NA,1.218555,1,NA
"2480",2480,23,52,144,432,18,41,"小田原","八代・芦北","羽田","熊本","羽田駅熊本駅","0","0",110,17325,5840,660,65.770549,0,3
"2481",2481,23,53,144,461,18,44,"小田原","鹿児島","小田原","鹿児島中央","小田原駅鹿児島中央駅","0","2",489,30680,NA,NA,1.218555,1,NA
"2482",2482,23,53,144,461,18,44,"小田原","鹿児島","羽田","鹿児島","羽田駅鹿児島駅","2","2",110,18756.25,5840,630,65.770549,0,3
"2483",2483,23,54,144,462,18,44,"小田原","川北薩・串木野","小田原","川内","小田原駅川内駅","0","0",477,30020,NA,NA,1.218555,1,NA
"2484",2484,23,54,144,462,18,44,"小田原","川北薩・串木野","羽田","鹿児島","羽田駅鹿児島駅","0","0",110,18756.25,5840,630,65.770549,0,3
"2485",2485,24,1,151,22,20,10,"新潟","南部","新潟","八戸","新潟駅八戸駅","0","0",280,23320,NA,NA,1.524693,1,NA
"2486",2486,24,1,151,22,20,10,"新潟","南部","新潟","三沢","新潟駅三沢駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2487",2487,24,2,151,31,20,11,"新潟","盛岡","新潟","盛岡","新潟駅盛岡駅","1","1",244,22240,NA,NA,1.524693,1,NA
"2488",2488,24,2,151,31,20,11,"新潟","盛岡","新潟","花巻","新潟駅花巻駅","0","1",0,NA,NA,NA,31.21727,0,NA
"2489",2489,24,3,151,32,20,11,"新潟","北上中部","新潟","新花巻","新潟駅新花巻駅","3","4",244,21600,NA,NA,1.524693,1,NA
"2490",2490,24,3,151,32,20,11,"新潟","北上中部","新潟","花巻","新潟駅花巻駅","1","4",0,NA,NA,NA,31.21727,0,NA
"2491",2491,24,4,151,33,20,11,"新潟","両磐","新潟","一ノ関","新潟駅一ノ関駅","0","0",206,20300,NA,NA,1.524693,1,NA
"2492",2492,24,4,151,33,20,11,"新潟","両磐","新潟","花巻","新潟駅花巻駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2493",2493,24,5,151,41,20,12,"新潟","仙台","新潟","仙台","新潟駅仙台駅","0","0",170,19220,NA,NA,1.524693,1,NA
"2494",2494,24,5,151,41,20,12,"新潟","仙台","新潟","仙台","新潟駅仙台駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2495",2495,24,6,151,43,20,12,"新潟","古川","新潟","くりこま高原","新潟駅くりこま高原駅","0","0",194,20300,NA,NA,1.524693,1,NA
"2496",2496,24,6,151,43,20,12,"新潟","古川","新潟","仙台","新潟駅仙台駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2497",2497,24,7,151,51,20,13,"新潟","秋田臨海","新潟","秋田","新潟駅秋田駅","0","0",297,23980,NA,NA,1.524693,1,NA
"2498",2498,24,7,151,51,20,13,"新潟","秋田臨海","新潟","秋田","新潟駅秋田駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2499",2499,24,8,151,61,20,15,"新潟","山形","新潟","山形","新潟駅山形駅","0","0",232,19220,NA,NA,1.524693,1,NA
"2500",2500,24,8,151,61,20,15,"新潟","山形","新潟","山形","新潟駅山形駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2501",2501,24,9,151,63,20,12,"新潟","米沢","新潟","米沢","新潟駅米沢駅","0","0",198,18580,NA,NA,1.524693,1,NA
"2502",2502,24,9,151,63,20,12,"新潟","米沢","新潟","仙台","新潟駅仙台駅","0","0",0,NA,NA,NA,31.21727,0,NA
"2503",2503,24,10,151,64,20,12,"新潟","新庄","新潟","新庄","新潟駅新庄駅","0","0",280,20300,NA,NA,2.222603,1,NA
"2504",2504,24,10,151,64,20,12,"新潟","新庄","新潟","仙台","新潟駅仙台駅","0","0",0,NA,NA,NA,8.293441,0,NA
"2505",2505,24,11,151,71,20,12,"新潟","福島","新潟","福島","新潟駅福島駅","0","0",162,17500,NA,NA,2.222603,1,NA
"2506",2506,24,11,151,71,20,12,"新潟","福島","新潟","仙台","新潟駅仙台駅","0","0",0,NA,NA,NA,8.293441,0,NA
"2507",2507,24,12,151,73,20,17,"新潟","郡山","新潟","郡山","新潟駅郡山駅","1","1",147,15760,NA,NA,2.222603,1,NA
"2508",2508,24,12,151,73,20,17,"新潟","郡山","新潟","福島","新潟駅福島駅","0","1",0,NA,NA,NA,8.293441,0,NA
"2509",2509,24,13,151,76,20,17,"新潟","白河","新潟","新白河","新潟駅新白河駅","2","2",154,14680,NA,NA,2.222603,1,NA
"2510",2510,24,13,151,76,20,17,"新潟","白河","新潟","福島","新潟駅福島駅","0","2",0,NA,NA,NA,8.293441,0,NA
"2511",2511,24,14,151,91,20,18,"新潟","宇都宮","新潟","宇都宮","新潟駅宇都宮駅","2","2",120,12960,NA,NA,2.222603,1,NA
"2512",2512,24,14,151,91,20,18,"新潟","宇都宮","新潟","羽田","新潟駅羽田駅","0","2",0,NA,NA,NA,8.293441,0,NA
"2513",2513,24,15,151,93,20,18,"新潟","栃木・小山","新潟","小山","新潟駅小山駅","6","6",111,11880,NA,NA,2.222603,1,NA
"2514",2514,24,15,151,93,20,18,"新潟","栃木・小山","新潟","羽田","新潟駅羽田駅","0","6",0,NA,NA,NA,8.293441,0,NA
"2515",2515,24,16,151,95,20,18,"新潟","那須","新潟","那須塩原","新潟駅那須塩原駅","0","0",139,14040,NA,NA,2.222603,1,NA
"2516",2516,24,16,151,95,20,18,"新潟","那須","新潟","羽田","新潟駅羽田駅","0","0",0,NA,NA,NA,8.293441,0,NA
"2517",2517,24,17,151,101,20,18,"新潟","前橋・高崎","新潟","高崎","新潟駅高崎駅","24","24",71,8000,NA,NA,2.222603,1,NA
"2518",2518,24,17,151,101,20,18,"新潟","前橋・高崎","新潟","羽田","新潟駅羽田駅","0","24",0,NA,NA,NA,8.293441,0,NA
"2519",2519,24,18,151,104,20,18,"新潟","沼田・利根","新潟","上毛高原","新潟駅上毛高原駅","7","7",74,6700,NA,NA,2.222603,1,NA
"2520",2520,24,18,151,104,20,18,"新潟","沼田・利根","新潟","羽田","新潟駅羽田駅","0","7",0,NA,NA,NA,8.293441,0,NA
"2521",2521,24,19,151,111,20,18,"新潟","浦和","新潟","大宮","新潟駅大宮駅","213","213",95,10800,NA,NA,2.222603,1,NA
"2522",2522,24,19,151,111,20,18,"新潟","浦和","新潟","羽田","新潟駅羽田駅","0","213",0,NA,NA,NA,8.293441,0,NA
