"","rk","i","j","X207ゾーンi","X207ゾーンj","X47ゾーンi","X47ゾーンj","X207ゾーン名i","X207ゾーン名j","最寄りi","最寄りj","X","x_ij.k","ODij","所要時間","費用","航空便数","滞在可能時間","アクセシビリティ","鉄道ダミー","エアライン参入数"
"5122",5122,48,23,354,144,32,18,"岩国","小田原","山口宇部","羽田","山口宇部駅羽田駅","0","1",100,17300,2920,575,90.945409,0,2
"5123",5123,48,24,354,151,32,20,"岩国","新潟","新岩国","新潟","新岩国駅新潟駅","0","0",466,28940,NA,NA,6.484661,1,NA
"5124",5124,48,24,354,151,32,20,"岩国","新潟","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5125",5125,48,25,354,152,32,20,"岩国","長岡","新岩国","長岡","新岩国駅長岡駅","0","0",443,28300,NA,NA,6.484661,1,NA
"5126",5126,48,25,354,152,32,20,"岩国","長岡","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5127",5127,48,26,354,154,32,20,"岩国","三条・燕","新岩国","燕三条","新岩国駅燕三条駅","0","0",454,28300,NA,NA,6.484661,1,NA
"5128",5128,48,26,354,154,32,20,"岩国","三条・燕","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5129",5129,48,27,354,155,32,20,"岩国","魚沼","新岩国","浦佐","新岩国駅浦佐駅","0","0",433,27640,NA,NA,6.484661,1,NA
"5130",5130,48,27,354,155,32,20,"岩国","魚沼","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5131",5131,48,28,354,201,32,18,"岩国","長野","新岩国","長野","新岩国駅長野駅","0","0",458,27000,NA,NA,6.484661,1,NA
"5132",5132,48,28,354,201,32,18,"岩国","長野","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,90.945409,0,2
"5133",5133,48,29,354,203,32,24,"岩国","上田","新岩国","上田","新岩国駅上田駅","0","0",446,27000,NA,NA,6.484661,1,NA
"5134",5134,48,29,354,203,32,24,"岩国","上田","山口宇部","名古屋","山口宇部駅名古屋駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5135",5135,48,30,354,211,32,24,"岩国","岐阜","新岩国","岐阜羽島","新岩国駅岐阜羽島駅","1","1",250,16840,NA,NA,6.484661,1,NA
"5136",5136,48,30,354,211,32,24,"岩国","岐阜","山口宇部","名古屋","山口宇部駅名古屋駅","0","1",0,NA,NA,NA,90.945409,0,NA
"5137",5137,48,31,354,221,32,18,"岩国","中部","新岩国","静岡","新岩国駅静岡駅","0","0",305,20960,NA,NA,6.484661,1,NA
"5138",5138,48,31,354,221,32,18,"岩国","中部","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,90.945409,0,2
"5139",5139,48,32,354,222,32,24,"岩国","西部","新岩国","浜松","新岩国駅浜松駅","2","2",279,19660,NA,NA,6.484661,1,NA
"5140",5140,48,32,354,222,32,24,"岩国","西部","山口宇部","名古屋","山口宇部駅名古屋駅","0","2",0,NA,NA,NA,90.945409,0,NA
"5141",5141,48,33,354,223,32,18,"岩国","東部","新岩国","三島","新岩国駅三島駅","2","2",368,22240,NA,NA,6.484661,1,NA
"5142",5142,48,33,354,223,32,18,"岩国","東部","山口宇部","羽田","山口宇部駅羽田駅","0","2",100,17300,2920,575,90.945409,0,2
"5143",5143,48,34,354,231,32,24,"岩国","名古屋","新岩国","名古屋","新岩国駅名古屋駅","5","5",247,17920,NA,NA,6.484661,1,NA
"5144",5144,48,34,354,231,32,24,"岩国","名古屋","山口宇部","名古屋","山口宇部駅名古屋駅","0","5",0,NA,NA,NA,90.945409,0,NA
"5145",5145,48,35,354,232,32,24,"岩国","東三河","新岩国","豊橋","新岩国駅豊橋駅","2","2",293,19660,NA,NA,6.484661,1,NA
"5146",5146,48,35,354,232,32,24,"岩国","東三河","山口宇部","名古屋","山口宇部駅名古屋駅","0","2",0,NA,NA,NA,90.945409,0,NA
"5147",5147,48,36,354,233,32,24,"岩国","豊田","新岩国","三河安城","新岩国駅三河安城駅","6","6",274,18580,NA,NA,6.484661,1,NA
"5148",5148,48,36,354,233,32,24,"岩国","豊田","山口宇部","名古屋","山口宇部駅名古屋駅","0","6",0,NA,NA,NA,90.945409,0,NA
"5149",5149,48,37,354,252,32,25,"岩国","東北部","新岩国","米原","新岩国駅米原駅","0","0",231,15760,NA,NA,6.484661,1,NA
"5150",5150,48,37,354,252,32,25,"岩国","東北部","山口宇部","関西国際","山口宇部駅関西国際駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5151",5151,48,38,354,261,32,25,"岩国","京都","新岩国","京都","新岩国駅京都駅","12","12",211,14040,NA,NA,6.484661,1,NA
"5152",5152,48,38,354,261,32,25,"岩国","京都","山口宇部","関西国際","山口宇部駅関西国際駅","0","12",0,NA,NA,NA,90.945409,0,NA
"5153",5153,48,39,354,271,32,25,"岩国","大阪","新岩国","新大阪","新岩国駅新大阪駅","16","16",196,12960,NA,NA,6.484661,1,NA
"5154",5154,48,39,354,271,32,25,"岩国","大阪","山口宇部","関西国際","山口宇部駅関西国際駅","0","16",0,NA,NA,NA,90.945409,0,NA
"5155",5155,48,40,354,281,32,25,"岩国","神戸","新岩国","新神戸","新岩国駅新神戸駅","8","8",183,11880,NA,NA,6.484661,1,NA
"5156",5156,48,40,354,281,32,25,"岩国","神戸","山口宇部","関西国際","山口宇部駅関西国際駅","0","8",0,NA,NA,NA,90.945409,0,NA
"5157",5157,48,41,354,283,32,25,"岩国","播磨","新岩国","姫路","新岩国駅姫路駅","3","3",148,10160,NA,NA,6.484661,1,NA
"5158",5158,48,41,354,283,32,25,"岩国","播磨","山口宇部","関西国際","山口宇部駅関西国際駅","0","3",0,NA,NA,NA,90.945409,0,NA
"5159",5159,48,42,354,331,32,30,"岩国","県南","新岩国","岡山","新岩国駅岡山駅","15","15",116,7340,NA,NA,6.484661,1,NA
"5160",5160,48,42,354,331,32,30,"岩国","県南","山口宇部","岡山","山口宇部駅岡山駅","0","15",0,NA,NA,NA,90.945409,0,NA
"5161",5161,48,43,354,341,32,31,"岩国","広島","新岩国","広島","新岩国駅広島駅","45","45",30,1520,NA,NA,6.484661,1,NA
"5162",5162,48,43,354,341,32,31,"岩国","広島","山口宇部","広島","山口宇部駅広島駅","0","45",0,NA,NA,NA,90.945409,0,NA
"5163",5163,48,44,354,342,32,31,"岩国","備後","新岩国","福山","新岩国駅福山駅","5","5",81,5180,NA,NA,6.484661,1,NA
"5164",5164,48,44,354,342,32,31,"岩国","備後","山口宇部","広島","山口宇部駅広島駅","0","5",0,NA,NA,NA,90.945409,0,NA
"5165",5165,48,45,354,351,32,32,"岩国","山口","新岩国","新山口","新岩国駅新山口駅","－","#VALUE!",35,3320,NA,NA,6.484661,1,NA
"5166",5166,48,45,354,351,32,32,"岩国","山口","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,90.945409,0,NA
"5167",5167,48,46,354,352,32,32,"岩国","下関","新岩国","新下関","新岩国駅新下関駅","－","#VALUE!",61,5180,NA,NA,6.484661,1,NA
"5168",5168,48,46,354,352,32,32,"岩国","下関","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,90.945409,0,NA
"5169",5169,48,47,354,353,32,32,"岩国","宇部","新岩国","厚狭","新岩国駅厚狭駅","－","#VALUE!",50,4540,NA,NA,6.484661,1,NA
"5170",5170,48,47,354,353,32,32,"岩国","宇部","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,90.945409,0,NA
"5171",5171,48,48,354,354,32,32,"岩国","岩国","新岩国","新岩国","新岩国駅新岩国駅","－","#VALUE!",0,NA,NA,NA,6.484661,1,NA
"5172",5172,48,48,354,354,32,32,"岩国","岩国","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,90.945409,0,NA
"5173",5173,48,49,354,355,32,32,"岩国","徳山","新岩国","徳山","新岩国駅徳山駅","－","#VALUE!",20,1680,NA,NA,6.484661,1,NA
"5174",5174,48,49,354,355,32,32,"岩国","徳山","山口宇部","山口宇部","山口宇部駅山口宇部駅","0","#VALUE!",0,NA,NA,NA,90.945409,0,NA
"5175",5175,48,50,354,401,32,37,"岩国","福岡","新岩国","博多","新岩国駅博多駅","22","22",89,8000,NA,NA,6.484661,1,NA
"5176",5176,48,50,354,401,32,37,"岩国","福岡","山口宇部","福岡","山口宇部駅福岡駅","0","22",0,NA,NA,NA,90.945409,0,NA
"5177",5177,48,51,354,402,32,37,"岩国","北九州","新岩国","小倉","新岩国駅小倉駅","7","7",70,6040,NA,NA,6.484661,1,NA
"5178",5178,48,51,354,402,32,37,"岩国","北九州","山口宇部","福岡","山口宇部駅福岡駅","0","7",0,NA,NA,NA,90.945409,0,NA
"5179",5179,48,52,354,432,32,41,"岩国","八代・芦北","新岩国","新八代","新岩国駅新八代駅","1","1",189,12960,NA,NA,6.484661,1,NA
"5180",5180,48,52,354,432,32,41,"岩国","八代・芦北","山口宇部","熊本","山口宇部駅熊本駅","0","1",0,NA,NA,NA,90.945409,0,NA
"5181",5181,48,53,354,461,32,44,"岩国","鹿児島","新岩国","鹿児島中央","新岩国駅鹿児島中央駅","1","1",234,16840,NA,NA,6.484661,1,NA
"5182",5182,48,53,354,461,32,44,"岩国","鹿児島","山口宇部","鹿児島","山口宇部駅鹿児島駅","0","1",0,NA,NA,NA,90.945409,0,NA
"5183",5183,48,54,354,462,32,44,"岩国","川北薩・串木野","新岩国","川内","新岩国駅川内駅","0","0",222,15760,NA,NA,6.484661,1,NA
"5184",5184,48,54,354,462,32,44,"岩国","川北薩・串木野","山口宇部","鹿児島","山口宇部駅鹿児島駅","0","0",0,NA,NA,NA,90.945409,0,NA
"5185",5185,49,1,355,22,32,10,"徳山","南部","徳山","八戸","徳山駅八戸駅","0","0",472,34340,NA,NA,7.290624,1,NA
"5186",5186,49,1,355,22,32,10,"徳山","南部","山口宇部","三沢","山口宇部駅三沢駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5187",5187,49,2,355,31,32,11,"徳山","盛岡","徳山","盛岡","徳山駅盛岡駅","0","0",436,32620,NA,NA,7.290624,1,NA
"5188",5188,49,2,355,31,32,11,"徳山","盛岡","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5189",5189,49,3,355,32,32,11,"徳山","北上中部","徳山","新花巻","徳山駅新花巻駅","0","0",436,32620,NA,NA,7.290624,1,NA
"5190",5190,49,3,355,32,32,11,"徳山","北上中部","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5191",5191,49,4,355,33,32,11,"徳山","両磐","徳山","一ノ関","徳山駅一ノ関駅","0","0",398,31320,NA,NA,7.290624,1,NA
"5192",5192,49,4,355,33,32,11,"徳山","両磐","山口宇部","花巻","山口宇部駅花巻駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5193",5193,49,5,355,41,32,12,"徳山","仙台","徳山","仙台","徳山駅仙台駅","1","2",362,30020,NA,NA,7.290624,1,NA
"5194",5194,49,5,355,41,32,12,"徳山","仙台","山口宇部","仙台","山口宇部駅仙台駅","1","2",0,NA,NA,NA,55.652303,0,NA
"5195",5195,49,6,355,43,32,12,"徳山","古川","徳山","くりこま高原","徳山駅くりこま高原駅","0","0",386,30680,NA,NA,7.290624,1,NA
"5196",5196,49,6,355,43,32,12,"徳山","古川","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5197",5197,49,7,355,51,32,13,"徳山","秋田臨海","徳山","秋田","徳山駅秋田駅","0","0",489,35000,NA,NA,7.290624,1,NA
"5198",5198,49,7,355,51,32,13,"徳山","秋田臨海","山口宇部","秋田","山口宇部駅秋田駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5199",5199,49,8,355,61,32,15,"徳山","山形","徳山","山形","徳山駅山形駅","0","0",423,30020,NA,NA,7.290624,1,NA
"5200",5200,49,8,355,61,32,15,"徳山","山形","山口宇部","山形","山口宇部駅山形駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5201",5201,49,9,355,63,32,12,"徳山","米沢","徳山","米沢","徳山駅米沢駅","0","0",389,29600,NA,NA,7.290624,1,NA
"5202",5202,49,9,355,63,32,12,"徳山","米沢","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5203",5203,49,10,355,64,32,12,"徳山","新庄","徳山","新庄","徳山駅新庄駅","0","0",471,31320,NA,NA,7.290624,1,NA
"5204",5204,49,10,355,64,32,12,"徳山","新庄","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5205",5205,49,11,355,71,32,12,"徳山","福島","徳山","福島","徳山駅福島駅","0","0",354,28940,NA,NA,7.290624,1,NA
"5206",5206,49,11,355,71,32,12,"徳山","福島","山口宇部","仙台","山口宇部駅仙台駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5207",5207,49,12,355,73,32,17,"徳山","郡山","徳山","郡山","徳山駅郡山駅","0","0",339,28300,NA,NA,7.290624,1,NA
"5208",5208,49,12,355,73,32,17,"徳山","郡山","山口宇部","福島","山口宇部駅福島駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5209",5209,49,13,355,76,32,17,"徳山","白河","徳山","新白河","徳山駅新白河駅","0","0",346,27640,NA,NA,7.290624,1,NA
"5210",5210,49,13,355,76,32,17,"徳山","白河","山口宇部","福島","山口宇部駅福島駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5211",5211,49,14,355,91,32,18,"徳山","宇都宮","徳山","宇都宮","徳山駅宇都宮駅","3","3",312,26360,NA,NA,7.290624,1,NA
"5212",5212,49,14,355,91,32,18,"徳山","宇都宮","山口宇部","羽田","山口宇部駅羽田駅","0","3",100,17300,2920,575,55.652303,0,2
"5213",5213,49,15,355,93,32,18,"徳山","栃木・小山","徳山","小山","徳山駅小山駅","0","0",303,25920,NA,NA,7.290624,1,NA
"5214",5214,49,15,355,93,32,18,"徳山","栃木・小山","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,55.652303,0,2
"5215",5215,49,16,355,95,32,18,"徳山","那須","徳山","那須塩原","徳山駅那須塩原駅","4","4",331,27000,NA,NA,7.290624,1,NA
"5216",5216,49,16,355,95,32,18,"徳山","那須","山口宇部","羽田","山口宇部駅羽田駅","0","4",100,17300,2920,575,55.652303,0,2
"5217",5217,49,17,355,101,32,18,"徳山","前橋・高崎","徳山","高崎","徳山駅高崎駅","1","1",310,26360,NA,NA,7.290624,1,NA
"5218",5218,49,17,355,101,32,18,"徳山","前橋・高崎","山口宇部","羽田","山口宇部駅羽田駅","0","1",100,17300,2920,575,55.652303,0,2
"5219",5219,49,18,355,104,32,18,"徳山","沼田・利根","徳山","上毛高原","徳山駅上毛高原駅","0","0",335,27000,NA,NA,7.290624,1,NA
"5220",5220,49,18,355,104,32,18,"徳山","沼田・利根","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,55.652303,0,2
"5221",5221,49,19,355,111,32,18,"徳山","浦和","徳山","大宮","徳山駅大宮駅","6","8",287,25280,NA,NA,7.290624,1,NA
"5222",5222,49,19,355,111,32,18,"徳山","浦和","山口宇部","羽田","山口宇部駅羽田駅","2","8",100,17300,2920,575,55.652303,0,2
"5223",5223,49,20,355,113,32,18,"徳山","児玉・大里","徳山","熊谷","徳山駅熊谷駅","1","1",300,25920,NA,NA,7.290624,1,NA
"5224",5224,49,20,355,113,32,18,"徳山","児玉・大里","山口宇部","羽田","山口宇部駅羽田駅","0","1",100,17300,2920,575,55.652303,0,2
"5225",5225,49,21,355,131,32,18,"徳山","23区","徳山","東京","徳山駅東京駅","100","124",261,24620,NA,NA,7.290624,1,NA
"5226",5226,49,21,355,131,32,18,"徳山","23区","山口宇部","羽田","山口宇部駅羽田駅","24","124",100,17300,2920,575,55.652303,0,2
"5227",5227,49,22,355,141,32,18,"徳山","横浜","徳山","新横浜","徳山駅新横浜駅","31","36",242,23980,NA,NA,7.290624,1,NA
"5228",5228,49,22,355,141,32,18,"徳山","横浜","山口宇部","羽田","山口宇部駅羽田駅","5","36",100,17300,2920,575,55.652303,0,2
"5229",5229,49,23,355,144,32,18,"徳山","小田原","徳山","小田原","徳山駅小田原駅","3","3",305,23320,NA,NA,7.290624,1,NA
"5230",5230,49,23,355,144,32,18,"徳山","小田原","山口宇部","羽田","山口宇部駅羽田駅","0","3",100,17300,2920,575,55.652303,0,2
"5231",5231,49,24,355,151,32,20,"徳山","新潟","徳山","新潟","徳山駅新潟駅","3","3",381,29600,NA,NA,7.290624,1,NA
"5232",5232,49,24,355,151,32,20,"徳山","新潟","山口宇部","新潟","山口宇部駅新潟駅","0","3",0,NA,NA,NA,55.652303,0,NA
"5233",5233,49,25,355,152,32,20,"徳山","長岡","徳山","長岡","徳山駅長岡駅","0","0",358,28940,NA,NA,7.290624,1,NA
"5234",5234,49,25,355,152,32,20,"徳山","長岡","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5235",5235,49,26,355,154,32,20,"徳山","三条・燕","徳山","燕三条","徳山駅燕三条駅","0","0",369,28940,NA,NA,7.290624,1,NA
"5236",5236,49,26,355,154,32,20,"徳山","三条・燕","山口宇部","新潟","山口宇部駅新潟駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5237",5237,49,27,355,155,32,20,"徳山","魚沼","徳山","浦佐","徳山駅浦佐駅","1","1",348,28300,NA,NA,7.290624,1,NA
"5238",5238,49,27,355,155,32,20,"徳山","魚沼","山口宇部","新潟","山口宇部駅新潟駅","0","1",0,NA,NA,NA,55.652303,0,NA
"5239",5239,49,28,355,201,32,18,"徳山","長野","徳山","長野","徳山駅長野駅","0","0",373,28300,NA,NA,7.290624,1,NA
"5240",5240,49,28,355,201,32,18,"徳山","長野","山口宇部","羽田","山口宇部駅羽田駅","0","0",100,17300,2920,575,55.652303,0,2
"5241",5241,49,29,355,203,32,24,"徳山","上田","徳山","上田","徳山駅上田駅","0","0",361,27640,NA,NA,7.290624,1,NA
"5242",5242,49,29,355,203,32,24,"徳山","上田","山口宇部","名古屋","山口宇部駅名古屋駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5243",5243,49,30,355,211,32,24,"徳山","岐阜","徳山","岐阜羽島","徳山駅岐阜羽島駅","1","1",165,18580,NA,NA,7.290624,1,NA
"5244",5244,49,30,355,211,32,24,"徳山","岐阜","山口宇部","名古屋","山口宇部駅名古屋駅","0","1",0,NA,NA,NA,55.652303,0,NA
"5245",5245,49,31,355,221,32,18,"徳山","中部","徳山","静岡","徳山駅静岡駅","3","3",220,22240,NA,NA,7.290624,1,NA
"5246",5246,49,31,355,221,32,18,"徳山","中部","山口宇部","羽田","山口宇部駅羽田駅","0","3",100,17300,2920,575,55.652303,0,2
"5247",5247,49,32,355,222,32,24,"徳山","西部","徳山","浜松","徳山駅浜松駅","5","5",194,20960,NA,NA,7.290624,1,NA
"5248",5248,49,32,355,222,32,24,"徳山","西部","山口宇部","名古屋","山口宇部駅名古屋駅","0","5",0,NA,NA,NA,55.652303,0,NA
"5249",5249,49,33,355,223,32,18,"徳山","東部","徳山","三島","徳山駅三島駅","2","3",283,22680,NA,NA,7.290624,1,NA
"5250",5250,49,33,355,223,32,18,"徳山","東部","山口宇部","羽田","山口宇部駅羽田駅","1","3",100,17300,2920,575,55.652303,0,2
"5251",5251,49,34,355,231,32,24,"徳山","名古屋","徳山","名古屋","徳山駅名古屋駅","16","16",162,19220,NA,NA,7.290624,1,NA
"5252",5252,49,34,355,231,32,24,"徳山","名古屋","山口宇部","名古屋","山口宇部駅名古屋駅","0","16",0,NA,NA,NA,55.652303,0,NA
"5253",5253,49,35,355,232,32,24,"徳山","東三河","徳山","豊橋","徳山駅豊橋駅","3","3",208,20300,NA,NA,7.290624,1,NA
"5254",5254,49,35,355,232,32,24,"徳山","東三河","山口宇部","名古屋","山口宇部駅名古屋駅","0","3",0,NA,NA,NA,55.652303,0,NA
"5255",5255,49,36,355,233,32,24,"徳山","豊田","徳山","三河安城","徳山駅三河安城駅","3","3",189,19660,NA,NA,7.290624,1,NA
"5256",5256,49,36,355,233,32,24,"徳山","豊田","山口宇部","名古屋","山口宇部駅名古屋駅","0","3",0,NA,NA,NA,55.652303,0,NA
"5257",5257,49,37,355,252,32,25,"徳山","東北部","徳山","米原","徳山駅米原駅","0","0",146,16840,NA,NA,7.290624,1,NA
"5258",5258,49,37,355,252,32,25,"徳山","東北部","山口宇部","関西国際","山口宇部駅関西国際駅","0","0",0,NA,NA,NA,55.652303,0,NA
"5259",5259,49,38,355,261,32,25,"徳山","京都","徳山","京都","徳山駅京都駅","21","21",126,15120,NA,NA,7.290624,1,NA
"5260",5260,49,38,355,261,32,25,"徳山","京都","山口宇部","関西国際","山口宇部駅関西国際駅","0","21",0,NA,NA,NA,55.652303,0,NA
"5261",5261,49,39,355,271,32,25,"徳山","大阪","徳山","新大阪","徳山駅新大阪駅","53","53",111,14040,NA,NA,7.290624,1,NA
"5262",5262,49,39,355,271,32,25,"徳山","大阪","山口宇部","関西国際","山口宇部駅関西国際駅","0","53",0,NA,NA,NA,55.652303,0,NA
